file_id,newspaper_name,lynch_address,date,news_address,news_location_lon,news_location_lat,newspaper_city,newspaper_state_code,year,page,url,city_lynch,state_lynch,sn,lynching.lon,lynching.lat,miles,in_state,decade,Newspaper_State,Newspaper_Region,Border,words,file_id_old
14266_0,The Birmingham age-herald,"Russellville, KY",1905-07-05T00:00:00Z,"Birmingham, Alabama",-86.81036,33.518589,Birmingham,AL,1905,seq-1,https://articleextractor.org/pages/14266/au_davis_ver01/sn85038485/1905/07/05/ed-1/seq-1/1,Russellville,KY,,,,,N,1900s,Alabama,South,Not_Border,304,14266
14267_0,The Birmingham age-herald,"Springfield, OH",1904-03-12T00:00:00Z,"Birmingham, Alabama",-86.81036,33.518589,Birmingham,AL,1904,seq-1,https://articleextractor.org/pages/14267/au_davis_ver01/sn85038485/1904/03/12/ed-1/seq-1/1,Springfield,OH,,,,,N,1900s,Alabama,South,Not_Border,139,14267
14269_0,The Birmingham age-herald,"Wadesboro, NC",1907-07-17T00:00:00Z,"Birmingham, Alabama",-86.81036,33.518589,Birmingham,AL,1907,seq-1,https://articleextractor.org/pages/14269/au_evans_ver01/sn85038485/1907/07/17/ed-1/seq-1/1,Wadesboro,NC,,,,,N,1900s,Alabama,South,Not_Border,424,14269
14271_0,The Birmingham age-herald,"Oxford, MS",1908-09-09T00:00:00Z,"Birmingham, Alabama",-86.81036,33.518589,Birmingham,AL,1908,seq-1,https://articleextractor.org/pages/14271/au_flagg_ver01/sn85038485/1908/09/09/ed-1/seq-1/1,Oxford,MS,,,,,N,1900s,Alabama,South,Not_Border,83,14271
14272_0,The Birmingham age-herald,"Houston, MS",1909-02-10T00:00:00Z,"Birmingham, Alabama",-86.81036,33.518589,Birmingham,AL,1909,seq-1,https://articleextractor.org/pages/14272/au_flagg_ver01/sn85038485/1909/02/10/ed-1/seq-1/1,Houston,MS,,,,,N,1900s,Alabama,South,Not_Border,312,14272
14273_0,The Birmingham age-herald,"Lakeland, FL",1909-02-12T00:00:00Z,"Birmingham, Alabama",-86.81036,33.518589,Birmingham,AL,1909,seq-1,https://articleextractor.org/pages/14273/au_flagg_ver01/sn85038485/1909/02/12/ed-1/seq-1/1,Lakeland,FL,,,,,N,1900s,Alabama,South,Not_Border,186,14273
14276_0,Arizona weekly journal-miner,"Warner, AK",1892-03-02T00:00:00Z,"Prescott, Arizona",-112.4685,34.540024,Prescott,AZ,1892,seq-1,https://articleextractor.org/pages/14276/az_apachetrout_ver01/sn85032938/1892/03/02/ed-1/seq-1/1,Warner,AK,,,,,N,1890s,Arizona,West,Not_Border,19,14276
14277_0,Arizona weekly journal-miner,"Madison Parish, LA",1894-05-02T00:00:00Z,"Prescott, Arizona",-112.4685,34.540024,Prescott,AZ,1894,seq-1,https://articleextractor.org/pages/14277/az_apachetrout_ver01/sn85032938/1894/05/02/ed-1/seq-1/1,Madison Parish,LA,,,,,N,1890s,Arizona,West,Not_Border,105,14277
14278_0,Arizona weekly journal-miner,"Sullivan, IL",1896-02-19T00:00:00Z,"Prescott, Arizona",-112.4685,34.540024,Prescott,AZ,1896,seq-1,https://articleextractor.org/pages/14278/az_apachetrout_ver01/sn85032938/1896/02/19/ed-1/seq-1/1,Sullivan,IL,,,,,N,1890s,Arizona,West,Not_Border,23,14278
14279_0,Arizona weekly journal-miner,"Cincinnati, OH",1896-02-26T00:00:00Z,"Prescott, Arizona",-112.4685,34.540024,Prescott,AZ,1896,seq-1,https://articleextractor.org/pages/14279/az_apachetrout_ver01/sn85032938/1896/02/26/ed-1/seq-1/1,Cincinnati,OH,,,,,N,1890s,Arizona,West,Not_Border,164,14279
14285_0,Arizona republican,"Tecumseh, OK",1897-09-28T00:00:00Z,"Phoenix, Arizona",-112.07404,33.448377,Phoenix,AZ,1897,seq-1,https://articleextractor.org/pages/14285/az_elk_ver01/sn84020558/1897/09/28/ed-1/seq-1/1,Tecumseh,OK,,,,,N,1890s,Arizona,West,Not_Border,77,14285
14286_0,Arizona republican,"Between Johnsville and Kingtree, SC",1898-01-05T00:00:00Z,"Phoenix, Arizona",-112.07404,33.448377,Phoenix,AZ,1898,seq-1,https://articleextractor.org/pages/14286/az_elk_ver01/sn84020558/1898/01/05/ed-1/seq-1/1,Between Johnsville and Kingtree,SC,,,,,N,1890s,Arizona,West,Not_Border,168,14286
14290_0,Bisbee daily review,"Sterrett, OK",1907-05-08T00:00:00Z,"Bisbee, Arizona",-109.92841,31.448155,Bisbee,AZ,1907,seq-6,https://articleextractor.org/pages/14290/az_hummingbird_ver02/sn84024827/1907/05/08/ed-1/seq-6/1,Sterrett,OK,,,,,N,1900s,Arizona,West,Not_Border,67,14290
14291_0,Bisbee daily review,"Garland City, AR",1917-07-31T00:00:00Z,"Bisbee, Arizona",-109.92841,31.448155,Bisbee,AZ,1917,seq-2,https://articleextractor.org/pages/14291/az_incadove_ver01/sn84024827/1917/07/31/ed-1/seq-2/1,Garland City,AR,,,,,N,1910s,Arizona,West,Not_Border,36,14291
14292_0,Arizona daily citizen.,"Pierce City, MO",1901-08-20T00:00:00Z,"Tucson, Arizona",-110.97418,32.253979,Tucson,AZ,1901,seq-1,https://articleextractor.org/pages/14292/az_jeddito_ver01/sn87062098/1901/08/20/ed-1/seq-1/1,Pierce City,MO,,,,,N,1900s,Arizona,West,Not_Border,218,14292
14293_0,Arizona republican,"Brinkley, AR",1893-01-14T00:00:00Z,"Phoenix, Arizona",-112.07404,33.448377,Phoenix,AZ,1893,seq-1,https://articleextractor.org/pages/14293/az_kangaroorat_ver01/sn84020558/1893/01/14/ed-1/seq-1/1,Brinkley,AR,,,,,N,1890s,Arizona,West,Not_Border,36,14293
14294_0,The Dolores star,"Sterrett, OK",1907-05-24T00:00:00Z,"Dolores, Colorado",-108.50454,37.473882,Dolores,CO,1907,seq-5,https://articleextractor.org/pages/14294/cohi_alta_ver01/sn86002159/1907/05/24/ed-1/seq-5/1,Sterrett,OK,,,,,N,1900s,Colorado,West,Not_Border,67,14294
14295_0,Arizona republican,"Paris, TX",1920-07-08T00:00:00Z,"Phoenix, Arizona",-112.07404,33.448377,Phoenix,AZ,1920,seq-1,https://articleextractor.org/pages/14295/az_locoweed_ver01/sn84020558/1920/07/08/ed-1/seq-1/1,Paris,TX,,,,,N,1920s,Arizona,West,Not_Border,112,14295
14295_1,Arizona republican,"Paris, TX",1920-07-08T00:00:00Z,"Phoenix, Arizona",-112.07404,33.448377,Phoenix,AZ,1920,seq-1,https://articleextractor.org/pages/14295/az_locoweed_ver01/sn84020558/1920/07/08/ed-1/seq-1/1,Paris,TX,,,,,N,1920s,Arizona,West,Not_Border,113,14295
14296_0,Franklin's paper the statesman.,"Urbana, OH",1910-08-06T00:00:00Z,"Denver, Colorado",-104.99025,39.739236,Denver,CO,1910,seq-3,https://articleextractor.org/pages/14296/cohi_abbeyville_ver01/sn91052311/1910/08/06/ed-1/seq-3/1,Urbana,OH,,,,,N,1910s,Colorado,West,Not_Border,29,14296
14297_0,Arizona republican,"Danville, IL",1903-07-27T00:00:00Z,"Phoenix, Arizona",-112.07404,33.448377,Phoenix,AZ,1903,seq-1,https://articleextractor.org/pages/14297/az_leopardfrog_ver01/sn84020558/1903/07/27/ed-1/seq-1/1,Danville,IL,,,,,N,1900s,Arizona,West,Not_Border,7,14297
14299_0,The Colorado statesman,"Providence, KY",1908-06-13T00:00:00Z,"Denver, Colorado",-104.99025,39.739236,Denver,CO,1908,seq-1,https://articleextractor.org/pages/14299/cohi_hamilton_ver01/sn83025514/1908/06/13/ed-1/seq-1/1,Providence,KY,,,,,N,1900s,Colorado,West,Not_Border,64,14299
14300_0,The Colorado statesman,"Elmore County, AL",1915-01-23T00:00:00Z,"Denver, Colorado",-104.99025,39.739236,Denver,CO,1915,seq-1,https://articleextractor.org/pages/14300/cohi_hamilton_ver01/sn83025514/1915/01/23/ed-1/seq-1/1,Elmore County,AL,,,,,N,1910s,Colorado,West,Not_Border,329,14300
14301_0,The Colorado statesman,"Oxford, MS",1908-09-19T00:00:00Z,"Denver, Colorado",-104.99025,39.739236,Denver,CO,1908,seq-4,https://articleextractor.org/pages/14301/cohi_hamilton_ver01/sn83025514/1908/09/19/ed-1/seq-4/1,Oxford,MS,,,,,N,1900s,Colorado,West,Not_Border,147,14301
14301_1,The Colorado statesman,"Oxford, MS",1908-09-19T00:00:00Z,"Denver, Colorado",-104.99025,39.739236,Denver,CO,1908,seq-4,https://articleextractor.org/pages/14301/cohi_hamilton_ver01/sn83025514/1908/09/19/ed-1/seq-4/1,Oxford,MS,,,,,N,1900s,Colorado,West,Not_Border,122,14301
14304_0,The state herald.,"Columbus, MS",1891-05-08T00:00:00Z,"Holyoke, Colorado",-102.30241,40.584437,Holyoke,CO,1891,seq-2,https://articleextractor.org/pages/14304/cohi_leadville_ver01/sn90051167/1891/05/08/ed-1/seq-2/1,Columbus,MS,,,,,N,1890s,Colorado,West,Not_Border,80,14304
14306_0,The state herald.,"Gaston, KY",1893-01-20T00:00:00Z,"Holyoke, Colorado",-102.30241,40.584437,Holyoke,CO,1893,seq-2,https://articleextractor.org/pages/14306/cohi_leadville_ver01/sn90051167/1893/01/20/ed-1/seq-2/1,Gaston,KY,,,,,N,1890s,Colorado,West,Not_Border,15,14306
14307_0,The state herald.,"Laramie, WY",1904-09-02T00:00:00Z,"Holyoke, Colorado",-102.30241,40.584437,Holyoke,CO,1904,seq-2,https://articleextractor.org/pages/14307/cohi_leadville_ver01/sn90051167/1904/09/02/ed-1/seq-2/1,Laramie,WY,,,,,N,1900s,Colorado,West,Not_Border,125,14307
14308_0,Norwich bulletin,"Ocala, FL",1916-01-29T00:00:00Z,"Norwich, Connecticut",-72.07591,41.524265,Norwich,CT,1916,seq-8,https://articleextractor.org/pages/14308/ct_andover_ver01/sn82014086/1916/01/29/ed-1/seq-8/1,Ocala,FL,,,,,N,1910s,Connecticut,Northeast,Not_Border,29,14308
14310_0,Norwich bulletin,"McClenny, FL",1920-10-06T00:00:00Z,"Norwich, Connecticut",-72.07591,41.524265,Norwich,CT,1920,seq-1,https://articleextractor.org/pages/14310/ct_canaan_ver01/sn82014086/1920/10/06/ed-1/seq-1/1,McClenny,FL,,,,,N,1920s,Connecticut,Northeast,Not_Border,49,14310
14311_0,The daily morning journal and courier,"Rockport, IN",1900-12-17T00:00:00Z,"New Haven, Connecticut",-72.92788,41.308274,New Haven,CT,1900,seq-1,https://articleextractor.org/pages/14311/ct_butternut_ver01/sn84020358/1900/12/17/ed-1/seq-1/1,Rockport,IN,,,,,N,1900s,Connecticut,Northeast,Not_Border,129,14311
14312_0,The daily morning journal and courier,"NA, IN",1899-05-25T00:00:00Z,"New Haven, Connecticut",-72.92788,41.308274,New Haven,CT,1899,seq-4,https://articleextractor.org/pages/14312/ct_butternut_ver01/sn84020358/1899/05/25/ed-1/seq-4/1,NA,IN,,,,,N,1890s,Connecticut,Northeast,Not_Border,121,14312
14317_0,Morning journal and courier,"Little Rock, AR",1891-07-10T00:00:00Z,"New Haven , Connecticut",-72.92788,41.308274,New Haven,CT,1891,seq-3,https://articleextractor.org/pages/14317/ct_forest_ver01/sn82015483/1891/07/10/ed-1/seq-3/1,Little Rock,AR,,,,,N,1890s,Connecticut,Northeast,Not_Border,37,14317
14318_0,Morning journal and courier,"Oxford, FL",1884-09-13T00:00:00Z,"New Haven , Connecticut",-72.92788,41.308274,New Haven,CT,1884,seq-3,https://articleextractor.org/pages/14318/ct_elm_ver01/sn82015483/1884/09/13/ed-1/seq-3/1,Oxford,FL,,,,,N,1880s,Connecticut,Northeast,Not_Border,35,14318
14320_0,Morning journal and courier,"Goodletsville, TN",1892-04-29T00:00:00Z,"New Haven , Connecticut",-72.92788,41.308274,New Haven,CT,1892,seq-3,https://articleextractor.org/pages/14320/ct_forest_ver01/sn82015483/1892/04/29/ed-1/seq-3/1,Goodletsville,TN,,,,,N,1890s,Connecticut,Northeast,Not_Border,56,14320
14321_0,Waterbury evening Democrat,"Holly Springs, MS",1893-10-17T00:00:00Z,"Waterbury, Connecticut",-73.0515,41.558152,Waterbury,CT,1893,seq-1,https://articleextractor.org/pages/14321/ct_gum_ver01/sn94053256/1893/10/17/ed-1/seq-1/1,Holly Springs,MS,,,,,N,1890s,Connecticut,Northeast,Not_Border,59,14321
14322_0,Waterbury evening Democrat,"Adel, IA",1895-03-08T00:00:00Z,"Waterbury, Connecticut",-73.0515,41.558152,Waterbury,CT,1895,seq-1,https://articleextractor.org/pages/14322/ct_gum_ver01/sn94053256/1895/03/08/ed-1/seq-1/1,Adel,IA,,,,,N,1890s,Connecticut,Northeast,Not_Border,86,14322
14327_0,Waterbury Democrat,"Helena, MT",1901-10-02T00:00:00Z,"Waterbury , Connecticut",-73.0515,41.558152,Waterbury,CT,1901,seq-1,https://articleextractor.org/pages/14327/ct_ironwood_ver01/sn93053725/1901/10/02/ed-1/seq-1/1,Helena,MT,,,,,N,1900s,Connecticut,Northeast,Not_Border,263,14327
14327_1,Waterbury Democrat,"Helena, MT",1901-10-02T00:00:00Z,"Waterbury , Connecticut",-73.0515,41.558152,Waterbury,CT,1901,seq-1,https://articleextractor.org/pages/14327/ct_ironwood_ver01/sn93053725/1901/10/02/ed-1/seq-1/1,Helena,MT,,,,,N,1900s,Connecticut,Northeast,Not_Border,95,14327
14328_0,Waterbury evening Democrat,"Joplin, MO",1903-04-16T00:00:00Z,"Waterbury , Connecticut",-73.0515,41.558152,Waterbury,CT,1903,seq-3,https://articleextractor.org/pages/14328/ct_ironwood_ver01/sn93053726/1903/04/16/ed-1/seq-3/2,Joplin,MO,,,,,N,1900s,Connecticut,Northeast,Not_Border,37,14328
14330_0,The San Francisco call,"Bel Air, MD",1900-03-27T00:00:00Z,"San Francisco , California",-122.41942,37.774929,San Francisco,CA,1900,seq-9,https://articleextractor.org/pages/14330/curiv_albion_ver01/sn85066387/1900/03/27/ed-1/seq-9/1,Bel Air,MD,,,,,N,1900s,California,West,Not_Border,53,14330
14335_0,The San Francisco call,"Carrollton, IL",1901-03-02T00:00:00Z,"San Francisco , California",-122.41942,37.774929,San Francisco,CA,1901,seq-9,https://articleextractor.org/pages/14335/curiv_brea_ver01/sn85066387/1901/03/02/ed-1/seq-9/2,Carrollton,IL,,,,,N,1900s,California,West,Not_Border,158,14335
14336_0,The San Francisco call,"Corsicana, TX",1901-03-14T00:00:00Z,"San Francisco , California",-122.41942,37.774929,San Francisco,CA,1901,seq-3,https://articleextractor.org/pages/14336/curiv_brea_ver01/sn85066387/1901/03/14/ed-1/seq-3/1,Corsicana,TX,,,,,N,1900s,California,West,Not_Border,94,14336
14337_0,The San Francisco call,"Henderson, TX",1903-10-08T00:00:00Z,"San Francisco , California",-122.41942,37.774929,San Francisco,CA,1903,seq-3,https://articleextractor.org/pages/14337/curiv_etna_ver01/sn85066387/1903/10/08/ed-1/seq-3/1,Henderson,TX,,,,,N,1900s,California,West,Not_Border,79,14337
14337_1,The San Francisco call,"Henderson, TX",1903-10-08T00:00:00Z,"San Francisco , California",-122.41942,37.774929,San Francisco,CA,1903,seq-3,https://articleextractor.org/pages/14337/curiv_etna_ver01/sn85066387/1903/10/08/ed-1/seq-3/1,Henderson,TX,,,,,N,1900s,California,West,Not_Border,35,14337
14338_0,The record-union,"Bryan, TX",1897-11-19T00:00:00Z,"Sacramento, California",-121.4944,38.581572,Sacramento,CA,1897,seq-1,https://articleextractor.org/pages/14338/curiv_firebaugh_ver01/sn82015104/1897/11/19/ed-1/seq-1/1,Bryan,TX,,,,,N,1890s,California,West,Not_Border,67,14338
14342_0,The San Francisco call,"Charles City, IA",1907-01-10T00:00:00Z,"San Francisco , California",-122.41942,37.774929,San Francisco,CA,1907,seq-7,https://articleextractor.org/pages/14342/curiv_hercules_ver01/sn85066387/1907/01/10/ed-1/seq-7/1,Charles City,IA,,,,,N,1900s,California,West,Not_Border,54,14342
14346_0,Los Angeles herald,"Cumberland Gap, TN",1892-01-27T00:00:00Z,"Los Angeles , California",-118.24264,34.054908,Los Angeles,CA,1892,seq-2,https://articleextractor.org/pages/14346/curiv_lovelock_ver01/sn84025968/1892/01/27/ed-1/seq-2/1,Cumberland Gap,TN,,,,,N,1890s,California,West,Not_Border,62,14346
14349_0,Sacramento daily record-union,"Birmingham, AL",1889-01-16T00:00:00Z,"Sacramento , California",-121.4944,38.581572,Sacramento,CA,1889,seq-6,https://articleextractor.org/pages/14349/curiv_mojave_ver01/sn82014381/1889/01/16/ed-1/seq-6/1,Birmingham,AL,,,,,N,1880s,California,West,Not_Border,104,14349
14350_0,The morning call,"Jackson, TN",1891-07-27T00:00:00Z,"San Francisco , California",-122.41942,37.774929,San Francisco,CA,1891,seq-1,https://articleextractor.org/pages/14350/curiv_oakland_ver01/sn94052989/1891/07/27/ed-1/seq-1/1,Jackson,TN,,,,,N,1890s,California,West,Not_Border,41,14350
14351_0,Los Angeles herald,"Belmont, MO",1905-05-21T00:00:00Z,"Los Angeles , California",-118.24264,34.054908,Los Angeles,CA,1905,seq-3,https://articleextractor.org/pages/14351/curiv_oasis_ver01/sn85042462/1905/05/21/ed-1/seq-3/1,Belmont,MO,,,,,N,1900s,California,West,Not_Border,290,14351
14353_0,Los Angeles herald,"London, KY",1905-10-18T00:00:00Z,"Los Angeles , California",-118.24264,34.054908,Los Angeles,CA,1905,seq-1,https://articleextractor.org/pages/14353/curiv_oasis_ver01/sn85042462/1905/10/18/ed-1/seq-1/1,London,KY,,,,,N,1900s,California,West,Not_Border,118,14353
14354_0,The record-union,"Cumberland Gap, TN",1891-03-27T00:00:00Z,"Sacramento, California",-121.4944,38.581572,Sacramento,CA,1891,seq-1,https://articleextractor.org/pages/14354/curiv_oakland_ver01/sn82015104/1891/03/27/ed-1/seq-1/1,Cumberland Gap,TN,,,,,N,1890s,California,West,Not_Border,82,14354
14355_0,Los Angeles herald,"Bancroft, NE",1907-08-27T00:00:00Z,"Los Angeles , California",-118.24264,34.054908,Los Angeles,CA,1907,seq-2,https://articleextractor.org/pages/14355/curiv_pomo_ver01/sn85042462/1907/08/27/ed-1/seq-2/1,Bancroft,NE,,,,,N,1900s,California,West,Not_Border,120,14355
14356_0,Los Angeles herald,"Van Vlett, MS",1907-11-04T00:00:00Z,"Los Angeles , California",-118.24264,34.054908,Los Angeles,CA,1907,seq-8,https://articleextractor.org/pages/14356/curiv_pomo_ver01/sn85042462/1907/11/04/ed-1/seq-8/1,Van Vlett,MS,,,,,N,1900s,California,West,Not_Border,111,14356
14357_0,Los Angeles herald,"Jacksonville, FL",1909-05-10T00:00:00Z,"Los Angeles , California",-118.24264,34.054908,Los Angeles,CA,1909,seq-1,https://articleextractor.org/pages/14357/curiv_quailvalley_ver01/sn85042462/1909/05/10/ed-1/seq-1/1,Jacksonville,FL,,,,,N,1900s,California,West,Not_Border,95,14357
14358_0,Los Angeles herald,"Rock, WV",1909-08-22T00:00:00Z,"Los Angeles , California",-118.24264,34.054908,Los Angeles,CA,1909,seq-1,https://articleextractor.org/pages/14358/curiv_quailvalley_ver01/sn85042462/1909/08/22/ed-1/seq-1/1,Rock,WV,,,,,N,1900s,California,West,Not_Border,53,14358
14361_0,Smyrna times,"Newark, OH",1911-02-15T00:00:00Z,"Smyrna, Delaware",-75.60465,39.299834,Smyrna,DE,1911,seq-3,https://articleextractor.org/pages/14361/deu_batman_ver01/sn84020422/1911/02/15/ed-1/seq-3/1,Newark,OH,,,,,N,1910s,Delaware,South,Border,53,14361
14362_0,The daily gazette,"NA, NA",1881-05-05T00:00:00Z,"Wilmington, Delaware",-75.54839,39.744655,Wilmington,DE,1881,seq-4,https://articleextractor.org/pages/14362/deu_bombarda_ver01/sn82014805/1881/05/05/ed-1/seq-4/1,NA,NA,,,,,N,1880s,Delaware,South,Border,178,14362
14363_0,Evening journal,"Lawrenceville, VA",1901-07-02T00:00:00Z,"Wilmington, Delaware",-75.54839,39.744655,Wilmington,DE,1901,seq-5,https://articleextractor.org/pages/14363/deu_bear_ver01/sn85042354/1901/07/02/ed-1/seq-5/1,Lawrenceville,VA,,,,,N,1900s,Delaware,South,Border,53,14363
14364_0,Milford chronicle,"Valliant, OK",1911-12-15T00:00:00Z,"Milford, Delaware",-75.42798,38.912613,Milford,DE,1911,seq-5,https://articleextractor.org/pages/14364/deu_catwoman_ver01/sn87062224/1911/12/15/ed-1/seq-5/1,Valliant,OK,,,,,N,1910s,Delaware,South,Border,42,14364
14365_0,Middletown transcript,"Chestertown, MD",1914-01-03T00:00:00Z,"Middletown, Delaware",-75.71632,39.449556,Middletown,DE,1914,seq-1,https://articleextractor.org/pages/14365/deu_crucio_ver01/sn84026820/1914/01/03/ed-1/seq-1/1,Chestertown,MD,,,,,N,1910s,Delaware,South,Border,460,14365
14367_0,Daily Republican,"Columbus, MS",1890-05-22T00:00:00Z,", Delaware",-75.52767,38.910832,NA,DE,1890,seq-1,https://articleextractor.org/pages/14367/deu_episky_ver01/sn84038114/1890/05/22/ed-1/seq-1/1,Columbus,MS,,,,,N,1890s,Delaware,South,Border,36,14367
14368_0,The Wilmington daily Republican.,"Lexington, KY",1894-10-15T00:00:00Z,"Wilmington, Delaware",-75.54839,39.744655,Wilmington,DE,1894,seq-2,https://articleextractor.org/pages/14368/deu_episky_ver01/sn88053055/1894/10/15/ed-1/seq-2/1,Lexington,KY,,,,,N,1890s,Delaware,South,Border,670,14368
14370_0,The Wilmington daily Republican.,"Clayton, DE",1892-04-30T00:00:00Z,"Wilmington, Delaware",-75.54839,39.744655,Wilmington,DE,1892,seq-4,https://articleextractor.org/pages/14370/deu_episky_ver01/sn88053055/1892/04/30/ed-1/seq-4/1,Clayton,DE,,,,,Y,1890s,Delaware,South,Border,222,14370
14371_0,The Wilmington daily Republican.,"Union City, TN",1896-09-18T00:00:00Z,"Wilmington, Delaware",-75.54839,39.744655,Wilmington,DE,1896,seq-3,https://articleextractor.org/pages/14371/deu_fidelius_ver01/sn88053055/1896/09/18/ed-1/seq-3/1,Union City,TN,,,,,N,1890s,Delaware,South,Border,118,14371
14372_0,The Wilmington daily Republican.,"Princess Anne, MD",1897-06-10T00:00:00Z,"Wilmington, Delaware",-75.54839,39.744655,Wilmington,DE,1897,seq-3,https://articleextractor.org/pages/14372/deu_fidelius_ver01/sn88053055/1897/06/10/ed-1/seq-3/1,Princess Anne,MD,,,,,N,1890s,Delaware,South,Border,434,14372
14374_0,The Cordova daily times,"Council Bluffs, IA",1920-12-30T00:00:00Z,"Cordova, Alaska",-145.75254,60.542409,Cordova,AK,1920,seq-1,https://articleextractor.org/pages/14374/ak_gyrfalcon_ver01/sn86072239/1920/12/30/ed-1/seq-1/1,Council Bluffs,IA,,,,,N,1920s,Alaska,West,Not_Border,62,14374
14375_0,The Cordova daily times,"Waco, TX",1923-02-10T00:00:00Z,"Cordova, Alaska",-145.75254,60.542409,Cordova,AK,1923,seq-1,https://articleextractor.org/pages/14375/ak_gyrfalcon_ver01/sn86072239/1923/02/10/ed-1/seq-1/1,Waco,TX,,,,,N,1920s,Alaska,West,Not_Border,199,14375
14376_0,The Alaska citizen.,"Nashville, TN",1915-09-06T00:00:00Z,"Fairbanks, Alaska",-147.71998,64.840051,Fairbanks,AK,1915,seq-1,https://articleextractor.org/pages/14376/ak_gyrfalcon_ver01/sn96060002/1915/09/06/ed-1/seq-1/1,Nashville,TN,,,,,N,1910s,Alaska,West,Not_Border,225,14376
14377_0,Semi=weekly graphic.,"Greenwood, MS",1896-10-24T00:00:00Z,"Pine Bluff, Arkansas",-92.0034,34.224908,Pine Bluff,AR,1896,seq-3,https://articleextractor.org/pages/14377/arhi_aerosmith_ver01/sn89051163/1896/10/24/ed-1/seq-3/1,Greenwood,MS,,,,,N,1890s,Arkansas,South,Not_Border,123,14377
14378_0,The Forrest City times,"Council Bluffs, IA",1904-01-01T00:00:00Z,"Forrest City, Arkansas",-90.78523,35.009258,Forrest City,AR,1904,seq-1,https://articleextractor.org/pages/14378/arhi_alakazam_ver01/sn84022960/1904/01/01/ed-1/seq-1/1,Council Bluffs,IA,,,,,N,1900s,Arkansas,South,Not_Border,306,14378
14379_0,The log cabin Democrat,"Duluth, MN",1920-06-16T00:00:00Z,"Conway, Arkansas",-92.43665,35.091751,Conway,AR,1920,seq-1,https://articleextractor.org/pages/14379/arhi_bulbasaur_ver01/sn85033000/1920/06/16/ed-1/seq-1/1,Duluth,MN,,,,,N,1920s,Arkansas,South,Not_Border,118,14379
14380_0,The log cabin Democrat,"Datura, TX",1921-08-16T00:00:00Z,"Conway, Arkansas",-92.43665,35.091751,Conway,AR,1921,seq-1,https://articleextractor.org/pages/14380/arhi_bulbasaur_ver01/sn85033000/1921/08/16/ed-1/seq-1/1,Datura,TX,,,,,N,1920s,Arkansas,South,Not_Border,35,14380
14384_0,The Dermott news.,"Atlanta, GA",1915-08-26T00:00:00Z,"Dermott, Arkansas",-91.43609,33.524958,Dermott,AR,1915,seq-6,https://articleextractor.org/pages/14384/arhi_kangaskhan_ver02/sn90050260/1915/08/26/ed-1/seq-6/1,Atlanta,GA,,,,,N,1910s,Arkansas,South,Not_Border,276,14384
14385_0,Pine Bluff daily graphic.,"Muskogee, OK",1916-06-18T00:00:00Z,"Pine Bluff, Arkansas",-92.0034,34.224908,Pine Bluff,AR,1916,seq-13,https://articleextractor.org/pages/14385/arhi_kraftwerk_ver01/sn89051168/1916/06/18/ed-1/seq-13/1,Muskogee,OK,,,,,N,1910s,Arkansas,South,Not_Border,219,14385
14386_0,The age-herald,"Emporia, VA",1900-03-25T00:00:00Z,"Birmingham, Alabama",-86.81036,33.518589,Birmingham,AL,1900,seq-1,https://articleextractor.org/pages/14386/au_brown_ver01/sn86072192/1900/03/25/ed-1/seq-1/1,Emporia,VA,,,,,N,1900s,Alabama,South,Not_Border,547,14386
14387_0,The Birmingham age-herald,"Anniston, AL",1902-11-09T00:00:00Z,"Birmingham, Alabama",-86.81036,33.518589,Birmingham,AL,1902,seq-3,https://articleextractor.org/pages/14387/au_capote_ver01/sn85038485/1902/11/09/ed-1/seq-3/1,Anniston,AL,,,,,Y,1900s,Alabama,South,Not_Border,1141,14387
14389_0,The Birmingham age-herald,"Belleville, IL",1903-06-26T00:00:00Z,"Birmingham, Alabama",-86.81036,33.518589,Birmingham,AL,1903,seq-4,https://articleextractor.org/pages/14389/au_capote_ver01/sn85038485/1903/06/26/ed-1/seq-4/1,Belleville,IL,,,,,N,1900s,Alabama,South,Not_Border,180,14389
14389_1,The Birmingham age-herald,"Belleville, IL",1903-06-26T00:00:00Z,"Birmingham, Alabama",-86.81036,33.518589,Birmingham,AL,1903,seq-4,https://articleextractor.org/pages/14389/au_capote_ver01/sn85038485/1903/06/26/ed-1/seq-4/1,Belleville,IL,,,,,N,1900s,Alabama,South,Not_Border,431,14389
14390_0,The Birmingham age-herald,"Asotin, WA",1903-08-06T00:00:00Z,"Birmingham, Alabama",-86.81036,33.518589,Birmingham,AL,1903,seq-1,https://articleextractor.org/pages/14390/au_capote_ver01/sn85038485/1903/08/06/ed-1/seq-1/1,Asotin,WA,,,,,N,1900s,Alabama,South,Not_Border,369,14390
14391_0,The Birmingham age-herald,"Taylortown, LA",1903-11-03T00:00:00Z,"Birmingham, Alabama",-86.81036,33.518589,Birmingham,AL,1903,seq-1,https://articleextractor.org/pages/14391/au_capote_ver01/sn85038485/1903/11/03/ed-1/seq-1/1,Taylortown,LA,,,,,N,1900s,Alabama,South,Not_Border,279,14391
14392_0,The age-herald,"Jefferson, TX",1900-11-16T00:00:00Z,"Birmingham, Alabama",-86.81036,33.518589,Birmingham,AL,1900,seq-2,https://articleextractor.org/pages/14392/au_capote_ver01/sn86072192/1900/11/16/ed-1/seq-2/1,Jefferson,TX,,,,,N,1900s,Alabama,South,Not_Border,80,14392
