"","...1","file_id","article_id","sn","newspaper_name","year","month","day","page","edition","mod_id","URL","newspaper_state","file_id2","index"
"725",554792,9680,0,"sn99067997",NA,1883,11,24,"seq-2","ed-1",1,"https://articleextractor.org/pages/9680/sdhi_mustang_ver01/sn99067997/1883/11/24/ed-1/seq-2/1","South Dakota","9680_0",3243
"726",554737,9680,1,"sn99067997",NA,1883,11,24,"seq-2","ed-1",1,"https://articleextractor.org/pages/9680/sdhi_mustang_ver01/sn99067997/1883/11/24/ed-1/seq-2/1","South Dakota","9680_1",3244
"727",554714,9680,2,"sn99067997",NA,1883,11,24,"seq-2","ed-1",1,"https://articleextractor.org/pages/9680/sdhi_mustang_ver01/sn99067997/1883/11/24/ed-1/seq-2/1","South Dakota","9680_2",3245
"728",244104,9681,0,"sn83025287","Daily globe (St. Paul, Minn.)",1883,5,22,"seq-1","ed-1",1,"https://articleextractor.org/pages/9681/mnhi_anoka_ver02/sn83025287/1883/05/22/ed-1/seq-1/1","Minnesota","9681_0",3246
"729",374140,9682,0,"sn85042104","The news & observer (Raleigh, N.C.)",1896,10,16,"seq-1","ed-1",1,"https://articleextractor.org/pages/9682/ncu_ford_ver02/sn85042104/1896/10/16/ed-1/seq-1/1","North Carolina","9682_0",3247
"730",589537,9683,0,"sn86088296",NA,1883,12,13,"seq-1","ed-1",1,"https://articleextractor.org/pages/9683/txdn_audi_ver01/sn86088296/1883/12/13/ed-1/seq-1/1","Texas","9683_0",3248
"731",589540,9683,1,"sn86088296",NA,1883,12,13,"seq-1","ed-1",1,"https://articleextractor.org/pages/9683/txdn_audi_ver01/sn86088296/1883/12/13/ed-1/seq-1/1","Texas","9683_1",3249
"732",249920,9685,0,"sn83025287","Daily globe (St. Paul, Minn.)",1882,12,28,"seq-5","ed-1",1,"https://articleextractor.org/pages/9685/mnhi_chaska_ver01/sn83025287/1882/12/28/ed-1/seq-5/1","Minnesota","9685_0",3251
"733",249953,9685,1,"sn83025287","Daily globe (St. Paul, Minn.)",1882,12,28,"seq-5","ed-1",1,"https://articleextractor.org/pages/9685/mnhi_chaska_ver01/sn83025287/1882/12/28/ed-1/seq-5/1","Minnesota","9685_1",3252
"734",249948,9685,2,"sn83025287","Daily globe (St. Paul, Minn.)",1882,12,28,"seq-5","ed-1",1,"https://articleextractor.org/pages/9685/mnhi_chaska_ver01/sn83025287/1882/12/28/ed-1/seq-5/1","Minnesota","9685_2",3253
"735",587677,9686,0,"sn86089443","Brenham weekly banner (Brenham, Tex.)",1881,2,10,"seq-1","ed-1",1,"https://articleextractor.org/pages/9686/txdn_argentina_ver01/sn86089443/1881/02/10/ed-1/seq-1/1","Texas","9686_0",3254
"736",587681,9686,1,"sn86089443","Brenham weekly banner (Brenham, Tex.)",1881,2,10,"seq-1","ed-1",1,"https://articleextractor.org/pages/9686/txdn_argentina_ver01/sn86089443/1881/02/10/ed-1/seq-1/1","Texas","9686_1",3255
"737",347037,9688,0,"sn84036143","Helena weekly herald (Helena, Mont.)",1889,6,27,"seq-2","ed-1",1,"https://articleextractor.org/pages/9688/mthi_leopardfrog_ver01/sn84036143/1889/06/27/ed-1/seq-2/1","Montana","9688_0",3256
"738",62430,9689,0,"sn82015137","Savannah morning news (Savannah)",1881,3,7,"seq-2","ed-1",1,"https://articleextractor.org/pages/9689/gu_ace_ver02/sn82015137/1881/03/07/ed-1/seq-2/1","Georgia","9689_0",3257
"739",228222,9690,0,"sn88064454","The weekly messenger La.)",1889,8,24,"seq-1","ed-1",1,"https://articleextractor.org/pages/9690/lu_strongguy_ver01/sn88064454/1889/08/24/ed-1/seq-1/1","Louisiana","9690_0",3258
"740",229637,9691,0,"sn88065202","The Republican (Oakland, Md.)",1889,6,29,"seq-2","ed-1",1,"https://articleextractor.org/pages/9691/mdu_goatsbeard_ver01/sn88065202/1889/06/29/ed-1/seq-2/1","Maryland","9691_0",3259
"741",333033,9692,0,"sn85034375","The Grenada sentinel (Grenada, Miss.)",1889,7,20,"seq-6","ed-1",1,"https://articleextractor.org/pages/9692/msar_eyelet_ver02/sn85034375/1889/07/20/ed-1/seq-6/1","Mississippi","9692_0",3260
"742",586,9693,0,"sn87062011",NA,1911,10,12,"seq-1","ed-1",1,"https://articleextractor.org/pages/9693/ak_iceworm_ver02/sn87062011/1911/10/12/ed-1/seq-1/1","Alaska","9693_0",3261
"743",218939,9694,0,"sn83004226","The Big Sandy news (Louisa, Ky.)",1890,4,14,"seq-1","ed-1",1,"https://articleextractor.org/pages/9694/kyu_flamingo_ver01/sn83004226/1890/04/14/ed-1/seq-1/1","Kentucky","9694_0",3262
"744",218942,9694,1,"sn83004226","The Big Sandy news (Louisa, Ky.)",1890,4,14,"seq-1","ed-1",1,"https://articleextractor.org/pages/9694/kyu_flamingo_ver01/sn83004226/1890/04/14/ed-1/seq-1/1","Kentucky","9694_1",3263
"745",302112,9695,0,"sn89066234",NA,1911,4,29,"seq-2","ed-1",1,"https://articleextractor.org/pages/9695/mohi_dorothea_ver01/sn89066234/1911/04/29/ed-1/seq-2/1","Missouri","9695_0",3264
"746",648707,9696,0,"sn90052005",NA,1910,8,17,"seq-6","ed-1",1,"https://articleextractor.org/pages/9696/vi_noriker_ver01/sn90052005/1910/08/17/ed-1/seq-6/1","Virginia","9696_0",3265
"747",655403,9697,0,"sn91066782",NA,1912,4,27,"seq-3","ed-1",1,"https://articleextractor.org/pages/9697/vtu_daikon_ver01/sn91066782/1912/04/27/ed-1/seq-3/1","Vermont","9697_0",3266
"748",229952,9698,0,"sn88065731",NA,1911,5,8,"seq-1","ed-1",1,"https://articleextractor.org/pages/9698/mdu_jacobsen_ver01/sn88065731/1911/05/08/ed-1/seq-1/1","Maryland","9698_0",3267
"749",330898,9700,0,"sn87065469",NA,1911,5,25,"seq-1","ed-1",1,"https://articleextractor.org/pages/9700/msar_diamond_ver01/sn87065469/1911/05/25/ed-1/seq-1/1","Mississippi","9700_0",3268
"750",451248,9702,0,"sn84031081","Albuquerque morning journal (Albuquerque, N....)",1911,1,17,"seq-1","ed-1",1,"https://articleextractor.org/pages/9702/nmu_javelina_ver01/sn84031081/1911/01/17/ed-1/seq-1/1","New Mexico","9702_0",3269
"751",658978,9704,0,"sn91066782",NA,1917,3,3,"seq-3","ed-1",1,"https://articleextractor.org/pages/9704/vtu_eggplant_ver01/sn91066782/1917/03/03/ed-1/seq-3/1","Vermont","9704_0",3270
"752",687973,9707,0,"sn84022770","Washington standard (Olympia, Wash. ...)",1895,7,26,"seq-3","ed-1",2,"https://articleextractor.org/pages/9707/wa_kittitas_ver01/sn84022770/1895/07/26/ed-1/seq-3/2","Washington","9707_0",3271
"753",19902,9708,0,"sn94053256","Waterbury evening Democrat (Waterbury, Conn...)",1891,10,12,"seq-3","ed-1",2,"https://articleextractor.org/pages/9708/ct_gum_ver01/sn94053256/1891/10/12/ed-1/seq-3/2","Connecticut","9708_0",3272
"754",699695,9712,0,"sn86092518","Wheeling register (Wheeling, W. Va...)",1895,6,22,"seq-1","ed-1",2,"https://articleextractor.org/pages/9712/wvu_isner_ver01/sn86092518/1895/06/22/ed-1/seq-1/2","West Virginia","9712_0",3273
"755",351822,9714,0,"sn84022835","The Red Cloud chief (Red Cloud, Webs...)",1901,8,16,"seq-7","ed-1",2,"https://articleextractor.org/pages/9714/nbu_dunning_ver01/sn84022835/1901/08/16/ed-1/seq-7/2","Nebraska","9714_0",3274
"756",495330,9715,0,"sn84028297","Democratic Northwest and Henry County news (Napoleon, O. [O...)",1894,12,13,"seq-4","ed-1",2,"https://articleextractor.org/pages/9715/ohi_ingstad_ver01/sn84028297/1894/12/13/ed-1/seq-4/2","Ohio","9715_0",3275
"757",196144,9717,0,"sn82016014","The Topeka state journal (Topeka, Kansas)",1899,8,2,"seq-3","ed-1",2,"https://articleextractor.org/pages/9717/khi_jesse_ver01/sn82016014/1899/08/02/ed-1/seq-3/2","Kansas","9717_0",3276
"758",343060,9718,0,"sn83045217","Great Falls tribune (Great Falls, Mo...)",1922,12,13,"seq-1","ed-1",2,"https://articleextractor.org/pages/9718/mthi_crane_ver01/sn83045217/1922/12/13/ed-1/seq-1/2","Montana","9718_0",3277
"759",678300,9719,0,"sn87093377","The Northwest enterprise (Seattle, Wash.)",1932,2,4,"seq-1","ed-1",2,"https://articleextractor.org/pages/9719/wa_canvasback_ver02/sn87093377/1932/02/04/ed-1/seq-1/2","Washington","9719_0",3278
"760",693568,9721,0,"sn85033255","River Falls journal (River Falls, Pi...)",1912,3,28,"seq-2","ed-1",2,"https://articleextractor.org/pages/9721/whi_hegmeister_ver01/sn85033255/1912/03/28/ed-1/seq-2/2","Wisconsin","9721_0",3279
"761",193122,9723,0,"sn82015080","Barbour County index (Medicine Lodge,...)",1909,1,13,"seq-6","ed-1",2,"https://articleextractor.org/pages/9723/khi_harvey_ver03/sn82015080/1909/01/13/ed-1/seq-6/2","Kansas","9723_0",3280
"762",193124,9723,1,"sn82015080","Barbour County index (Medicine Lodge,...)",1909,1,13,"seq-6","ed-1",2,"https://articleextractor.org/pages/9723/khi_harvey_ver03/sn82015080/1909/01/13/ed-1/seq-6/2","Kansas","9723_1",3281
"763",193126,9723,2,"sn82015080","Barbour County index (Medicine Lodge,...)",1909,1,13,"seq-6","ed-1",2,"https://articleextractor.org/pages/9723/khi_harvey_ver03/sn82015080/1909/01/13/ed-1/seq-6/2","Kansas","9723_2",3282
"764",193128,9723,3,"sn82015080","Barbour County index (Medicine Lodge,...)",1909,1,13,"seq-6","ed-1",2,"https://articleextractor.org/pages/9723/khi_harvey_ver03/sn82015080/1909/01/13/ed-1/seq-6/2","Kansas","9723_3",3283
"765",3717,9724,0,"sn85038485","The Birmingham age-herald (Birmingham, Ala...)",1912,4,5,"seq-10","ed-1",2,"https://articleextractor.org/pages/9724/au_huie_ver01/sn85038485/1912/04/05/ed-1/seq-10/2","Alabama","9724_0",3284
"766",177301,9726,0,"sn84020097","The daily worker (Chicago, Ill.)",1930,2,8,"seq-2","ed-1",3,"https://articleextractor.org/pages/9726/iune_fluorite_ver01/sn84020097/1930/02/08/ed-1/seq-2/3","Illinois","9726_0",3285
"767",346483,9731,0,"sn83025316","The Daily Missoulian (Missoula, Mont.)",1918,4,23,"seq-1","ed-1",2,"https://articleextractor.org/pages/9731/mthi_indigobunting_ver02/sn83025316/1918/04/23/ed-1/seq-1/2","Montana","9731_0",3286
"768",250528,9733,0,"sn83025247","Minneapolis spokesman (Minneapolis, Mi...)",1943,5,14,"seq-2","ed-1",2,"https://articleextractor.org/pages/9733/mnhi_croquet_ver01/sn83025247/1943/05/14/ed-1/seq-2/2","Minnesota","9733_0",3287
"769",250529,9733,1,"sn83025247","Minneapolis spokesman (Minneapolis, Mi...)",1943,5,14,"seq-2","ed-1",2,"https://articleextractor.org/pages/9733/mnhi_croquet_ver01/sn83025247/1943/05/14/ed-1/seq-2/2","Minnesota","9733_1",3288
"770",250530,9733,2,"sn83025247","Minneapolis spokesman (Minneapolis, Mi...)",1943,5,14,"seq-2","ed-1",2,"https://articleextractor.org/pages/9733/mnhi_croquet_ver01/sn83025247/1943/05/14/ed-1/seq-2/2","Minnesota","9733_2",3289
"771",603611,9734,0,"sn86071197","The Houston daily post (Houston, Tex.)",1902,8,8,"seq-2","ed-1",2,"https://articleextractor.org/pages/9734/txdn_echo_ver03/sn86071197/1902/08/08/ed-1/seq-2/2","Texas","9734_0",3290
"772",57722,9735,0,"sn84026749","The Washington times (Washington [D.C...)",1903,6,9,"seq-5","ed-1",4,"https://articleextractor.org/pages/9735/dlc_tango_ver01/sn84026749/1903/06/09/ed-1/seq-5/4","District of Columbia","9735_0",3291
"773",57725,9735,1,"sn84026749","The Washington times (Washington [D.C...)",1903,6,9,"seq-5","ed-1",4,"https://articleextractor.org/pages/9735/dlc_tango_ver01/sn84026749/1903/06/09/ed-1/seq-5/4","District of Columbia","9735_1",3292
"774",3543,9736,0,"sn84020645","The Montgomery advertiser (Montgomery, Ala...)",1902,12,27,"seq-4","ed-1",2,"https://articleextractor.org/pages/9736/au_groom_ver01/sn84020645/1902/12/27/ed-1/seq-4/2","Alabama","9736_0",3293
"775",689713,9737,0,"sn85033078","Wood County reporter (Grand Rapids [i...)",1903,6,16,"seq-3","ed-1",2,"https://articleextractor.org/pages/9737/whi_belle_ver01/sn85033078/1903/06/16/ed-1/seq-3/2","Wisconsin","9737_0",3294
"776",635258,9739,0,"sn85038615","The times dispatch (Richmond, Va.)",1903,9,20,"seq-20","ed-1",2,"https://articleextractor.org/pages/9739/vi_gualala_ver01/sn85038615/1903/09/20/ed-1/seq-20/2","Virginia","9739_0",3295
"777",441910,9741,0,"sn85035524","The Penn's Grove record (Penn's Grove, S...)",1904,3,25,"seq-1","ed-1",2,"https://articleextractor.org/pages/9741/njr_irene_ver02/sn85035524/1904/03/25/ed-1/seq-1/2","New Jersey","9741_0",3296
"778",623005,9744,0,"sn93062856",NA,1903,8,8,"seq-4","ed-1",2,"https://articleextractor.org/pages/9744/uuml_kirilenko_ver01/sn93062856/1903/08/08/ed-1/seq-4/2","Colorado","9744_0",3297
"779",621483,9745,0,"sn85058130","The Salt Lake herald (Salt Lake City ...)",1905,12,27,"seq-5","ed-1",2,"https://articleextractor.org/pages/9745/uuml_four_ver01/sn85058130/1905/12/27/ed-1/seq-5/2","Utah","9745_0",3298
"780",341241,9746,0,"sn87065215",NA,1894,4,26,"seq-2","ed-1",2,"https://articleextractor.org/pages/9746/msar_lapis_ver01/sn87065215/1894/04/26/ed-1/seq-2/2","Mississippi","9746_0",3299
"781",341245,9746,1,"sn87065215",NA,1894,4,26,"seq-2","ed-1",2,"https://articleextractor.org/pages/9746/msar_lapis_ver01/sn87065215/1894/04/26/ed-1/seq-2/2","Mississippi","9746_1",3300
"782",338942,9747,0,"sn87065046",NA,1905,1,11,"seq-10","ed-1",2,"https://articleextractor.org/pages/9747/msar_karakul_ver02/sn87065046/1905/01/11/ed-1/seq-10/2","Mississippi","9747_0",3301
"783",228312,9749,0,"sn89060136",NA,1906,12,7,"seq-2","ed-1",2,"https://articleextractor.org/pages/9749/mdu_belair_ver01/sn89060136/1906/12/07/ed-1/seq-2/2","Maryland","9749_0",3302
"784",228315,9749,1,"sn89060136",NA,1906,12,7,"seq-2","ed-1",2,"https://articleextractor.org/pages/9749/mdu_belair_ver01/sn89060136/1906/12/07/ed-1/seq-2/2","Maryland","9749_1",3303
"785",279020,9758,0,"sn90059522","St. Paul daily globe (Saint Paul, Min...)",1889,1,18,"seq-1","ed-1",5,"https://articleextractor.org/pages/9758/mnhi_jeffers_ver01/sn90059522/1889/01/18/ed-1/seq-1/5","Minnesota","9758_0",3304
"786",279022,9758,1,"sn90059522","St. Paul daily globe (Saint Paul, Min...)",1889,1,18,"seq-1","ed-1",5,"https://articleextractor.org/pages/9758/mnhi_jeffers_ver01/sn90059522/1889/01/18/ed-1/seq-1/5","Minnesota","9758_1",3305
"787",56695,9760,0,"sn84024441","The evening times (Washington, D.C...)",1901,1,25,"seq-7","ed-1",2,"https://articleextractor.org/pages/9760/dlc_november_ver01/sn84024441/1901/01/25/ed-1/seq-7/2","District of Columbia","9760_0",3306
"788",229580,9761,1,"sn83016348","The Cecil Whig (Elkton, Md.)",1891,5,16,"seq-3","ed-1",5,"https://articleextractor.org/pages/9761/mdu_glass_ver02/sn83016348/1891/05/16/ed-1/seq-3/5","Maryland","9761_1",3307
"789",229581,9761,2,"sn83016348","The Cecil Whig (Elkton, Md.)",1891,5,16,"seq-3","ed-1",5,"https://articleextractor.org/pages/9761/mdu_glass_ver02/sn83016348/1891/05/16/ed-1/seq-3/5","Maryland","9761_2",3308
"790",313075,9765,1,"sn84024283","Iron County register (Ironton, Iron C...)",1907,1,3,"seq-6","ed-1",2,"https://articleextractor.org/pages/9765/mohi_igoo_ver01/sn84024283/1907/01/03/ed-1/seq-6/2","Missouri","9765_1",3310
"791",294826,9766,0,"sn90059522","St. Paul daily globe (Saint Paul, Min...)",1895,11,28,"seq-4","ed-1",4,"https://articleextractor.org/pages/9766/mnhi_sebeka_ver01/sn90059522/1895/11/28/ed-1/seq-4/4","Minnesota","9766_0",3311
"792",334378,9768,0,"sn87065167",NA,1910,8,17,"seq-1","ed-1",2,"https://articleextractor.org/pages/9768/msar_gabardine_ver01/sn87065167/1910/08/17/ed-1/seq-1/2","Mississippi","9768_0",3312
"793",220976,9772,0,"sn85052076","The citizen (Berea, Ky.)",1903,10,29,"seq-6","ed-1",3,"https://articleextractor.org/pages/9772/kyu_fleetwoodmac_ver01/sn85052076/1903/10/29/ed-1/seq-6/3","Kentucky","9772_0",3313
"794",220979,9772,1,"sn85052076","The citizen (Berea, Ky.)",1903,10,29,"seq-6","ed-1",3,"https://articleextractor.org/pages/9772/kyu_fleetwoodmac_ver01/sn85052076/1903/10/29/ed-1/seq-6/3","Kentucky","9772_1",3314
"795",442211,9773,0,"sn87068192",NA,1908,10,22,"seq-8","ed-1",2,"https://articleextractor.org/pages/9773/njr_ketchup_ver01/sn87068192/1908/10/22/ed-1/seq-8/2","New Jersey","9773_0",3315
"796",442223,9773,1,"sn87068192",NA,1908,10,22,"seq-8","ed-1",2,"https://articleextractor.org/pages/9773/njr_ketchup_ver01/sn87068192/1908/10/22/ed-1/seq-8/2","New Jersey","9773_1",3316
"797",10722,9777,0,"sn86002159","The Dolores star (Dolores, Montez...)",1908,10,30,"seq-4","ed-1",2,"https://articleextractor.org/pages/9777/cohi_alta_ver01/sn86002159/1908/10/30/ed-1/seq-4/2","Colorado","9777_0",3317
"798",320021,9780,0,"sn86074063","The leader (Brookhaven, Mis...)",1898,1,19,"seq-1","ed-1",2,"https://articleextractor.org/pages/9780/msar_agate_ver01/sn86074063/1898/01/19/ed-1/seq-1/2","Mississippi","9780_0",3318
"799",17277,9784,0,"sn82014086","Norwich bulletin (Norwich, Conn.)",1912,5,28,"seq-1","ed-1",3,"https://articleextractor.org/pages/9784/ct_danbury_ver01/sn82014086/1912/05/28/ed-1/seq-1/3","Connecticut","9784_0",3319
"800",17280,9784,1,"sn82014086","Norwich bulletin (Norwich, Conn.)",1912,5,28,"seq-1","ed-1",3,"https://articleextractor.org/pages/9784/ct_danbury_ver01/sn82014086/1912/05/28/ed-1/seq-1/3","Connecticut","9784_1",3320
"801",521789,9786,0,"sn93067853","The Union times (Union, S.C.)",1906,10,12,"seq-4","ed-1",1,"https://articleextractor.org/pages/9786/scu_grandamericancoonhunt_ver01/sn93067853/1906/10/12/ed-1/seq-4/1","South Carolina","9786_0",3321
"802",221060,9788,0,"sn85052076","The citizen (Berea, Ky.)",1908,7,30,"seq-2","ed-1",1,"https://articleextractor.org/pages/9788/kyu_fleetwoodmac_ver01/sn85052076/1908/07/30/ed-1/seq-2/1","Kentucky","9788_0",3322
"803",441276,9789,0,"sn91064029",NA,1907,5,25,"seq-7","ed-1",1,"https://articleextractor.org/pages/9789/njr_gandolfini_ver01/sn91064029/1907/05/25/ed-1/seq-7/1","New Jersey","9789_0",3323
"804",64145,9790,0,"sn82014546","The Jeffersonian (Atlanta, Ga.)",1916,12,7,"seq-1","ed-1",1,"https://articleextractor.org/pages/9790/gu_fornax_ver01/sn82014546/1916/12/07/ed-1/seq-1/1","Georgia","9790_0",3324
"805",338256,9791,0,"sn87065167",NA,1916,10,3,"seq-6","ed-1",1,"https://articleextractor.org/pages/9791/msar_ikat_ver01/sn87065167/1916/10/03/ed-1/seq-6/1","Mississippi","9791_0",3325
"806",361684,9796,0,"sn99021999",NA,1911,10,21,"seq-15","ed-1",1,"https://articleextractor.org/pages/9796/nbu_rosewater_ver01/sn99021999/1911/10/21/ed-1/seq-15/1","Nebraska","9796_0",3326
"807",229978,9798,0,"sn88065731",NA,1916,10,11,"seq-3","ed-1",1,"https://articleextractor.org/pages/9798/mdu_jacobsen_ver01/sn88065731/1916/10/11/ed-1/seq-3/1","Maryland","9798_0",3327
"808",177794,9799,0,"sn84020097","The daily worker (Chicago, Ill.)",1930,11,29,"seq-6","ed-1",1,"https://articleextractor.org/pages/9799/iune_fluorite_ver01/sn84020097/1930/11/29/ed-1/seq-6/1","Illinois","9799_0",3328
"809",177797,9799,1,"sn84020097","The daily worker (Chicago, Ill.)",1930,11,29,"seq-6","ed-1",1,"https://articleextractor.org/pages/9799/iune_fluorite_ver01/sn84020097/1930/11/29/ed-1/seq-6/1","Illinois","9799_1",3329
"810",177799,9799,2,"sn84020097","The daily worker (Chicago, Ill.)",1930,11,29,"seq-6","ed-1",1,"https://articleextractor.org/pages/9799/iune_fluorite_ver01/sn84020097/1930/11/29/ed-1/seq-6/1","Illinois","9799_2",3330
"811",22568,9801,0,"sn92051227",NA,1922,11,22,"seq-1","ed-1",1,"https://articleextractor.org/pages/9801/ct_lebanon_ver03/sn92051227/1922/11/22/ed-1/seq-1/1","Connecticut","9801_0",3331
"812",697869,9802,0,"sn85059586","Martinsburg W Va evening journal (Martinsburg, W....)",1919,12,16,"seq-6","ed-1",1,"https://articleextractor.org/pages/9802/wvu_els_ver01/sn85059586/1919/12/16/ed-1/seq-6/1","West Virginia","9802_0",3332
"813",688668,9803,0,"sn87093407","The Seattle star (Seattle, Wash.)",1918,4,5,"seq-16","ed-1",1,"https://articleextractor.org/pages/9803/wa_muddy_ver02/sn87093407/1918/04/05/ed-1/seq-16/1","Washington","9803_0",3333
"814",550252,9804,0,"sn99062010",NA,1915,1,7,"seq-2","ed-1",1,"https://articleextractor.org/pages/9804/sdhi_kangaroo_ver01/sn99062010/1915/01/07/ed-1/seq-2/1","South Dakota","9804_0",3334
"815",193360,9805,0,"sn82016014","The Topeka state journal (Topeka, Kansas)",1900,9,21,"seq-7","ed-1",1,"https://articleextractor.org/pages/9805/khi_higuchi_ver01/sn82016014/1900/09/21/ed-1/seq-7/1","Kansas","9805_0",3335
"816",635092,9808,0,"sn85025007","Alexandria gazette (Alexandria, D.C...)",1909,3,1,"seq-2","ed-1",1,"https://articleextractor.org/pages/9808/vi_greenday_ver01/sn85025007/1909/03/01/ed-1/seq-2/1","District of Columbia","9808_0",3336
"817",361175,9809,0,"sn99021999",NA,1909,4,16,"seq-6","ed-1",1,"https://articleextractor.org/pages/9809/nbu_quarrie_ver01/sn99021999/1909/04/16/ed-1/seq-6/1","Nebraska","9809_0",3337
"818",157522,9810,0,"sn85047611","Indiana daily times (Indianapolis [I...)",1921,8,3,"seq-12","ed-1",1,"https://articleextractor.org/pages/9810/in_collins_ver02/sn85047611/1921/08/03/ed-1/seq-12/1","Indiana","9810_0",3338
"819",190104,9811,0,"sn82016014","The Topeka state journal (Topeka, Kansas)",1911,1,16,"seq-1","ed-1",1,"https://articleextractor.org/pages/9811/khi_edelbrock_ver01/sn82016014/1911/01/16/ed-1/seq-1/1","Kansas","9811_0",3339
"820",12755,9813,0,"sn90051167",NA,1916,1,7,"seq-6","ed-1",1,"https://articleextractor.org/pages/9813/cohi_leadville_ver01/sn90051167/1916/01/07/ed-1/seq-6/1","Colorado","9813_0",3341
"821",68771,9814,0,"sn83025121","The Hawaiian gazette (Honolulu [Oahu,...)",1916,2,29,"seq-5","ed-1",1,"https://articleextractor.org/pages/9814/hihouml_lilac_ver02/sn83025121/1916/02/29/ed-1/seq-5/1","Hawaii","9814_0",3342
"822",11460,9815,0,"sn83025514","The Colorado statesman (Denver, Colo.)",1911,10,21,"seq-4","ed-1",1,"https://articleextractor.org/pages/9815/cohi_hamilton_ver01/sn83025514/1911/10/21/ed-1/seq-4/1","Colorado","9815_0",3343
"823",637192,9816,0,"sn85025007","Alexandria gazette (Alexandria, D.C...)",1916,5,15,"seq-3","ed-1",1,"https://articleextractor.org/pages/9816/vi_isogawa_ver01/sn85025007/1916/05/15/ed-1/seq-3/1","District of Columbia","9816_0",3344
"824",177421,9817,0,"sn84020097","The daily worker (Chicago, Ill.)",1930,5,15,"seq-2","ed-1",1,"https://articleextractor.org/pages/9817/iune_fluorite_ver01/sn84020097/1930/05/15/ed-1/seq-2/1","Illinois","9817_0",3345
"825",177424,9817,1,"sn84020097","The daily worker (Chicago, Ill.)",1930,5,15,"seq-2","ed-1",1,"https://articleextractor.org/pages/9817/iune_fluorite_ver01/sn84020097/1930/05/15/ed-1/seq-2/1","Illinois","9817_1",3346
"826",352266,9818,0,"sn99021999",NA,1921,12,2,"seq-3","ed-1",1,"https://articleextractor.org/pages/9818/nbu_easternredbud_ver01/sn99021999/1921/12/02/ed-1/seq-3/1","Nebraska","9818_0",3347
"827",693618,9820,0,"sn86086499","Wauwatosa news (Wauwatosa, Wis.)",1919,10,3,"seq-1","ed-1",1,"https://articleextractor.org/pages/9820/whi_hodag_ver01/sn86086499/1919/10/03/ed-1/seq-1/1","Wisconsin","9820_0",3348
"828",323878,9821,0,"sn86074065",NA,1921,9,24,"seq-1","ed-1",1,"https://articleextractor.org/pages/9821/msar_beryl_ver01/sn86074065/1921/09/24/ed-1/seq-1/1","Mississippi","9821_0",3349
"829",17199,9822,0,"sn92051283",NA,1923,2,2,"seq-3","ed-1",1,"https://articleextractor.org/pages/9822/ct_clash_ver01/sn92051283/1923/02/02/ed-1/seq-3/1","Connecticut","9822_0",3350
"830",1854,9823,0,"sn90050307",NA,1915,11,17,"seq-4","ed-1",1,"https://articleextractor.org/pages/9823/arhi_hypno_ver02/sn90050307/1915/11/17/ed-1/seq-4/1","Arkansas","9823_0",3351
"831",694827,9825,0,"sn85033133","Grant County herald (Lancaster, Wis.)",1889,9,12,"seq-2","ed-1",1,"https://articleextractor.org/pages/9825/whi_jyme_ver01/sn85033133/1889/09/12/ed-1/seq-2/1","Wisconsin","9825_0",3352
"832",687342,9826,0,"sn87093407","The Seattle star (Seattle, Wash.)",1915,4,2,"seq-11","ed-1",1,"https://articleextractor.org/pages/9826/wa_juanita_ver01/sn87093407/1915/04/02/ed-1/seq-11/1","Washington","9826_0",3353
"833",168716,9827,0,"sn89080007",NA,1919,9,19,"seq-1","ed-1",2,"https://articleextractor.org/pages/9827/iune_amethyst_ver01/sn89080007/1919/09/19/ed-1/seq-1/2","Illinois","9827_0",3354
"834",607789,9828,0,"sn88084272",NA,1918,5,23,"seq-5","ed-1",1,"https://articleextractor.org/pages/9828/txdn_greenland_ver01/sn88084272/1918/05/23/ed-1/seq-5/1","Texas","9828_0",3355
"835",622196,9829,0,"sn85058396","The Ogden standard (Ogden City, Utah) 1913-1920",1915,8,18,"seq-10","ed-1",1,"https://articleextractor.org/pages/9829/uuml_indurain_ver01/sn85058396/1915/08/18/ed-1/seq-10/1","Utah","9829_0",3356
"836",622213,9829,1,"sn85058396","The Ogden standard (Ogden City, Utah) 1913-1920",1915,8,18,"seq-10","ed-1",1,"https://articleextractor.org/pages/9829/uuml_indurain_ver01/sn85058396/1915/08/18/ed-1/seq-10/1","Utah","9829_1",3357
"837",22297,9830,0,"sn92051227",NA,1919,10,3,"seq-1","ed-1",1,"https://articleextractor.org/pages/9830/ct_kent_ver01/sn92051227/1919/10/03/ed-1/seq-1/1","Connecticut","9830_0",3358
"838",234625,9831,0,"sn92063852",NA,1948,12,11,"seq-1","ed-1",1,"https://articleextractor.org/pages/9831/mimtptc_albion_ver01/sn92063852/1948/12/11/ed-1/seq-1/1","Michigan","9831_0",3359
"839",171860,9833,0,"sn84024055","The broad ax (Salt Lake City,...)",1919,5,17,"seq-4","ed-1",1,"https://articleextractor.org/pages/9833/iune_charlie_ver01/sn84024055/1919/05/17/ed-1/seq-4/1","Illinois","9833_0",3360
"840",591794,9834,0,"sn86090383","Palestine daily herald (Palestine, Tex.)",1909,7,2,"seq-2","ed-1",1,"https://articleextractor.org/pages/9834/txdn_bravo_ver01/sn86090383/1909/07/02/ed-1/seq-2/1","Texas","9834_0",3361
