file_id,newspaper_name,lynch_address,date,news_address,news_location_lon,news_location_lat,newspaper_city,newspaper_state_code,year,page,url,city_lynch,state_lynch,sn,lynching.lon,lynching.lat,miles,in_state,decade,Newspaper_State,Newspaper_Region,Border,total_words,file_id_old
8427_0,New Orleans Republican,"Mercer County, OH",3/26/1874,"New Orleans, Louisiana",-90.07153,29.951066,New Orleans,LA,1874,seq-1,https://articleextractor.org/pages/8427/lu_haunter_ver01/sn83016555/1874/03/26/ed-1/seq-1/1,Mercer County,OH,sn83016555,-84.68974949999999,40.59405479999999,796,N,1870,Louisiana,South,Not_Border,74,8427
14588_0,Shepherdstown register,"Martinsburg, WV",9/19/1874,"Shepherdstown, West Virginia",-77.80416,39.4301,Shepherdstown,WV,1874,seq-2,https://articleextractor.org/pages/14588/wvu_antares_ver02/sn84026824/1874/09/19/ed-1/seq-2/1,Martinsburg,WV,sn84026824,-77.96388689999999,39.4562099,9,Y,1870,West Virginia,South,Border,58,14588
18203_0,The Pulaski citizen,"Courtland, AL",6/4/1874,"Pulaski, Tennessee",-87.03084,35.199802,Pulaski,TN,1874,seq-3,https://articleextractor.org/pages/18203/tu_jethro_ver01/sn85033964/1874/06/04/ed-1/seq-3/1,Courtland,AL,sn85033964,-87.3094649,34.6689794,40,N,1870,Tennessee,South,Not_Border,55,18203
16865_0,Los Angeles daily herald,"Jackson, MS",3/28/1874,"Los Angeles , California",-118.24264,34.054908,Los Angeles,CA,1874,seq-1,https://articleextractor.org/pages/16865/curiv_inskip_ver01/sn84038806/1874/03/28/ed-1/seq-1/1,Jackson,MS,sn84038806,-90.1848103,32.2987573,1624,N,1870,California,West,Not_Border,29,16865
16865,Los Angeles daily herald,"Jackson, KS",3/28/1874,"Los Angeles , California",-118.24264,34.054908,Los Angeles,CA,1874,seq-1,https://articleextractor.org/pages/16865/curiv_inskip_ver01/sn84038806/1874/03/28/ed-1/seq-1/1,Jackson,KS,sn84038806,-95.8142885,39.4241422,1294,N,1870,California,West,Not_Border,NA,NA
8566_0,New York dispatch,"Bellefontaine, OH",9/26/1875,"New York , New York",-74.00597,40.712775,New York,NY,1875,seq-4,https://articleextractor.org/pages/8566/dlc_eliot_ver01/sn85026214/1875/09/26/ed-1/seq-4/1,Bellefontaine,OH,sn85026214,-83.7596557,40.3611643,513,N,1870,New York,Northeast,Not_Border,284,8566
14595_0,Shepherdstown register,"Annapolis, MD",6/19/1875,"Shepherdstown, West Virginia",-77.80416,39.4301,Shepherdstown,WV,1875,seq-3,https://articleextractor.org/pages/14595/wvu_antares_ver02/sn84026824/1875/06/19/ed-1/seq-3/1,Annapolis,MD,sn84026824,-76.4921829,38.9784453,77,N,1870,West Virginia,South,Border,189,14595
8404_0,Vermont phœnix,"Bellefontaine, OH",10/8/1875,"Brattleboro, Vermont",-72.55787,42.850915,Brattleboro,VT,1875,seq-2,https://articleextractor.org/pages/8404/vtu_eden_ver01/sn98060050/1875/10/08/ed-1/seq-2/1,Bellefontaine,OH,sn98060050,-83.7596557,40.3611643,604,N,1870,Vermont,Northeast,Not_Border,77,8404
13784_0,Daily Kennebec journal,"San diego, CA",12/9/1875,"Augusta, Maine",-69.77949,44.310624,Augusta,ME,1875,seq-3,https://articleextractor.org/pages/13784/me_dyerbrook_ver01/sn82014248/1875/12/09/ed-1/seq-3/1,San diego,CA,sn82014248,-117.1610838,32.715738,2647,N,1870,Maine,Northeast,Not_Border,45,13784
13784,Daily Kennebec journal,"no lynching, NA",12/9/1875,"Augusta, Maine",-69.77949,44.310624,Augusta,ME,1875,seq-3,https://articleextractor.org/pages/13784/me_dyerbrook_ver01/sn82014248/1875/12/09/ed-1/seq-3/1,no lynching,NA,sn82014248,NA,NA,NA,N,1870,Maine,Northeast,Not_Border,NA,NA
17729_0,The New York herald,"NA, OH",9/30/1875,"New York , New York",-74.00597,40.712775,New York,NY,1875,seq-6,https://articleextractor.org/pages/17729/dlc_crowfoot_ver01/sn83030313/1875/09/30/ed-1/seq-6/1,NA,OH,sn83030313,NA,NA,NA,N,1870,New York,Northeast,Not_Border,25,17729
17728_0,Knoxville Whig and chronicle,"Murfressboro, TN",9/15/1875,"Knoxville, Tennessee",-83.92074,35.960638,Knoxville,TN,1875,seq-2,https://articleextractor.org/pages/17728/tu_furry_ver01/sn85042534/1875/09/15/ed-1/seq-2/1,Murfressboro,TN,sn85042534,-86.39027,35.8456213,139,Y,1870,Tennessee,South,Not_Border,17,17728
8642_0,The Cincinnati daily star,"Danville, KY",4/18/1876,", Ohio",-82.90712,40.417287,NA,OH,1876,seq-3,https://articleextractor.org/pages/8642/ohi_himilco_ver01/sn85025759/1876/04/18/ed-1/seq-3/1,Danville,KY,sn85025759,-84.77217019999999,37.6456329,216,N,1870,Ohio,Midwest,Not_Border,88,8642
17482_0,The Morning herald,"Santa Rosa, CA",6/12/1876,"Wilmington, Delaware",-75.54839,39.744655,Wilmington,DE,1876,seq-1,https://articleextractor.org/pages/17482/deu_glisseo_ver01/sn84038119/1876/06/12/ed-1/seq-1/1,Santa Rosa,CA,sn84038119,-122.7140548,38.440429,2504,N,1870,Delaware,South,Border,57,17482
8643_0,The interior journal,"no city listed, KY",7/28/1876,"Stanford, Kentucky",-84.66189,37.53119,Stanford,KY,1876,seq-2,https://articleextractor.org/pages/8643/kyu_albatross_ver01/sn84038328/1876/07/28/ed-1/seq-2/1,no city listed,KY,sn84038328,-84.2700179,37.8393332,30,Y,1870,Kentucky,South,Border,53,8643
14045_0,Chicago daily tribune,"DeKalb, MS",5/14/1877,"Chicago, Illinois",-87.6298,41.878114,Chicago,IL,1877,seq-2,https://articleextractor.org/pages/14045/dlc_jefferson_ver02/sn84031492/1877/05/14/ed-1/seq-2/1,DeKalb,MS,sn84031492,-88.6508784,32.7676329,633,N,1870,Illinois,Midwest,Not_Border,1394,14045
8562_0,The Wheeling daily intelligencer,"Oxford, OH",9/4/1877,"Wheeling, West Virginia",-80.72092,40.063962,Wheeling,WV,1877,seq-1,https://articleextractor.org/pages/8562/wvu_denmark_ver01/sn84026844/1877/09/04/ed-1/seq-1/1,Oxford,OH,sn84026844,-84.74523099999999,39.5069974,217,N,1870,West Virginia,South,Border,464,8562
8578_0,The New Orleans daily Democrat,"Johnsonville, MS",3/28/1877,"New Orleans, Louisiana",-90.07153,29.951066,New Orleans,LA,1877,seq-2,https://articleextractor.org/pages/8578/lu_nejat_ver01/sn83026413/1877/03/28/ed-1/seq-2/1,Johnsonville,MS,sn83026413,-90.5953679,33.4195635,242,N,1870,Louisiana,South,Not_Border,254,8578
8630_0,The Superior times,"Columbia, TN",12/15/1877,"Superior, Wisconsin",-92.10408,46.720774,Superior,WI,1877,seq-2,https://articleextractor.org/pages/8630/whi_florence_ver01/sn85040344/1877/12/15/ed-1/seq-2/1,Columbia,TN,sn85040344,-87.0352831,35.6150716,812,N,1870,Wisconsin,Midwest,Not_Border,45,8630
16857_0,The Louisiana Democrat,"Pittsburgh, PA",8/1/1877,"Alexandria, Louisiana",-92.44514,31.311294,Alexandria,LA,1877,seq-3,https://articleextractor.org/pages/16857/lu_beast_ver01/sn82003389/1877/08/01/ed-1/seq-3/1,Pittsburgh,PA,sn82003389,-79.9958864,40.44062479999999,939,N,1870,Louisiana,South,Not_Border,34,16857
14231_0,Chicago daily tribune,"Ansonia, CT",10/14/1878,"Chicago, Illinois",-87.6298,41.878114,Chicago,IL,1878,seq-4,https://articleextractor.org/pages/14231/dlc_michigan_ver01/sn84031492/1878/10/14/ed-1/seq-4/1,Ansonia,CT,sn84031492,-73.07899689999999,41.34620779999999,753,N,1870,Illinois,Midwest,Not_Border,291,14231
8685_0,The Emporia news,"Nebraska City, NE",12/13/1878,"Emporia, Kansas",-96.18166,38.403903,Emporia,KS,1878,seq-2,https://articleextractor.org/pages/8685/khi_brown_ver01/sn82016419/1878/12/13/ed-1/seq-2/1,Nebraska City,NE,sn82016419,-95.8593616,40.6765745,158,N,1870,Kansas,Midwest,Not_Border,79,8685
17510_0,South Branch intelligencer,"Rockingham County, VA",4/5/1878,"Romney, West Virginia",-78.75668,39.342043,Romney,WV,1878,seq-2,https://articleextractor.org/pages/17510/wvu_laird_ver01/sn84026826/1878/04/05/ed-1/seq-2/1,Rockingham County,VA,sn84026826,-78.8835548,38.5825919,53,N,1870,West Virginia,South,Border,44,17510
17510_2,South Branch intelligencer,"East Rockingham, NC",4/5/1878,"Romney, West Virginia",-78.75668,39.342043,Romney,WV,1878,seq-2,https://articleextractor.org/pages/17510/wvu_laird_ver01/sn84026826/1878/04/05/ed-1/seq-2/1,East Rockingham,NC,sn84026826,-79.7568107,34.9079491,312,N,1870,West Virginia,South,Border,64,17510
17510_1,South Branch intelligencer,"Wetzel County, WV",4/5/1878,"Romney, West Virginia",-78.75668,39.342043,Romney,WV,1878,seq-2,https://articleextractor.org/pages/17510/wvu_laird_ver01/sn84026826/1878/04/05/ed-1/seq-2/1,Wetzel County,WV,sn84026826,-80.6770787,39.5655978,104,Y,1870,West Virginia,South,Border,221,17510
8561_0,San Marcos free press,"Vine Grove, KY",7/20/1878,"San Marcos, Texas",-97.94139,29.883275,San Marcos,TX,1878,seq-2,https://articleextractor.org/pages/8561/txdn_ferrari_ver02/sn86088181/1878/07/20/ed-1/seq-2/1,Vine Grove,KY,sn86088181,-85.98135239999999,37.8100674,878,N,1870,Texas,South,Not_Border,24,8561
8565_0,The weekly Arizona miner,"Sandusky, OH",9/6/1878,"Prescott, Arizona",-112.4685,34.540024,Prescott,AZ,1878,seq-2,https://articleextractor.org/pages/8565/az_apachetrout_ver01/sn82014897/1878/09/06/ed-1/seq-2/1,Sandusky,OH,sn82014897,-82.71168209999999,41.4561754,1682,N,1870,Arizona,West,Not_Border,24,8565
8408_0,The New York herald,"Coal County, WV",7/10/1879,"New York , New York",-74.00597,40.712775,New York,NY,1879,seq-7,https://articleextractor.org/pages/8408/dlc_crowfoot_ver01/sn83030313/1879/07/10/ed-1/seq-7/1,Coal County,WV,sn83030313,-81.2103776,37.6790041,439,N,1870,New York,Northeast,Not_Border,723,8408
8582_0,Chicago daily tribune,"Spartanburg, SC",6/20/1879,"Chicago, Illinois",-87.6298,41.878114,Chicago,IL,1879,seq-6,https://articleextractor.org/pages/8582/dlc_pulaski_ver01/sn84031492/1879/06/20/ed-1/seq-6/1,Spartanburg,SC,sn84031492,-81.9320482,34.9495672,570,N,1870,Illinois,Midwest,Not_Border,204,8582
14698_0,The Kenosha telegraph,"Fort Robinson, NE",8/7/1879,"Kenosha, Wisconsin",-87.82118,42.584742,Kenosha,WI,1879,seq-6,https://articleextractor.org/pages/14698/whi_engledinger_ver02/sn85033123/1879/08/07/ed-1/seq-6/1,Fort Robinson,NE,sn85033123,-103.4666534,42.6684586,795,N,1870,Wisconsin,Midwest,Not_Border,104,14698
8556_0,NA,"Luray, MO",11/13/1879,"NA, Tennessee",-86.58045,35.517491,NA,TN,1879,seq-2,https://articleextractor.org/pages/8556/tu_isaac_ver01/sn86053488/1879/11/13/ed-1/seq-2/1,Luray,MO,sn86053488,-91.8818374,40.4530932,447,N,1870,Tennessee,South,Not_Border,80,8556
13778_0,The Cheyenne daily leader,"Wrightsville, IL",2/6/1879,"Cheyenne, Wyoming",-104.82025,41.139981,Cheyenne,WY,1879,seq-1,https://articleextractor.org/pages/13778/wyu_baggs_ver01/sn84022149/1879/02/06/ed-1/seq-1/1,Wrightsville,IL,sn84022149,-89.3985283,40.6331249,806,N,1870,Wyoming,West,Not_Border,63,13778
14474_0,Wheeling register,"Waco, TX",7/26/1879,"Wheeling, West Virginia",-80.72092,40.063962,Wheeling,WV,1879,seq-1,https://articleextractor.org/pages/14474/wvu_nova_ver02/sn86092518/1879/07/26/ed-1/seq-1/1,Waco,TX,sn86092518,-97.1466695,31.549333,1091,N,1870,West Virginia,South,Border,63,14474
8532_0,Knoxville daily chronicle,"Frederick, MD",4/22/1879,"Knoxville, Tennessee",-83.92074,35.960638,Knoxville,TN,1879,seq-1,https://articleextractor.org/pages/8532/tu_jimmy_ver02/sn85033437/1879/04/22/ed-1/seq-1/1,Frederick,MD,sn85033437,-77.4105409,39.41426879999999,429,N,1870,Tennessee,South,Not_Border,31,8532
14046_0,The daily gazette,"Richmond, TN",7/19/1879,"Wilmington, Delaware",-75.54839,39.744655,Wilmington,DE,1879,seq-2,https://articleextractor.org/pages/14046/deu_accio_ver01/sn82014805/1879/07/19/ed-1/seq-2/1,Richmond,TN,sn82014805,-86.59194029999999,35.3856308,676,N,1870,Delaware,South,Border,28,14046
8535_0,The Lake Charles echo,"Clarendon County, SC",12/18/1880,"Lake Charles, Louisiana",-93.21738,30.226595,Lake Charles,LA,1880,seq-2,https://articleextractor.org/pages/8535/lu_lapras_ver01/sn86053696/1880/12/18/ed-1/seq-2/1,Clarendon County,SC,sn86053696,-80.1875065,33.6734243,800,N,1880,Louisiana,South,Not_Border,660,8535
8860_0,Montgomery County sentinel,"Montgomery County, MD",1/30/1880,"Rockville, Maryland",-77.15276,39.083997,Rockville,MD,1880,seq-3,https://articleextractor.org/pages/8860/mdu_fireweed_ver01/sn83016209/1880/01/30/ed-1/seq-3/1,Montgomery County,MD,sn83016209,-77.2405153,39.1547426,7,Y,1880,Maryland,South,Border,591,8860
8860,Montgomery County sentinel,"Anne Arundel County, MD",1/30/1880,"Rockville, Maryland",-77.15276,39.083997,Rockville,MD,1880,seq-3,https://articleextractor.org/pages/8860/mdu_fireweed_ver01/sn83016209/1880/01/30/ed-1/seq-3/1,Anne Arundel County,MD,sn83016209,-76.5488232,38.9530109,34,Y,1880,Maryland,South,Border,NA,NA
8860,Montgomery County sentinel,"Prince George's County, MD",1/30/1880,"Rockville, Maryland",-77.15276,39.083997,Rockville,MD,1880,seq-3,https://articleextractor.org/pages/8860/mdu_fireweed_ver01/sn83016209/1880/01/30/ed-1/seq-3/1,Prince George's County,MD,sn83016209,-76.8720961,38.78492110000001,26,Y,1880,Maryland,South,Border,NA,NA
17493_0,Delaware state journal,"Nashville, TN",9/23/1880,"Wilmington, Delaware",-75.54839,39.744655,Wilmington,DE,1880,seq-1,https://articleextractor.org/pages/17493/deu_jinx_ver01/sn84026836/1880/09/23/ed-1/seq-1/1,Nashville,TN,sn84026836,-86.7816016,36.1626638,660,N,1880,Delaware,South,Border,501,17493
16858_0,The Louisiana Democrat,"Pineville, LA",10/13/1880,"Alexandria, Louisiana",-92.44514,31.311294,Alexandria,LA,1880,seq-2,https://articleextractor.org/pages/16858/lu_beast_ver01/sn82003389/1880/10/13/ed-1/seq-2/1,Pineville,LA,sn82003389,-92.4343035,31.3224044,1,Y,1880,Louisiana,South,Not_Border,152,16858
8536_0,Morning journal and courier,"Honeyville, VA",3/23/1880,"New Haven , Connecticut",-72.92788,41.308274,New Haven,CT,1880,seq-3,https://articleextractor.org/pages/8536/ct_elm_ver01/sn82015483/1880/03/23/ed-1/seq-3/1,Honeyville,VA,sn82015483,-78.5622343,38.5787328,353,N,1880,Connecticut,Northeast,Not_Border,103,8536
16871_0,Sacramento daily record-union,"Mays Lick, KY",8/6/1880,"Sacramento , California",-121.4944,38.581572,Sacramento,CA,1880,seq-2,https://articleextractor.org/pages/16871/curiv_lytton_ver01/sn82014381/1880/08/06/ed-1/seq-2/2,Mays Lick,KY,sn82014381,-83.84186650000001,38.51757569999999,2022,N,1880,California,West,Not_Border,102,16871
13789_0,The Kenosha telegraph,"Brazil, IN",12/17/1880,"Kenosha, Wisconsin",-87.82118,42.584742,Kenosha,WI,1880,seq-1,https://articleextractor.org/pages/13789/whi_engledinger_ver02/sn85033123/1880/12/17/ed-1/seq-1/1,Brazil,IN,sn85033123,-87.1250154,39.523652,215,N,1880,Wisconsin,Midwest,Not_Border,38,13789
13789_1,The Kenosha telegraph,"Clarenden County, SC",12/17/1880,"Kenosha, Wisconsin",-87.82118,42.584742,Kenosha,WI,1880,seq-1,https://articleextractor.org/pages/13789/whi_engledinger_ver02/sn85033123/1880/12/17/ed-1/seq-1/1,Clarenden County,SC,sn85033123,-80.1875065,33.6734243,743,N,1880,Wisconsin,Midwest,Not_Border,21,13789
14697,The Kenosha telegraph,"Winchester, IL",3/25/1880,"Kenosha, Wisconsin",-87.82118,42.584742,Kenosha,WI,1880,seq-6,https://articleextractor.org/pages/14697/whi_engledinger_ver02/sn85033123/1880/03/25/ed-1/seq-6/1,Winchester,IL,sn85033123,-90.4562355,39.62976889999999,246,N,1880,Wisconsin,Midwest,Not_Border,NA,NA
14697,The Kenosha telegraph,"Alma, CO",3/25/1880,"Kenosha, Wisconsin",-87.82118,42.584742,Kenosha,WI,1880,seq-6,https://articleextractor.org/pages/14697/whi_engledinger_ver02/sn85033123/1880/03/25/ed-1/seq-6/1,Alma,CO,sn85033123,-106.0627967,39.2838783,978,N,1880,Wisconsin,Midwest,Not_Border,NA,NA
14697_0,The Kenosha telegraph,"Page County, VA",3/25/1880,"Kenosha, Wisconsin",-87.82118,42.584742,Kenosha,WI,1880,seq-6,https://articleextractor.org/pages/14697/whi_engledinger_ver02/sn85033123/1880/03/25/ed-1/seq-6/1,Page County,VA,sn85033123,-78.52065,38.63013309999999,559,N,1880,Wisconsin,Midwest,Not_Border,15,14697
14572_0,Martinsburg independent,"Eaton, PA",2/26/1881,"Martinsburg, West Virginia",-77.96389,39.45621,Martinsburg,WV,1881,seq-3,https://articleextractor.org/pages/14572/wvu_casper_ver01/sn84038206/1881/02/26/ed-1/seq-3/1,Eaton,PA,sn84038206,-75.96954649999999,41.5114731,177,N,1880,West Virginia,South,Border,205,14572
14362_0,The daily gazette,"NA, NA",5/5/1881,"Wilmington, Delaware",-75.54839,39.744655,Wilmington,DE,1881,seq-4,https://articleextractor.org/pages/14362/deu_bombarda_ver01/sn82014805/1881/05/05/ed-1/seq-4/1,NA,NA,sn82014805,NA,NA,NA,N,1880,Delaware,South,Border,178,14362
9689_0,Savannah morning news,"none, CO",3/7/1881,"Savannah), Georgia",-81.0912,32.080899,Savannah),GA,1881,seq-2,https://articleextractor.org/pages/9689/gu_ace_ver02/sn82015137/1881/03/07/ed-1/seq-2/1,none,CO,sn82015137,-104.7808024,40.7035916,1442,N,1880,Georgia,South,Not_Border,172,9689
14489_0,Wheeling register,"Burke County, GA",2/2/1881,"Wheeling, West Virginia",-80.72092,40.063962,Wheeling,WV,1881,seq-1,https://articleextractor.org/pages/14489/wvu_nova_ver02/sn86092518/1881/02/02/ed-1/seq-1/2,Burke County,GA,sn86092518,-81.9534815,33.088805,487,N,1880,West Virginia,South,Border,160,14489
14535_0,The Wheeling daily intelligencer,"Gongola, IL",9/5/1881,"Wheeling, West Virginia",-80.72092,40.063962,Wheeling,WV,1881,seq-1,https://articleextractor.org/pages/14535/wvu_france_ver01/sn84026844/1881/09/05/ed-1/seq-1/1,Gongola,IL,sn84026844,NA,NA,NA,N,1880,West Virginia,South,Border,80,14535
17476_0,Daily Republican,"NA, NA",9/5/1881,", Delaware",-75.52767,38.910832,NA,DE,1881,seq-1,https://articleextractor.org/pages/17476/deu_glisseo_ver01/sn84038114/1881/09/05/ed-1/seq-1/1,NA,NA,sn84038114,NA,NA,NA,N,1880,Delaware,South,Border,58,17476
9686_0,Brenham weekly banner,"Augusta, AR",2/10/1881,"Brenham, Texas",-96.39774,30.166883,Brenham,TX,1881,seq-1,https://articleextractor.org/pages/9686/txdn_argentina_ver01/sn86089443/1881/02/10/ed-1/seq-1/1,Augusta,AR,sn86089443,-91.3618239,35.2823375,459,N,1880,Texas,South,Not_Border,56,9686
9686_1,Brenham weekly banner,"San Angelo, TX",2/10/1881,"Brenham, Texas",-96.39774,30.166883,Brenham,TX,1881,seq-1,https://articleextractor.org/pages/9686/txdn_argentina_ver01/sn86089443/1881/02/10/ed-1/seq-1/1,San Angelo,TX,sn86089443,-100.4370375,31.4637723,256,Y,1880,Texas,South,Not_Border,38,9686
9686_0,Brenham weekly banner,"Fort Concho, AR",2/10/1881,"Brenham, Texas",-96.39774,30.166883,Brenham,TX,1881,seq-1,https://articleextractor.org/pages/9686/txdn_argentina_ver01/sn86089443/1881/02/10/ed-1/seq-1/1,Fort Concho,AR,sn86089443,-100.4312343,31.4547729,256,N,1880,Texas,South,Not_Border,56,9686
14616_0,Mineral Point tribune.,"Hot Springs, AR",9/15/1881,"Mineral Point, Wisconsin",-90.17985,42.859997,Mineral Point,WI,1881,seq-2,https://articleextractor.org/pages/14616/whi_jane_ver01/sn86086770/1881/09/15/ed-1/seq-2/1,Hot Springs,AR,sn86086770,-93.0546003,34.5077615,598,N,1880,Wisconsin,Midwest,Not_Border,53,14616
14616,Mineral Point tribune.,"Danville, AR",9/15/1881,"Mineral Point, Wisconsin",-90.17985,42.859997,Mineral Point,WI,1881,seq-2,https://articleextractor.org/pages/14616/whi_jane_ver01/sn86086770/1881/09/15/ed-1/seq-2/1,Danville,AR,sn86086770,-93.3933892,35.0543675,567,N,1880,Wisconsin,Midwest,Not_Border,NA,NA
14616_1,Mineral Point tribune.,"Silverton, CO",9/15/1881,"Mineral Point, Wisconsin",-90.17985,42.859997,Mineral Point,WI,1881,seq-2,https://articleextractor.org/pages/14616/whi_jane_ver01/sn86086770/1881/09/15/ed-1/seq-2/1,Silverton,CO,sn86086770,-107.6645057,37.811941,984,N,1880,Wisconsin,Midwest,Not_Border,44,14616
8581_0,Knoxville daily chronicle,"Des Arc, AR",7/14/1881,"Knoxville, Tennessee",-83.92074,35.960638,Knoxville,TN,1881,seq-1,https://articleextractor.org/pages/8581/tu_kay_ver01/sn85033437/1881/07/14/ed-1/seq-1/1,Des Arc,AR,sn85033437,-91.4976655,34.9769845,432,N,1880,Tennessee,South,Not_Border,50,8581
14031_1,Savannah morning news,"Rogerville, TN",6/17/1881,"Savannah), Georgia",-81.0912,32.080899,Savannah),GA,1881,seq-1,https://articleextractor.org/pages/14031/gu_ace_ver02/sn82015137/1881/06/17/ed-1/seq-1/1,Rogerville,TN,sn82015137,-83.0054423,36.407317,319,N,1880,Georgia,South,Not_Border,125,14031
14031_0,Savannah morning news,"Taos, NM",6/17/1881,"Savannah), Georgia",-81.0912,32.080899,Savannah),GA,1881,seq-1,https://articleextractor.org/pages/14031/gu_ace_ver02/sn82015137/1881/06/17/ed-1/seq-1/1,Taos,NM,sn82015137,-105.5733788,36.4072134,1427,N,1880,Georgia,South,Not_Border,40,14031
14029_0,Daily Kennebec journal,"Sidney, NE",4/4/1881,"Augusta, Maine",-69.77949,44.310624,Augusta,ME,1881,seq-3,https://articleextractor.org/pages/14029/me_eddington_ver01/sn82014248/1881/04/04/ed-1/seq-3/1,Sidney,NE,sn82014248,-102.9774497,41.1448219,1689,N,1880,Maine,Northeast,Not_Border,37,14029
14030_0,St. Landry democrat.,"St. Louis, MO",8/27/1881,"Opelousas, Louisiana",-92.08151,30.53353,Opelousas,LA,1881,seq-2,https://articleextractor.org/pages/14030/lu_blastoise_ver01/sn88064537/1881/08/27/ed-1/seq-2/1,St. Louis,MO,sn88064537,-90.1994042,38.6270025,570,N,1880,Louisiana,South,Not_Border,22,14030
13793_0,The Iola register,"Evansville, IN",10/20/1882,"Iola, Kansas",-95.39998,37.92448,Iola,KS,1882,seq-2,https://articleextractor.org/pages/13793/khi_dole_ver01/sn83040340/1882/10/20/ed-1/seq-2/1,Evansville,IN,sn83040340,-87.5710898,37.9715592,427,N,1880,Kansas,Midwest,Not_Border,1399,13793
13793_1,The Iola register,"Fort Fetterman, WY",10/20/1882,"Iola, Kansas",-95.39998,37.92448,Iola,KS,1882,seq-2,https://articleextractor.org/pages/13793/khi_dole_ver01/sn83040340/1882/10/20/ed-1/seq-2/1,Fort Fetterman,WY,sn83040340,-105.4860448,42.84305670000001,630,N,1880,Kansas,Midwest,Not_Border,1198,13793
13793_2,The Iola register,"Evansville, IN",10/20/1882,"Iola, Kansas",-95.39998,37.92448,Iola,KS,1882,seq-2,https://articleextractor.org/pages/13793/khi_dole_ver01/sn83040340/1882/10/20/ed-1/seq-2/1,Evansville,IN,sn83040340,-87.5710898,37.9715592,427,N,1880,Kansas,Midwest,Not_Border,327,13793
8638_0,Daily globe,"Minneapolis, MN",5/2/1882,"St. Paul, Minnesota",-93.08996,44.953703,St. Paul,MN,1882,seq-2,https://articleextractor.org/pages/8638/mnhi_anoka_ver02/sn83025287/1882/05/02/ed-1/seq-2/1,Minneapolis,MN,sn83025287,-93.2650108,44.977753,9,Y,1880,Minnesota,Midwest,Not_Border,511,8638
9685_1,Daily globe,"Lexington, IL",12/28/1882,"St. Paul, Minnesota",-93.08996,44.953703,St. Paul,MN,1882,seq-5,https://articleextractor.org/pages/9685/mnhi_chaska_ver01/sn83025287/1882/12/28/ed-1/seq-5/1,Lexington,IL,sn83025287,-88.7834001,40.6414237,370,N,1880,Minnesota,Midwest,Not_Border,54,9685
9685_2,Daily globe,"Varner, AR",12/28/1882,"St. Paul, Minnesota",-93.08996,44.953703,St. Paul,MN,1882,seq-5,https://articleextractor.org/pages/9685/mnhi_chaska_ver01/sn83025287/1882/12/28/ed-1/seq-5/1,Varner,AR,sn83025287,-91.6188899,34.03833,759,N,1880,Minnesota,Midwest,Not_Border,50,9685
9685_0,Daily globe,"Prineville, OR",12/28/1882,"St. Paul, Minnesota",-93.08996,44.953703,St. Paul,MN,1882,seq-5,https://articleextractor.org/pages/9685/mnhi_chaska_ver01/sn83025287/1882/12/28/ed-1/seq-5/1,Prineville,OR,sn83025287,-120.8344664,44.2998485,1360,N,1880,Minnesota,Midwest,Not_Border,336,9685
9685_0,Daily globe,"Dalles, OR",12/28/1882,"St. Paul, Minnesota",-93.08996,44.953703,St. Paul,MN,1882,seq-5,https://articleextractor.org/pages/9685/mnhi_chaska_ver01/sn83025287/1882/12/28/ed-1/seq-5/1,Dalles,OR,sn83025287,-121.1848433,45.6017716,1361,N,1880,Minnesota,Midwest,Not_Border,336,9685
13795_0,Evening bulletin,"Eastern Kentucky (no specific city), KY",10/27/1882,"Maysville , Kentucky",-83.74437,38.641185,Maysville,KY,1882,seq-2,https://articleextractor.org/pages/13795/kyu_ishtar_ver01/sn86069125/1882/10/27/ed-1/seq-2/1,Eastern Kentucky (no specific city),KY,sn86069125,-82.8067126,37.51647579999999,93,Y,1880,Kentucky,South,Border,328,13795
13792_0,Huntsville gazette,"Chatham, VA",4/8/1882,"Huntsville, Alabama",-86.5861,34.730369,Huntsville,AL,1882,seq-1,https://articleextractor.org/pages/13792/au_inman_ver01/sn84020151/1882/04/08/ed-1/seq-1/1,Chatham,VA,sn84020151,-79.3980806,36.82569429999999,428,N,1880,Alabama,South,Not_Border,93,13792
13792,Huntsville gazette,"Selma, AL",4/8/1882,"Huntsville, Alabama",-86.5861,34.730369,Huntsville,AL,1882,seq-1,https://articleextractor.org/pages/13792/au_inman_ver01/sn84020151/1882/04/08/ed-1/seq-1/1,Selma,AL,sn84020151,-87.02110069999999,32.4073589,163,Y,1880,Alabama,South,Not_Border,NA,NA
13792,Huntsville gazette,"South pueblo, CO",4/8/1882,"Huntsville, Alabama",-86.5861,34.730369,Huntsville,AL,1882,seq-1,https://articleextractor.org/pages/13792/au_inman_ver01/sn84020151/1882/04/08/ed-1/seq-1/1,South pueblo,CO,sn84020151,-104.6400735,38.3130483,1032,N,1880,Alabama,South,Not_Border,NA,NA
17478_0,Daily Republican,"Tampa, FL",3/20/1882,", Delaware",-75.52767,38.910832,NA,DE,1882,seq-1,https://articleextractor.org/pages/17478/deu_glisseo_ver01/sn84038114/1882/03/20/ed-1/seq-1/1,Tampa,FL,sn84038114,-82.45875269999999,27.9516896,856,N,1880,Delaware,South,Border,82,17478
