"","file_id","newspaper_name","lynch_address","date","news_address","news_location_lon","news_location_lat","newspaper_city","newspaper_state_code","year","page","url","city_lynch","state_lynch","sn","lynching.lon","lynching.lat","miles","in_state","decade","Newspaper_State","Newspaper_Region","Border","total_words","file_id_old"
"76","8916_0","The Hickman courier","Montgomery, AL","1/4/1901","Hickman, Kentucky",-89.18618,36.571172,"Hickman","KY",1901,"seq-7","https://articleextractor.org/pages/8916/kyu_kinks_ver01/sn85052141/1901/01/04/ed-1/seq-7/1","Montgomery","AL","sn85052141",-86.3077368,32.3792233,333,"N",1900,"Kentucky","South","Border",923,8916
"77","17703_1","The St. Louis Republic","Birmingham, AL","8/3/1901","St. Louis, Missouri",-90.1994,38.627003,"St. Louis","MO",1901,"seq-5","https://articleextractor.org/pages/17703/mohi_hayden_ver01/sn84020274/1901/08/03/ed-1/seq-5/1","Birmingham","AL","sn84020274",-86.8103567,33.5185892,401,"N",1900,"Missouri","Midwest","Border",63,17703
"78","8882_0",NA,"Troy, AL","9/4/1901","NA, Georgia",-82.90712,32.157435,NA,"GA",1901,"seq-1","https://articleextractor.org/pages/8882/gu_gadget_ver01/sn89053684/1901/09/04/ed-1/seq-1/1","Troy","AL","sn89053684",-85.969951,31.8087678,181,"N",1900,"Georgia","South","Not_Border",218,8882
"79","17685_0","The Daily Ardmoreite","Birmingham, AL","8/27/1901","Ardmore, Oklahoma",-97.14363,34.174261,"Ardmore","OK",1901,"seq-5","https://articleextractor.org/pages/17685/okhi_jackson_ver01/sn85042303/1901/08/27/ed-1/seq-5/1","Birmingham","AL","sn85042303",-86.8103567,33.5185892,595,"N",1900,"Oklahoma","South","Not_Border",93,17685
"80","17661_0","Santa Fe new Mexican","Ashville, AL","8/22/1901","Santa Fe, New Mexico",-105.9378,35.686975,"Santa Fe","NM",1901,"seq-1","https://articleextractor.org/pages/17661/nmu_grimes_ver01/sn84020630/1901/08/22/ed-1/seq-1/1","Ashville","AL","sn84020630",-86.2544223,33.8370433,1124,"N",1900,"New Mexico","West","Not_Border",92,17661
"81","17730_0","Phillipsburg herald","Chestnut Grove, AL","9/7/1901","Phillipsburg, Kansas",-99.32398,39.756121,"Phillipsburg","KS",1901,"seq-1","https://articleextractor.org/pages/17730/khi_curry_ver01/sn85029677/1901/09/07/ed-1/seq-1/2","Chestnut Grove","AL","sn85029677",-85.9135566,31.5971074,940,"N",1900,"Kansas","Midwest","Not_Border",75,17730
"82","18379_0","The Bourbon news","Montgomery, AL","1/1/1901","Paris, Kentucky",-84.25299,38.209799,"Paris","KY",1901,"seq-2","https://articleextractor.org/pages/18379/kyu_one_ver01/sn86069873/1901/01/01/ed-1/seq-2/1","Montgomery","AL","sn86069873",-86.3077368,32.3792233,420,"N",1900,"Kentucky","South","Border",69,18379
"83","17687_0","The Houston daily post","Athens, AL","6/17/1901","Houston, Texas",-95.3698,29.760427,"Houston","TX",1901,"seq-3","https://articleextractor.org/pages/17687/txdn_delta_ver01/sn86071197/1901/06/17/ed-1/seq-3/2","Athens","AL","sn86071197",-86.9716741,34.8028661,602,"N",1900,"Texas","South","Not_Border",49,17687
"84","14675_0","Watertown republican","Leeds, AL","8/10/1901","Watertown, Wisconsin",-88.72899,43.194721,"Watertown","WI",1901,"seq-2","https://articleextractor.org/pages/14675/whi_elizabeth_ver01/sn85033295/1901/08/10/ed-1/seq-2/1","Leeds","AL","sn85033295",-86.5444288,33.5481597,678,"N",1900,"Wisconsin","Midwest","Not_Border",22,14675
"85","14387_0","The Birmingham age-herald","Anniston, AL","11/9/1902","Birmingham, Alabama",-86.81036,33.518589,"Birmingham","AL",1902,"seq-3","https://articleextractor.org/pages/14387/au_capote_ver01/sn85038485/1902/11/09/ed-1/seq-3/1","Anniston","AL","sn85038485",-85.8316318,33.6598257,57,"Y",1900,"Alabama","South","Not_Border",1141,14387
"86","8909_0",NA,"Birmingham, AL","1/24/1903","NA, Mississippi",-89.39853,32.354668,NA,"MS",1903,"seq-1","https://articleextractor.org/pages/8909/msar_obsidian_ver01/sn87065600/1903/01/24/ed-1/seq-1/1","Birmingham","AL","sn87065600",-86.8103567,33.5185892,170,"N",1900,"Mississippi","South","Not_Border",436,8909
"87","18146_0","The Salt Lake herald","Scottsboro, AL","7/1/1903","Salt Lake City , Utah",-111.89105,40.760779,"Salt Lake City","UT",1903,"seq-1","https://articleextractor.org/pages/18146/uuml_two_ver01/sn85058130/1903/07/01/ed-1/seq-1/1","Scottsboro","AL","sn85058130",-86.0341463,34.6723069,1470,"N",1900,"Utah","West","Not_Border",36,18146
"88","17774_2","Willmar tribune","Scottsboro, AL","7/4/1903","Willmar, Minnesota",-95.04866,45.122371,"Willmar","MN",1903,"seq-2","https://articleextractor.org/pages/17774/mnhi_edsel_ver01/sn89081022/1903/07/04/ed-1/seq-2/1","Scottsboro","AL","sn89081022",-86.0341463,34.6723069,866,"N",1900,"Minnesota","Midwest","Not_Border",28,17774
"89","17867_1","The Stark County Democrat","Huntsville, AL","9/30/1904","Canton, Ohio",-81.37845,40.798947,"Canton","OH",1904,"seq-8","https://articleextractor.org/pages/17867/ohi_golf_ver04/sn84028490/1904/09/30/ed-1/seq-8/1","Huntsville","AL","sn84028490",-86.5861037,34.7303688,507,"N",1900,"Ohio","Midwest","Not_Border",41,17867
"90","18162_0","The Miller sun.","Huntsville, AL","9/21/1904","Miller, South Dakota",-98.98843,44.518315,"Miller","SD",1904,"seq-2","https://articleextractor.org/pages/18162/sdhi_jicama_ver01/sn98062946/1904/09/21/ed-1/seq-2/1","Huntsville","AL","sn98062946",-86.5861037,34.7303688,944,"N",1900,"South Dakota","Midwest","Not_Border",81,18162
"91","17781_0","The Breckenridge news.","Mobile, AL","8/17/1904","Cloverport, Kentucky",-86.63276,37.83339,"Cloverport","KY",1904,"seq-5","https://articleextractor.org/pages/17781/kyu_liberace_ver01/sn86069309/1904/08/17/ed-1/seq-5/1","Mobile","AL","sn86069309",-88.0398912,30.6953657,500,"N",1900,"Kentucky","South","Border",78,17781
"92","18384_0","Bismarck daily tribune","Huntsville, AL","9/17/1904","Bismarck, North Dakota",-100.78769,46.805495,"Bismarck","ND",1904,"seq-4","https://articleextractor.org/pages/18384/ndhi_cathay_ver01/sn85042242/1904/09/17/ed-1/seq-4/1","Huntsville","AL","sn85042242",-86.5861037,34.7303688,1115,"N",1900,"North Dakota","Midwest","Not_Border",71,18384
"93","18280_0","The weekly Corinthian.","Mobile, AL","8/24/1904","Corinth, Mississippi",-88.52227,34.934255,"Corinth","MS",1904,"seq-5","https://articleextractor.org/pages/18280/msar_karakul_ver02/sn87065046/1904/08/24/ed-1/seq-5/1","Mobile","AL","sn87065046",-88.0398912,30.6953657,295,"N",1900,"Mississippi","South","Not_Border",62,18280
"94","17780_0","The news & observer","Gordo, AL","7/10/1904","Raleigh, North Carolina",-78.63818,35.77959,"Raleigh","NC",1904,"seq-11","https://articleextractor.org/pages/17780/ncu_hamm_ver01/sn85042104/1904/07/10/ed-1/seq-11/1","Gordo","AL","sn85042104",-87.9027962,33.3201178,554,"N",1900,"North Carolina","South","Not_Border",47,17780
"95","17937_0","Deseret evening news","Montgomery, AL","11/1/1904","Great Salt Lake, Utah",-112.47683,41.115791,"Great Salt Lake","UT",1904,"seq-11","https://articleextractor.org/pages/17937/uuml_eleven_ver01/sn83045555/1904/11/01/ed-1/seq-11/1","Montgomery","AL","sn83045555",-86.3077368,32.3792233,1564,"N",1900,"Utah","West","Not_Border",47,17937
"96","18399_0","Free press","Gordo, AL","7/23/1904","Hays, Kansas",-99.32677,38.879178,"Hays","KS",1904,"seq-2","https://articleextractor.org/pages/18399/khi_douglas_ver01/sn84029696/1904/07/23/ed-1/seq-2/1","Gordo","AL","sn84029696",-87.9027962,33.3201178,744,"N",1900,"Kansas","Midwest","Not_Border",40,18399
"97","18282_0","The Donaldsonville chief","Huntsville, AL","9/17/1904","Donaldsonville, Louisiana",-90.99288,30.101032,"Donaldsonville","LA",1904,"seq-1","https://articleextractor.org/pages/18282/lu_bolivar_ver01/sn85034248/1904/09/17/ed-1/seq-1/1","Huntsville","AL","sn85034248",-86.5861037,34.7303688,411,"N",1900,"Louisiana","South","Not_Border",34,18282
"98","18412_0","Democratic messenger","Pine Apple, AL","1/23/1904","Snow Hill, Maryland",-75.3927,38.177063,"Snow Hill","MD",1904,"seq-2","https://articleextractor.org/pages/18412/mdu_denton_ver01/sn84026758/1904/01/23/ed-1/seq-2/1","Pine Apple","AL","sn84026758",-86.9910942,31.872651,788,"N",1900,"Maryland","South","Border",29,18412
"99","16831_0","The Birmingham age-herald","Huntsville, AL","6/7/1905","Birmingham, Alabama",-86.81036,33.518589,"Birmingham","AL",1905,"seq-4","https://articleextractor.org/pages/16831/au_davis_ver01/sn85038485/1905/06/07/ed-1/seq-4/1","Huntsville","AL","sn85038485",-86.5861037,34.7303688,85,"Y",1900,"Alabama","South","Not_Border",81,16831
"100","14011_0","The Havre herald","Mobile, AL","10/5/1906","Havre, Montana",-109.68409,48.549999,"Havre","MT",1906,"seq-8","https://articleextractor.org/pages/14011/mthi_nuthatch_ver01/sn84036162/1906/10/05/ed-1/seq-8/1","Mobile","AL","sn84036162",-88.0398912,30.6953657,1678,"N",1900,"Montana","West","Not_Border",692,14011
"101","17926_0","Watertown weekly leader","Mobile, AL","10/12/1906","Watertown, Wisconsin",-88.72899,43.194721,"Watertown","WI",1906,"seq-6","https://articleextractor.org/pages/17926/whi_elizabeth_ver01/sn85040724/1906/10/12/ed-1/seq-6/1","Mobile","AL","sn85040724",-88.0398912,30.6953657,865,"N",1900,"Wisconsin","Midwest","Not_Border",640,17926
"102","17946_0","Valentine Democrat.","Lucedale, AL","10/25/1906","Valentine, Nebraska",-100.55097,42.872783,"Valentine","NE",1906,"seq-2","https://articleextractor.org/pages/17946/nbu_gering_ver01/sn95069780/1906/10/25/ed-1/seq-2/2","Lucedale","AL","sn95069780",-88.5900235,30.9251869,1056,"N",1900,"Nebraska","Midwest","Not_Border",196,17946
"103","17869_0","The Red Cloud chief","Gadsden, AL","2/16/1906","Red Cloud, Nebraska",-98.51959,40.089005,"Red Cloud","NE",1906,"seq-6","https://articleextractor.org/pages/17869/nbu_dunning_ver01/sn84022835/1906/02/16/ed-1/seq-6/1","Gadsden","AL","sn84022835",-86.0066386,34.014264,807,"N",1900,"Nebraska","Midwest","Not_Border",157,17869
"104","17896_0","The Pensacola journal.","Mobile, AL","10/7/1906","Pensacola, Florida",-87.21692,30.421309,"Pensacola","FL",1906,"seq-3","https://articleextractor.org/pages/17896/fu_twelve_ver01/sn87062268/1906/10/07/ed-1/seq-3/1","Mobile","AL","sn87062268",-88.0398912,30.6953657,53,"N",1900,"Florida","South","Not_Border",85,17896
"105","13862_0","Evening times-Republican","Florence, AL","3/25/1907","Marshalltown, Iowa",-92.90804,42.049467,"Marshalltown","IA",1907,"seq-1","https://articleextractor.org/pages/13862/iahi_estes_ver01/sn85049554/1907/03/25/ed-1/seq-1/1","Florence","AL","sn85049554",-87.677251,34.79981,576,"N",1900,"Iowa","Midwest","Not_Border",192,13862
"106","14768_0","The log cabin Democrat","Montgomery, AL","1/10/1907","Conway, Arkansas",-92.43665,35.091751,"Conway","AR",1907,"seq-3","https://articleextractor.org/pages/14768/arhi_charmander_ver01/sn86090230/1907/01/10/ed-1/seq-3/3","Montgomery","AL","sn86090230",-86.3077368,32.3792233,399,"N",1900,"Arkansas","South","Not_Border",83,14768
"107","14261_0","The Prescott daily news.","Brighton, AL","8/6/1908","Prescott, Arkansas",-93.38098,33.80249,"Prescott","AR",1908,"seq-1","https://articleextractor.org/pages/14261/arhi_gyarados_ver01/sn90050307/1908/08/06/ed-1/seq-1/1","Brighton","AL","sn90050307",-86.9472148,33.4342755,371,"N",1900,"Arkansas","South","Not_Border",196,14261
"108","9631_0",NA,"Dothan, AL","1/22/1908","NA, Nebraska",-99.90181,41.492537,NA,"NE",1908,"seq-9","https://articleextractor.org/pages/9631/nbu_pound_ver01/sn99021999/1908/01/22/ed-1/seq-9/1","Dothan","AL","sn99021999",-85.3904888,31.2232313,1073,"N",1900,"Nebraska","Midwest","Not_Border",139,9631
"109","9669_0","New-York tribune","Dothan, AL","1/21/1908","New York , New York",-74.00597,40.712775,"New York","NY",1908,"seq-1","https://articleextractor.org/pages/9669/dlc_jamaica_ver01/sn83030214/1908/01/21/ed-1/seq-1/1","Dothan","AL","sn83030214",-85.3904888,31.2232313,913,"N",1900,"New York","Northeast","Not_Border",132,9669
"110","9848_0","Los Angeles herald","Birmingham, AL","8/6/1908","Los Angeles , California",-118.24264,34.054908,"Los Angeles","CA",1908,"seq-10","https://articleextractor.org/pages/9848/curiv_quailvalley_ver01/sn85042462/1908/08/06/ed-1/seq-10/2","Birmingham","AL","sn85042462",-86.8103567,33.5185892,1800,"N",1900,"California","West","Not_Border",91,9848
"111","9600_0","The Bossier banner","Birmingham, AL","4/29/1909","Bellevue, Louisiana",-93.52212,32.673202,"Bellevue","LA",1909,"seq-2","https://articleextractor.org/pages/9600/lu_ninetails_ver01/sn85034235/1909/04/29/ed-1/seq-2/1","Birmingham","AL","sn85034235",-86.8103567,33.5185892,393,"N",1900,"Louisiana","South","Not_Border",766,9600
"112","9668_0","The Birmingham age-herald","Mobile, AL","1/24/1909","Birmingham, Alabama",-86.81036,33.518589,"Birmingham","AL",1909,"seq-2","https://articleextractor.org/pages/9668/au_flagg_ver01/sn85038485/1909/01/24/ed-1/seq-2/1","Mobile","AL","sn85038485",-88.0398912,30.6953657,208,"Y",1900,"Alabama","South","Not_Border",443,9668
"113","14680_0","Watertown leader","Magnolia, AL","12/24/1909","Watertown, Wisconsin",-88.72899,43.194721,"Watertown","WI",1909,"seq-6","https://articleextractor.org/pages/14680/whi_elizabeth_ver01/sn85040722/1909/12/24/ed-1/seq-6/1","Magnolia","AL","sn85040722",-87.6680606,32.1357021,767,"N",1900,"Wisconsin","Midwest","Not_Border",429,14680
"114","14345_0","The San Francisco call","Magnolia, AL","12/21/1909","San Francisco , California",-122.41942,37.774929,"San Francisco","CA",1909,"seq-4","https://articleextractor.org/pages/14345/curiv_jenner_ver01/sn85066387/1909/12/21/ed-1/seq-4/1","Magnolia","AL","sn85066387",-87.6680606,32.1357021,1996,"N",1900,"California","West","Not_Border",135,14345
"115","13815_0","The Ogden standard","Anniston, AL","11/24/1909","Ogden City, Utah",-111.97383,41.223,"Ogden City","UT",1909,"seq-6","https://articleextractor.org/pages/13815/uuml_fourteen_ver01/sn85058398/1909/11/24/ed-1/seq-6/1","Anniston","AL","sn85058398",-85.8316318,33.6598257,1521,"N",1900,"Utah","West","Not_Border",79,13815
"116","17705_0","The Salt Lake herald-Republican","Anniston, AL","11/25/1909","Salt Lake City, Utah",-111.89105,40.760779,"Salt Lake City","UT",1909,"seq-6","https://articleextractor.org/pages/17705/uuml_seven_ver01/sn85058140/1909/11/25/ed-1/seq-6/1","Anniston","AL","sn85058140",-85.8316318,33.6598257,1511,"N",1900,"Utah","West","Not_Border",23,17705
"117","8200_0","Tensas gazette","Birmingham, AL","4/30/1909","St. Joseph, Louisiana",-91.23349,31.918368,"St. Joseph","LA",1909,"seq-4","https://articleextractor.org/pages/8200/lu_roulette_ver01/sn87090131/1909/04/30/ed-1/seq-4/1","Birmingham","AL","sn87090131",-86.8103567,33.5185892,280,"N",1900,"Louisiana","South","Not_Border",12,8200
"118","9846_0","The Wheeling intelligencer","Goshen, AL","4/3/1911","Wheeling, West Virginia",-80.72092,40.063962,"Wheeling","WV",1911,"seq-1","https://articleextractor.org/pages/9846/wvu_boreman_ver01/sn86092536/1911/04/03/ed-1/seq-1/2","Goshen","AL","sn86092536",-86.1182882,31.7229352,651,"N",1910,"West Virginia","South","Border",90,9846
"119","9846_0","The Wheeling intelligencer","Montgomery, AL","4/3/1911","Wheeling, West Virginia",-80.72092,40.063962,"Wheeling","WV",1911,"seq-1","https://articleextractor.org/pages/9846/wvu_boreman_ver01/sn86092536/1911/04/03/ed-1/seq-1/2","Montgomery","AL","sn86092536",-86.3077368,32.3792233,616,"N",1910,"West Virginia","South","Border",90,9846
"120","9698_0",NA,"Mobile, AL","5/8/1911","NA, Maryland",-76.64127,39.045755,NA,"MD",1911,"seq-1","https://articleextractor.org/pages/9698/mdu_jacobsen_ver01/sn88065731/1911/05/08/ed-1/seq-1/1","Mobile","AL","sn88065731",-88.0398912,30.6953657,866,"N",1910,"Maryland","South","Border",22,9698
"121","14722_0","The Seattle star","Hill Station, AL","8/6/1912","Seattle, Washington",-122.33285,47.606139,"Seattle","WA",1912,"seq-6","https://articleextractor.org/pages/14722/wa_lacamas_ver01/sn87093407/1912/08/06/ed-1/seq-6/1","Hill Station","AL","sn87093407",-86.902298,32.3182314,2129,"N",1910,"Washington","West","Not_Border",34,14722
"122","18126_0","The daily banner.","NA, AL","12/23/1912","Cambridge, Maryland",-76.07883,38.563174,"Cambridge","MD",1912,"seq-3","https://articleextractor.org/pages/18126/mdu_jacobsen_ver01/sn88065731/1912/12/23/ed-1/seq-3/1",NA,"AL","sn88065731",NA,NA,NA,"N",1910,"Maryland","South","Border",32,18126
"123","17665_0","The Barre daily times.","Mobile, AL","12/10/1912","Barre, Vermont",-72.50205,44.197006,"Barre","VT",1912,"seq-3","https://articleextractor.org/pages/17665/vtu_daikon_ver01/sn91066782/1912/12/10/ed-1/seq-3/1","Mobile","AL","sn91066782",-88.0398912,30.6953657,1261,"N",1910,"Vermont","Northeast","Not_Border",27,17665
"124","14300_0","The Colorado statesman","Elmore County, AL","1/23/1915","Denver, Colorado",-104.99025,39.739236,"Denver","CO",1915,"seq-1","https://articleextractor.org/pages/14300/cohi_hamilton_ver01/sn83025514/1915/01/23/ed-1/seq-1/1","Elmore County","AL","sn83025514",-86.0121573,32.5647083,1167,"N",1910,"Colorado","West","Not_Border",329,14300
"125","13898_1","Wauwatosa news","Mobile, AL","8/13/1915","Wauwatosa, Wisconsin",-88.00759,43.049457,"Wauwatosa","WI",1915,"seq-5","https://articleextractor.org/pages/13898/whi_hodag_ver01/sn86086499/1915/08/13/ed-1/seq-5/1","Mobile","AL","sn86086499",-88.0398912,30.6953657,855,"N",1910,"Wisconsin","Midwest","Not_Border",187,13898
"126","9804_0",NA,"Wetumpka, AL","1/7/1915","NA, South Dakota",-99.90181,43.969515,NA,"SD",1915,"seq-2","https://articleextractor.org/pages/9804/sdhi_kangaroo_ver01/sn99062010/1915/01/07/ed-1/seq-2/1","Wetumpka","AL","sn99062010",-86.2119127,32.5437448,1082,"N",1910,"South Dakota","Midwest","Not_Border",179,9804
"127","16826_0","The Birmingham age-herald","Alaga, AL","12/22/1915","Birmingham, Alabama",-86.81036,33.518589,"Birmingham","AL",1915,"seq-8","https://articleextractor.org/pages/16826/au_ayler_ver01/sn85038485/1915/12/22/ed-1/seq-8/1","Alaga","AL","sn85038485",-85.0724294,31.1262925,194,"Y",1910,"Alabama","South","Not_Border",69,16826
"128","14762","Judsonia weekly advance.","Hope Hull, AL","8/25/1915","Judsonia, Arkansas",-91.63647,35.28303,"Judsonia","AR",1915,"seq-4","https://articleextractor.org/pages/14762/arhi_aerosmith_ver01/sn91050157/1915/08/25/ed-1/seq-4/2","Hope Hull","AL","sn91050157",-86.3567376,32.2695189,368,"N",1910,"Arkansas","South","Not_Border",NA,NA
"129","14255_0","The Sentinel=record.","Andalusa, AL","5/22/1918","Hot Springs, Arkansas",-93.0546,34.507762,"Hot Springs","AR",1918,"seq-1","https://articleextractor.org/pages/14255/arhi_gyarados_ver01/sn89051285/1918/05/22/ed-1/seq-1/1","Andalusa","AL","sn89051285",-86.4832913,31.3085039,441,"N",1910,"Arkansas","South","Not_Border",43,14255
"130","13906_0","The sun","Montgomery, AL","10/1/1919","New York , New York",-74.00597,40.712775,"New York","NY",1919,"seq-8","https://articleextractor.org/pages/13906/nn_pielou_ver01/sn83030431/1919/10/01/ed-1/seq-8/1","Montgomery","AL","sn83030431",-86.3077368,32.3792233,893,"N",1910,"New York","Northeast","Not_Border",238,13906
"131","9820_0","Wauwatosa news","Montgomery, AL","10/3/1919","Wauwatosa, Wisconsin",-88.00759,43.049457,"Wauwatosa","WI",1919,"seq-1","https://articleextractor.org/pages/9820/whi_hodag_ver01/sn86086499/1919/10/03/ed-1/seq-1/1","Montgomery","AL","sn86086499",-86.3077368,32.3792233,744,"N",1910,"Wisconsin","Midwest","Not_Border",56,9820
"132","13943_0","The Cordova daily times","Montgomery, AL","9/30/1919","Cordova, Alaska",-145.75254,60.542409,"Cordova","AK",1919,"seq-1","https://articleextractor.org/pages/13943/ak_finwhale_ver01/sn86072239/1919/09/30/ed-1/seq-1/1","Montgomery","AL","sn86072239",-86.3077368,32.3792233,3276,"N",1910,"Alaska","West","Not_Border",49,13943
"133","8782_0","The Manitowoc pilot","Greenville, AL","10/21/1920","Manitowoc, Wisconsin",-87.65758,44.088606,"Manitowoc","WI",1920,"seq-2","https://articleextractor.org/pages/8782/whi_inez_ver01/sn85033139/1920/10/21/ed-1/seq-2/1","Greenville","AL","sn85033139",-86.6177517,31.8295972,850,"N",1920,"Wisconsin","Midwest","Not_Border",691,8782
"134","16827_0","The Birmingham age-herald","Birmingham, AL","6/23/1920","Birmingham, Alabama",-86.81036,33.518589,"Birmingham","AL",1920,"seq-5","https://articleextractor.org/pages/16827/au_carver_ver01/sn85038485/1920/06/23/ed-1/seq-5/1","Birmingham","AL","sn85038485",-86.8103567,33.5185892,0,"Y",1920,"Alabama","South","Not_Border",266,16827
"135","14605_0","Grant County herald","Greenville, AL","10/20/1920","Lancaster, Wisconsin",-90.71068,42.84749,"Lancaster","WI",1920,"seq-9","https://articleextractor.org/pages/14605/whi_kenyon_ver01/sn85033133/1920/10/20/ed-1/seq-9/1","Greenville","AL","sn85033133",-86.6177517,31.8295972,794,"N",1920,"Wisconsin","Midwest","Not_Border",30,14605
"136","9610_0","The daily worker","none, AL","4/20/1931","Chicago, Illinois",-87.6298,41.878114,"Chicago","IL",1931,"seq-2","https://articleextractor.org/pages/9610/iune_fluorite_ver01/sn84020097/1931/04/20/ed-1/seq-2/1","none","AL","sn84020097",NA,NA,NA,"N",1930,"Illinois","Midwest","Not_Border",718,9610
"137","18232_0","The daily worker","Montgomery County, AL","12/22/1931","Chicago, Illinois",-87.6298,41.878114,"Chicago","IL",1931,"seq-3","https://articleextractor.org/pages/18232/iune_fluorite_ver01/sn84020097/1931/12/22/ed-1/seq-3/1","Montgomery County","AL","sn84020097",-86.1751759,32.2077447,674,"N",1930,"Illinois","Midwest","Not_Border",174,18232
