"","file_id2","newspaper_name","newspaper_state","date","year","month","day","page","edition","mod_id","unnamed_0","file_id","article_id","sn","url","filename","black_press"
"322","8625_0","Abilene weekly reflector (Abilene, Kan.)","Kansas",1896-06-25,1896,6,25,"seq-12","ed-1",1,4525,8625,0,"sn84029386","https://articleextractor.org/pages/8625/khi_lawrence_ver01/sn84029386/6/25/ed-1/seq-12/1","8625_0.txt",NA
"323","8627_0","The daily worker (Chicago, Ill.)","Illinois",1934-11-05,1934,11,5,"seq-5","ed-1",1,3957,8627,0,"sn84020097","https://articleextractor.org/pages/8627/iune_garnet_ver01/sn84020097/11/5/ed-1/seq-5/1","8627_0.txt",NA
"324","8627_1","The daily worker (Chicago, Ill.)","Illinois",1934-11-05,1934,11,5,"seq-5","ed-1",1,3958,8627,1,"sn84020097","https://articleextractor.org/pages/8627/iune_garnet_ver01/sn84020097/11/5/ed-1/seq-5/1","8627_1.txt",NA
"325","8630_0","The Superior times (Superior, Wis.)","Wisconsin",1877-12-15,1877,12,15,"seq-2","ed-1",1,13136,8630,0,"sn85040344","https://articleextractor.org/pages/8630/whi_florence_ver01/sn85040344/12/15/ed-1/seq-2/1","8630_0.txt",NA
"326","8632_0",NA,"Tennessee",1889-09-13,1889,9,13,"seq-1","ed-1",1,11079,8632,0,"sn89058007","https://articleextractor.org/pages/8632/tu_ida_ver01/sn89058007/9/13/ed-1/seq-1/1","8632_0.txt",NA
"327","8632_1",NA,"Tennessee",1889-09-13,1889,9,13,"seq-1","ed-1",1,11080,8632,1,"sn89058007","https://articleextractor.org/pages/8632/tu_ida_ver01/sn89058007/9/13/ed-1/seq-1/1","8632_1.txt",NA
"328","8632_2",NA,"Tennessee",1889-09-13,1889,9,13,"seq-1","ed-1",1,11081,8632,2,"sn89058007","https://articleextractor.org/pages/8632/tu_ida_ver01/sn89058007/9/13/ed-1/seq-1/1","8632_2.txt",NA
"329","8633_0","Helena weekly herald (Helena, Mont.)","Montana",1889-07-25,1889,7,25,"seq-3","ed-1",1,7351,8633,0,"sn84036143","https://articleextractor.org/pages/8633/mthi_leopardfrog_ver01/sn84036143/7/25/ed-1/seq-3/1","8633_0.txt",NA
"330","8633_1","Helena weekly herald (Helena, Mont.)","Montana",1889-07-25,1889,7,25,"seq-3","ed-1",1,7352,8633,1,"sn84036143","https://articleextractor.org/pages/8633/mthi_leopardfrog_ver01/sn84036143/7/25/ed-1/seq-3/1","8633_1.txt",NA
"331","8633_2","Helena weekly herald (Helena, Mont.)","Montana",1889-07-25,1889,7,25,"seq-3","ed-1",1,7353,8633,2,"sn84036143","https://articleextractor.org/pages/8633/mthi_leopardfrog_ver01/sn84036143/7/25/ed-1/seq-3/1","8633_2.txt",NA
"332","8638_0","Daily globe (St. Paul, Minn.)","Minnesota",1882-05-02,1882,5,2,"seq-2","ed-1",1,5568,8638,0,"sn83025287","https://articleextractor.org/pages/8638/mnhi_anoka_ver02/sn83025287/5/2/ed-1/seq-2/1","8638_0.txt",NA
"333","8639_0","The Dallas daily herald (Dallas, Tex.)","Texas",1886-10-28,1886,10,28,"seq-6","ed-1",1,11403,8639,0,"sn83025733","https://articleextractor.org/pages/8639/txdn_eagle_ver01/sn83025733/10/28/ed-1/seq-6/1","8639_0.txt",NA
"334","8641_0","The Stark County Democrat (Canton, Ohio)","Ohio",1886-04-01,1886,4,1,"seq-1","ed-1",1,9877,8641,0,"sn84028490","https://articleextractor.org/pages/8641/ohi_jaques_ver01/sn84028490/4/1/ed-1/seq-1/1","8641_0.txt",NA
"335","8641_1","The Stark County Democrat (Canton, Ohio)","Ohio",1886-04-01,1886,4,1,"seq-1","ed-1",1,9879,8641,1,"sn84028490","https://articleextractor.org/pages/8641/ohi_jaques_ver01/sn84028490/4/1/ed-1/seq-1/1","8641_1.txt",NA
"336","8642_0","The Cincinnati daily star ([Cincinnati, Oh...)","Ohio",1876-04-18,1876,4,18,"seq-3","ed-1",1,9796,8642,0,"sn85025759","https://articleextractor.org/pages/8642/ohi_himilco_ver01/sn85025759/4/18/ed-1/seq-3/1","8642_0.txt",NA
"337","8643_0","The interior journal (Stanford, Ky.) 1872-1881","Kentucky",1876-07-28,1876,7,28,"seq-2","ed-1",1,4637,8643,0,"sn84038328","https://articleextractor.org/pages/8643/kyu_albatross_ver01/sn84038328/7/28/ed-1/seq-2/1","8643_0.txt",NA
"338","8644_0","Morning journal and courier (New Haven [Conn...)","Connecticut",1882-11-14,1882,11,14,"seq-3","ed-1",1,1484,8644,0,"sn82015483","https://articleextractor.org/pages/8644/ct_gum_ver01/sn82015483/11/14/ed-1/seq-3/1","8644_0.txt",NA
"339","8646_0","Mower County transcript (Lansing, Minn.)","Minnesota",1897-01-27,1897,1,27,"seq-2","ed-1",1,6314,8646,0,"sn85025431","https://articleextractor.org/pages/8646/mnhi_rolls_ver01/sn85025431/1/27/ed-1/seq-2/1","8646_0.txt",NA
"340","8647_0",NA,"Idaho",1894-09-18,1894,9,18,"seq-1","ed-1",1,3416,8647,0,"sn88056158","https://articleextractor.org/pages/8647/idhi_james_ver01/sn88056158/9/18/ed-1/seq-1/1","8647_0.txt",NA
"341","8648_0","The Hocking sentinel (Logan, Ohio)","Ohio",1897-12-02,1897,12,2,"seq-2","ed-1",1,9542,8648,0,"sn85038119","https://articleextractor.org/pages/8648/ohi_delta_ver01/sn85038119/12/2/ed-1/seq-2/1","8648_0.txt",NA
"342","8649_0","Waterbury evening Democrat (Waterbury, Conn...)","Connecticut",1894-09-06,1894,9,6,"seq-1","ed-1",1,1496,8649,0,"sn94053256","https://articleextractor.org/pages/8649/ct_gum_ver01/sn94053256/9/6/ed-1/seq-1/1","8649_0.txt",NA
"343","8650_0","Daily public ledger (Maysville, Ky.)","Kentucky",1895-06-06,1895,6,6,"seq-3","ed-1",1,4883,8650,0,"sn86069117","https://articleextractor.org/pages/8650/kyu_gandhi_ver01/sn86069117/6/6/ed-1/seq-3/1","8650_0.txt",NA
"344","8651_0","Belmont chronicle (St. Clairsville...)","Ohio",1894-01-25,1894,1,25,"seq-1","ed-1",1,9685,8651,0,"sn85026241","https://articleextractor.org/pages/8651/ohi_feste_ver01/sn85026241/1/25/ed-1/seq-1/1","8651_0.txt",NA
"345","8651_1","Belmont chronicle (St. Clairsville...)","Ohio",1894-01-25,1894,1,25,"seq-1","ed-1",1,9686,8651,1,"sn85026241","https://articleextractor.org/pages/8651/ohi_feste_ver01/sn85026241/1/25/ed-1/seq-1/1","8651_1.txt",NA
"346","8653_0","The statesman (Denver, Colo.)","Colorado",1906-04-20,1906,4,20,"seq-8","ed-1",1,1145,8653,0,"sn83025516","https://articleextractor.org/pages/8653/cohi_abbeyville_ver01/sn83025516/4/20/ed-1/seq-8/1","8653_0.txt","Y"
"347","8655_0",NA,"Nebraska",1893-05-07,1893,5,7,"seq-8","ed-1",1,7390,8655,0,"sn99021999","https://articleextractor.org/pages/8655/nbu_alliance_ver01/sn99021999/5/7/ed-1/seq-8/1","8655_0.txt",NA
"348","8657_0","Washington standard (Olympia, Wash. ...)","Washington",1906-12-14,1906,12,14,"seq-2","ed-1",1,12944,8657,0,"sn84022770","https://articleextractor.org/pages/8657/wa_kittitas_ver01/sn84022770/12/14/ed-1/seq-2/1","8657_0.txt",NA
"349","8657_1","Washington standard (Olympia, Wash. ...)","Washington",1906-12-14,1906,12,14,"seq-2","ed-1",1,12945,8657,1,"sn84022770","https://articleextractor.org/pages/8657/wa_kittitas_ver01/sn84022770/12/14/ed-1/seq-2/1","8657_1.txt",NA
"350","8663_0","The Wheeling daily intelligencer (Wheeling, W. Va...)","West Virginia",1893-07-29,1893,7,29,"seq-4","ed-1",1,13456,8663,0,"sn84026844","https://articleextractor.org/pages/8663/wvu_france_ver01/sn84026844/7/29/ed-1/seq-4/1","8663_0.txt",NA
"351","8664_0","The Seattle star (Seattle, Wash.)","Washington",1906-09-24,1906,9,24,"seq-7","ed-1",1,12914,8664,0,"sn87093407","https://articleextractor.org/pages/8664/wa_indianplum_ver02/sn87093407/9/24/ed-1/seq-7/1","8664_0.txt",NA
"352","8665_0","Evening journal (Wilmington, Del...)","Delaware",1895-04-22,1895,4,22,"seq-2","ed-1",1,1827,8665,0,"sn85042354","https://articleextractor.org/pages/8665/deu_arden_ver01/sn85042354/4/22/ed-1/seq-2/1","8665_0.txt",NA
"353","8668_0","Fisherman & farmer (Edenton, N.C.)","North Carolina",1891-04-03,1891,4,3,"seq-6","ed-1",1,7988,8668,0,"sn91068084","https://articleextractor.org/pages/8668/ncu_elk_ver01/sn91068084/4/3/ed-1/seq-6/1","8668_0.txt",NA
"354","8669_0","The Washington bee (Washington, D.C...)","District of Columbia",1892-07-09,1892,7,9,"seq-2","ed-1",1,2181,8669,0,"sn84025891","https://articleextractor.org/pages/8669/dlc_harry_ver01/sn84025891/7/9/ed-1/seq-2/1","8669_0.txt","Y"
"355","8669_1","The Washington bee (Washington, D.C...)","District of Columbia",1892-07-09,1892,7,9,"seq-2","ed-1",1,2182,8669,1,"sn84025891","https://articleextractor.org/pages/8669/dlc_harry_ver01/sn84025891/7/9/ed-1/seq-2/1","8669_1.txt","Y"
"356","8669_2","The Washington bee (Washington, D.C...)","District of Columbia",1892-07-09,1892,7,9,"seq-2","ed-1",1,2183,8669,2,"sn84025891","https://articleextractor.org/pages/8669/dlc_harry_ver01/sn84025891/7/9/ed-1/seq-2/1","8669_2.txt","Y"
"357","8669_3","The Washington bee (Washington, D.C...)","District of Columbia",1892-07-09,1892,7,9,"seq-2","ed-1",1,2184,8669,3,"sn84025891","https://articleextractor.org/pages/8669/dlc_harry_ver01/sn84025891/7/9/ed-1/seq-2/1","8669_3.txt","Y"
"358","8669_4","The Washington bee (Washington, D.C...)","District of Columbia",1892-07-09,1892,7,9,"seq-2","ed-1",1,2185,8669,4,"sn84025891","https://articleextractor.org/pages/8669/dlc_harry_ver01/sn84025891/7/9/ed-1/seq-2/1","8669_4.txt","Y"
"359","8669_5","The Washington bee (Washington, D.C...)","District of Columbia",1892-07-09,1892,7,9,"seq-2","ed-1",1,2186,8669,5,"sn84025891","https://articleextractor.org/pages/8669/dlc_harry_ver01/sn84025891/7/9/ed-1/seq-2/1","8669_5.txt","Y"
"360","8670_0","The Seattle post-intelligencer (Seattle, Wash. ...)","Washington",1893-10-22,1893,10,22,"seq-4","ed-1",1,12822,8670,0,"sn83045604","https://articleextractor.org/pages/8670/wa_forks_ver01/sn83045604/10/22/ed-1/seq-4/1","8670_0.txt",NA
"361","8671_0",NA,"Michigan",1891-06-09,1891,6,9,"seq-1","ed-1",1,5355,8671,0,"sn98066392","https://articleextractor.org/pages/8671/mimtptc_adrian_ver01/sn98066392/6/9/ed-1/seq-1/1","8671_0.txt",NA
"362","8673_0","The morning news (Savannah, Ga.)","Georgia",1894-10-27,1894,10,27,"seq-1","ed-1",1,2668,8673,0,"sn86063034","https://articleextractor.org/pages/8673/gu_drew_ver02/sn86063034/10/27/ed-1/seq-1/1","8673_0.txt",NA
"363","8673_1","The morning news (Savannah, Ga.)","Georgia",1894-10-27,1894,10,27,"seq-1","ed-1",1,2669,8673,1,"sn86063034","https://articleextractor.org/pages/8673/gu_drew_ver02/sn86063034/10/27/ed-1/seq-1/1","8673_1.txt",NA
"364","8676_0","Saint Mary's beacon (Leonard Town, M...)","Maryland",1894-03-01,1894,3,1,"seq-2","ed-1",1,5142,8676,0,"sn82006687","https://articleextractor.org/pages/8676/mdu_cain_ver02/sn82006687/3/1/ed-1/seq-2/1","8676_0.txt",NA
"365","8677_0",NA,"Minnesota",1894-11-23,1894,11,23,"seq-1","ed-1",1,6167,8677,0,"sn89064526","https://articleextractor.org/pages/8677/mnhi_neon_ver01/sn89064526/11/23/ed-1/seq-1/1","8677_0.txt",NA
"366","8679_0","The evening world (New York, N.Y.)","New York",1894-04-21,1894,4,21,"seq-4","ed-3",1,9149,8679,0,"sn83030193","https://articleextractor.org/pages/8679/nn_joyce_ver01/sn83030193/4/21/ed-3/seq-4/1","8679_0.txt",NA
"367","8683_0","Iowa state bystander (Des Moines, Iow...)","Iowa",1894-10-26,1894,10,26,"seq-1","ed-1",1,2894,8683,0,"sn83025186","https://articleextractor.org/pages/8683/iahi_ames_ver01/sn83025186/10/26/ed-1/seq-1/1","8683_0.txt","Y"
"368","8683_1","Iowa state bystander (Des Moines, Iow...)","Iowa",1894-10-26,1894,10,26,"seq-1","ed-1",1,2892,8683,1,"sn83025186","https://articleextractor.org/pages/8683/iahi_ames_ver01/sn83025186/10/26/ed-1/seq-1/1","8683_1.txt","Y"
"369","8683_2","Iowa state bystander (Des Moines, Iow...)","Iowa",1894-10-26,1894,10,26,"seq-1","ed-1",1,2893,8683,2,"sn83025186","https://articleextractor.org/pages/8683/iahi_ames_ver01/sn83025186/10/26/ed-1/seq-1/1","8683_2.txt","Y"
"370","8685_0","The Emporia news (Emporia, Kan.)","Kansas",1878-12-13,1878,12,13,"seq-2","ed-1",1,4116,8685,0,"sn82016419","https://articleextractor.org/pages/8685/khi_brown_ver01/sn82016419/12/13/ed-1/seq-2/1","8685_0.txt",NA
"371","8688_0","Daily public ledger (Maysville, Ky.)","Kentucky",1898-11-28,1898,11,28,"seq-4","ed-1",1,4895,8688,0,"sn86069117","https://articleextractor.org/pages/8688/kyu_gandhi_ver01/sn86069117/11/28/ed-1/seq-4/1","8688_0.txt",NA
"372","8691_0","The Hope pioneer (Hope, N.D.)","North Dakota",1899-03-30,1899,3,30,"seq-2","ed-1",1,8478,8691,0,"sn87096037","https://articleextractor.org/pages/8691/ndhi_argon_ver01/sn87096037/3/30/ed-1/seq-2/1","8691_0.txt",NA
"373","8697_0","The St. Louis Republic (St. Louis, Mo.)","Missouri",1900-03-27,1900,3,27,"seq-3","ed-1",1,6683,8697,0,"sn84020274","https://articleextractor.org/pages/8697/mohi_kersee_ver01/sn84020274/3/27/ed-1/seq-3/1","8697_0.txt",NA
"374","8700_0","The St. Louis Republic (St. Louis, Mo.)","Missouri",1900-01-03,1900,1,3,"seq-7","ed-1",1,6525,8700,0,"sn84020274","https://articleextractor.org/pages/8700/mohi_gaines_ver01/sn84020274/1/3/ed-1/seq-7/1","8700_0.txt",NA
"375","8702_0","Casper daily tribune (Casper, Wyo.)","Wyoming",1922-05-26,1922,5,26,"seq-12","ed-1",1,13690,8702,0,"sn86072160","https://articleextractor.org/pages/8702/wyu_greybull_ver01/sn86072160/5/26/ed-1/seq-12/1","8702_0.txt",NA
"376","8703_0","The progressive farmer (Winston, N.C.)","North Carolina",1901-09-10,1901,9,10,"seq-3","ed-1",1,8311,8703,0,"sn92073049","https://articleextractor.org/pages/8703/ncu_johns_ver01/sn92073049/9/10/ed-1/seq-3/1","8703_0.txt",NA
"377","8704_0","The times (Washington [D.C...)","District of Columbia",1899-07-28,1899,7,28,"seq-1","ed-1",1,2118,8704,0,"sn85054468","https://articleextractor.org/pages/8704/dlc_franklin_ver01/sn85054468/7/28/ed-1/seq-1/1","8704_0.txt",NA
"378","8707_0",NA,"Kentucky",1901-08-22,1901,8,22,"seq-4","ed-1",1,4739,8707,0,"sn86069201","https://articleextractor.org/pages/8707/kyu_charo_ver01/sn86069201/8/22/ed-1/seq-4/1","8707_0.txt",NA
"379","8709_0","Eureka weekly sentinel (Eureka, Nev.)","Nevada",1901-06-29,1901,6,29,"seq-1","ed-1",1,9324,8709,0,"sn86076200","https://articleextractor.org/pages/8709/nvln_quartz_ver01/sn86076200/6/29/ed-1/seq-1/1","8709_0.txt",NA
"380","8710_0",NA,"Mississippi",1901-02-14,1901,2,14,"seq-4","ed-1",1,7127,8710,0,"sn87065046","https://articleextractor.org/pages/8710/msar_karakul_ver02/sn87065046/2/14/ed-1/seq-4/1","8710_0.txt",NA
"381","8711_0","The San Francisco call (San Francisco [...)","California",1901-06-08,1901,6,8,"seq-1","ed-1",1,1609,8711,0,"sn85066387","https://articleextractor.org/pages/8711/curiv_brea_ver01/sn85066387/6/8/ed-1/seq-1/1","8711_0.txt",NA
"382","8714_0","The San Francisco call (San Francisco [...)","California",1897-07-11,1897,7,11,"seq-4","ed-1",2,1666,8714,0,"sn85066387","https://articleextractor.org/pages/8714/curiv_fredsplace_ver01/sn85066387/7/11/ed-1/seq-4/2","8714_0.txt",NA
"383","8715_0","Daily Yellowstone journal (Miles City, Mon...)","Montana",1887-04-07,1887,4,7,"seq-1","ed-1",1,7231,8715,0,"sn86075021","https://articleextractor.org/pages/8715/mthi_bobcat_ver02/sn86075021/4/7/ed-1/seq-1/1","8715_0.txt",NA
"384","8716_0","The Indianapolis journal (Indianapolis [I...)","Indiana",1887-03-04,1887,3,4,"seq-4","ed-1",1,3595,8716,0,"sn82015679","https://articleextractor.org/pages/8716/in_indianapolisolympians_ver02/sn82015679/3/4/ed-1/seq-4/1","8716_0.txt",NA
"385","8717_0","Huntsville gazette (Huntsville, Ala...)","Alabama",1887-03-12,1887,3,12,"seq-1","ed-1",1,896,8717,0,"sn84020151","https://articleextractor.org/pages/8717/au_inman_ver01/sn84020151/3/12/ed-1/seq-1/1","8717_0.txt","Y"
"386","8717_1","Huntsville gazette (Huntsville, Ala...)","Alabama",1887-03-12,1887,3,12,"seq-1","ed-1",1,898,8717,1,"sn84020151","https://articleextractor.org/pages/8717/au_inman_ver01/sn84020151/3/12/ed-1/seq-1/1","8717_1.txt","Y"
"387","8720_0","The spirit of democracy (Woodsfield, Ohi...)","Ohio",1849-12-29,1849,12,29,"seq-1","ed-1",1,9451,8720,0,"sn85038115","https://articleextractor.org/pages/8720/ohi_byrd_ver01/sn85038115/12/29/ed-1/seq-1/1","8720_0.txt",NA
"388","8721_0","The day book (Norfolk, Va.)","Virginia",1859-10-17,1859,10,17,"seq-2","ed-1",1,12023,8721,0,"sn85025697","https://articleextractor.org/pages/8721/vi_icelandic_ver01/sn85025697/10/17/ed-1/seq-2/1","8721_0.txt",NA
"389","8722_0","White Cloud Kansas chief (White Cloud, Ka...)","Kansas",1859-12-29,1859,12,29,"seq-2","ed-1",1,4115,8722,0,"sn82015486","https://articleextractor.org/pages/8722/khi_brown_ver01/sn82015486/12/29/ed-1/seq-2/1","8722_0.txt",NA
"390","8724_0","Western Reserve chronicle (Warren, Ohio)","Ohio",1858-06-30,1858,6,30,"seq-1","ed-1",1,9364,8724,0,"sn84028385","https://articleextractor.org/pages/8724/ohi_ariel_ver02/sn84028385/6/30/ed-1/seq-1/1","8724_0.txt",NA
"391","8725_0",NA,"Michigan",1886-04-01,1886,4,1,"seq-4","ed-1",1,5435,8725,0,"sn96076998","https://articleextractor.org/pages/8725/mimtptc_douglas_ver01/sn96076998/4/1/ed-1/seq-4/1","8725_0.txt",NA
"392","8726_0","The North-Carolinian (Fayetteville [N...)","North Carolina",1860-05-05,1860,5,5,"seq-3","ed-1",1,8266,8726,0,"sn84020750","https://articleextractor.org/pages/8726/ncu_jefferson_ver02/sn84020750/5/5/ed-1/seq-3/1","8726_0.txt",NA
"393","8727_0","The Salt Lake herald (Salt Lake City ...)","Utah",1905-10-10,1905,10,10,"seq-4","ed-1",1,11673,8727,0,"sn85058130","https://articleextractor.org/pages/8727/uuml_four_ver01/sn85058130/10/10/ed-1/seq-4/1","8727_0.txt",NA
"394","8728_0","The Birmingham age-herald (Birmingham, Ala...)","Alabama",1906-08-27,1906,8,27,"seq-1","ed-1",1,830,8728,0,"sn85038485","https://articleextractor.org/pages/8728/au_evans_ver01/sn85038485/8/27/ed-1/seq-1/1","8728_0.txt",NA
"395","8729_0","Watertown weekly leader (Watertown, Jeff...)","Wisconsin",1906-05-25,1906,5,25,"seq-7","ed-1",1,13099,8729,0,"sn85040724","https://articleextractor.org/pages/8729/whi_elizabeth_ver01/sn85040724/5/25/ed-1/seq-7/1","8729_0.txt",NA
"396","8730_0","The Grenada sentinel (Grenada, Miss.)","Mississippi",1883-04-21,1883,4,21,"seq-6","ed-1",1,6965,8730,0,"sn85034375","https://articleextractor.org/pages/8730/msar_eyelet_ver02/sn85034375/4/21/ed-1/seq-6/1","8730_0.txt",NA
"397","8730_1","The Grenada sentinel (Grenada, Miss.)","Mississippi",1883-04-21,1883,4,21,"seq-6","ed-1",1,6966,8730,1,"sn85034375","https://articleextractor.org/pages/8730/msar_eyelet_ver02/sn85034375/4/21/ed-1/seq-6/1","8730_1.txt",NA
"398","8730_2","The Grenada sentinel (Grenada, Miss.)","Mississippi",1883-04-21,1883,4,21,"seq-6","ed-1",1,6967,8730,2,"sn85034375","https://articleextractor.org/pages/8730/msar_eyelet_ver02/sn85034375/4/21/ed-1/seq-6/1","8730_2.txt",NA
"399","8730_3","The Grenada sentinel (Grenada, Miss.)","Mississippi",1883-04-21,1883,4,21,"seq-6","ed-1",1,6968,8730,3,"sn85034375","https://articleextractor.org/pages/8730/msar_eyelet_ver02/sn85034375/4/21/ed-1/seq-6/1","8730_3.txt",NA
"400","8730_4","The Grenada sentinel (Grenada, Miss.)","Mississippi",1883-04-21,1883,4,21,"seq-6","ed-1",1,6969,8730,4,"sn85034375","https://articleextractor.org/pages/8730/msar_eyelet_ver02/sn85034375/4/21/ed-1/seq-6/1","8730_4.txt",NA
"401","8731_0","Iowa County democrat (Mineral Point, ...)","Wisconsin",1882-09-01,1882,9,1,"seq-2","ed-1",1,13319,8731,0,"sn86086852","https://articleextractor.org/pages/8731/whi_lucretia_ver01/sn86086852/9/1/ed-1/seq-2/1","8731_0.txt",NA
"402","8732_0","The Topeka state journal (Topeka, Kansas)","Kansas",1900-12-29,1900,12,29,"seq-3","ed-1",1,4390,8732,0,"sn82016014","https://articleextractor.org/pages/8732/khi_higuchi_ver01/sn82016014/12/29/ed-1/seq-3/1","8732_0.txt",NA
"403","8734_0","The press and tribune (Chicago, Ill.)","Illinois",1859-11-01,1859,11,1,"seq-2","ed-1",1,1971,8734,0,"sn82014511","https://articleextractor.org/pages/8734/dlc_belmont_ver02/sn82014511/11/1/ed-1/seq-2/1","8734_0.txt",NA
"404","8738_0","The Neihart herald (Neihart, Mont.)","Montana",1894-07-21,1894,7,21,"seq-3","ed-1",1,7238,8738,0,"sn85053323","https://articleextractor.org/pages/8738/mthi_crane_ver01/sn85053323/7/21/ed-1/seq-3/1","8738_0.txt",NA
"405","8739_0","Nashville union and American (Nashville, Tenn...)","Tennessee",1860-09-19,1860,9,19,"seq-3","ed-1",1,10894,8739,0,"sn85038518","https://articleextractor.org/pages/8739/tu_dolly_ver01/sn85038518/9/19/ed-1/seq-3/1","8739_0.txt",NA
"406","8740_0","The Forrest City times (Forrest City, A...)","Arkansas",1891-01-23,1891,1,23,"seq-7","ed-1",1,444,8740,0,"sn84022960","https://articleextractor.org/pages/8740/arhi_bulbasaur_ver01/sn84022960/1/23/ed-1/seq-7/1","8740_0.txt",NA
"407","8741_0","The daily phoenix (Columbia, S.C.)","South Carolina",1872-01-10,1872,1,10,"seq-2","ed-1",1,10282,8741,0,"sn84027008","https://articleextractor.org/pages/8741/scu_alexiavalentine_ver01/sn84027008/1/10/ed-1/seq-2/1","8741_0.txt",NA
"408","8742_0","The Wichita daily eagle (Wichita, Kan.)","Kansas",1897-07-04,1897,7,4,"seq-3","ed-1",1,4446,8742,0,"sn82014635","https://articleextractor.org/pages/8742/khi_jennison_ver01/sn82014635/7/4/ed-1/seq-3/1","8742_0.txt",NA
"409","8744_0","The Independent (Honolulu, H.I.)","Hawaii",1899-08-14,1899,8,14,"seq-2","ed-1",1,2772,8744,0,"sn85047097","https://articleextractor.org/pages/8744/hihouml_butterfly_ver01/sn85047097/8/14/ed-1/seq-2/1","8744_0.txt",NA
"410","8745_0",NA,"Nebraska",1899-12-24,1899,12,24,"seq-6","ed-1",1,7496,8745,0,"sn99021999","https://articleextractor.org/pages/8745/nbu_emerson_ver01/sn99021999/12/24/ed-1/seq-6/1","8745_0.txt",NA
"411","8746_0","The morning news (Savannah, Ga.)","Georgia",1895-08-19,1895,8,19,"seq-1","ed-1",1,2675,8746,0,"sn86063034","https://articleextractor.org/pages/8746/gu_endeavour_ver01/sn86063034/8/19/ed-1/seq-1/1","8746_0.txt",NA
"412","8747_0","The Forrest City times (Forrest City, A...)","Arkansas",1899-03-24,1899,3,24,"seq-1","ed-1",1,408,8747,0,"sn84022960","https://articleextractor.org/pages/8747/arhi_alakazam_ver01/sn84022960/3/24/ed-1/seq-1/1","8747_0.txt",NA
"413","8748_0","Hutchinson gazette (Hutchinson, Kan...)","Kansas",1899-07-27,1899,7,27,"seq-2","ed-1",1,4144,8748,0,"sn85030687","https://articleextractor.org/pages/8748/khi_curry_ver01/sn85030687/7/27/ed-1/seq-2/1","8748_0.txt",NA
"414","8748_1","Hutchinson gazette (Hutchinson, Kan...)","Kansas",1899-07-27,1899,7,27,"seq-2","ed-1",1,4142,8748,1,"sn85030687","https://articleextractor.org/pages/8748/khi_curry_ver01/sn85030687/7/27/ed-1/seq-2/1","8748_1.txt",NA
"415","8748_2","Hutchinson gazette (Hutchinson, Kan...)","Kansas",1899-07-27,1899,7,27,"seq-2","ed-1",1,4145,8748,2,"sn85030687","https://articleextractor.org/pages/8748/khi_curry_ver01/sn85030687/7/27/ed-1/seq-2/1","8748_2.txt",NA
"416","8748_3","Hutchinson gazette (Hutchinson, Kan...)","Kansas",1899-07-27,1899,7,27,"seq-2","ed-1",1,4141,8748,3,"sn85030687","https://articleextractor.org/pages/8748/khi_curry_ver01/sn85030687/7/27/ed-1/seq-2/1","8748_3.txt",NA
"417","8750_0","The Hope pioneer (Hope, N.D.)","North Dakota",1895-12-27,1895,12,27,"seq-2","ed-1",1,8469,8750,0,"sn87096037","https://articleextractor.org/pages/8750/ndhi_argon_ver01/sn87096037/12/27/ed-1/seq-2/1","8750_0.txt",NA
"418","8750_1","The Hope pioneer (Hope, N.D.)","North Dakota",1895-12-27,1895,12,27,"seq-2","ed-1",1,8468,8750,1,"sn87096037","https://articleextractor.org/pages/8750/ndhi_argon_ver01/sn87096037/12/27/ed-1/seq-2/1","8750_1.txt",NA
"419","8752_0",NA,"Texas",1900-08-29,1900,8,29,"seq-1","ed-1",2,11444,8752,0,"sn86064199","https://articleextractor.org/pages/8752/txdn_gmc_ver02/sn86064199/8/29/ed-1/seq-1/2","8752_0.txt",NA
"420","8752_1",NA,"Texas",1900-08-29,1900,8,29,"seq-1","ed-1",2,11443,8752,1,"sn86064199","https://articleextractor.org/pages/8752/txdn_gmc_ver02/sn86064199/8/29/ed-1/seq-1/2","8752_1.txt",NA
"421","8753_0","The Wheeling daily intelligencer (Wheeling, W. Va...)","West Virginia",1900-05-07,1900,5,7,"seq-5","ed-1",1,13460,8753,0,"sn84026844","https://articleextractor.org/pages/8753/wvu_germany_ver01/sn84026844/5/7/ed-1/seq-5/1","8753_0.txt",NA
"422","8754_0",NA,"Ohio",1899-06-23,1899,6,23,"seq-2","ed-1",1,9466,8754,0,"sn87075213","https://articleextractor.org/pages/8754/ohi_charlie_ver01/sn87075213/6/23/ed-1/seq-2/1","8754_0.txt",NA
"423","8755_0",NA,"Nebraska",1900-04-29,1900,4,29,"seq-2","ed-1",1,7697,8755,0,"sn99021999","https://articleextractor.org/pages/8755/nbu_julius_ver01/sn99021999/4/29/ed-1/seq-2/1","8755_0.txt",NA
"424","8757_0","River Falls journal (River Falls, Pi...)","Wisconsin",1900-02-22,1900,2,22,"seq-2","ed-1",1,13225,8757,0,"sn85033255","https://articleextractor.org/pages/8757/whi_hegmeister_ver01/sn85033255/2/22/ed-1/seq-2/1","8757_0.txt",NA
"425","8757_1","River Falls journal (River Falls, Pi...)","Wisconsin",1900-02-22,1900,2,22,"seq-2","ed-1",1,13226,8757,1,"sn85033255","https://articleextractor.org/pages/8757/whi_hegmeister_ver01/sn85033255/2/22/ed-1/seq-2/1","8757_1.txt",NA
