"","X.1","file_id2","newspaper_name","newspaper_state","date","year","month","day","page","edition","mod_id","unnamed_0","file_id","article_id","sn","url","black_press","filename","X","index","article_title","newspaper_city","collection","abstract","store_id","authors","document_type","issn","pages","find_a_copy","start_page","filepath"
"519",1942,"17544_0","The daily crescent ([New Orleans, L...)","Louisiana","1851-12-05",1851,12,5,"seq-2","ed-1",1,5055,17544,0,"sn82015378","https://articleextractor.org/pages/17544/lu_diglett_ver01/sn82015378/1851/12/05/ed-1/seq-2/0?user_id=6",NA,"17544_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520",1946,"17553_0","The news & observer (Raleigh, N.C.)","North Carolina","1899-06-15",1899,6,15,"seq-2","ed-1",1,8152,17553,0,"sn85042104","https://articleextractor.org/pages/17553/ncu_griffin_ver01/sn85042104/1899/06/15/ed-1/seq-2/0?user_id=6",NA,"17553_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521",1949,"17560_0","The leader (Brookhaven, Mis...)","Mississippi","1899-01-11",1899,1,11,"seq-2","ed-1",1,6778,17560,0,"sn86074063","https://articleextractor.org/pages/17560/msar_agate_ver01/sn86074063/1899/01/11/ed-1/seq-2/0?user_id=6",NA,"17560_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522",1951,"17562_0","El Paso daily herald. (El Paso, Tex.)","Texas","1899-05-23",1899,5,23,"seq-1","ed-1",2,11442,17562,0,"sn86064199","https://articleextractor.org/pages/17562/txdn_gmc_ver02/sn86064199/1899/05/23/ed-1/seq-1/0?user_id=6",NA,"17562_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523",1953,"17564_0","The Grenada sentinel (Grenada, Miss.)","Mississippi","1898-05-07",1898,5,7,"seq-4","ed-1",1,6989,17564,0,"sn85034375","https://articleextractor.org/pages/17564/msar_eyelet_ver02/sn85034375/1898/05/07/ed-1/seq-4/0?user_id=6",NA,"17564_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524",1957,"17568_0","The times (Richmond, Va.)","Virginia","1898-11-24",1898,11,24,"seq-7","ed-1",1,12198,17568,0,"sn85034438","https://articleextractor.org/pages/17568/vi_vanhalen_ver01/sn85034438/1898/11/24/ed-1/seq-7/0?user_id=6",NA,"17568_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525",1966,"17582_0","The news & observer (Raleigh, N.C.)","North Carolina","1899-08-12",1899,8,12,"seq-2","ed-1",1,8155,17582,0,"sn85042104","https://articleextractor.org/pages/17582/ncu_griffin_ver01/sn85042104/1899/08/12/ed-1/seq-2/0?user_id=6",NA,"17582_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526",1979,"17596_0","The Grenada sentinel (Grenada, Miss.)","Mississippi","1899-11-11",1899,11,11,"seq-2","ed-1",1,6990,17596,0,"sn85034375","https://articleextractor.org/pages/17596/msar_eyelet_ver02/sn85034375/1899/11/11/ed-1/seq-2/0?user_id=6",NA,"17596_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527",1980,"17596_1","The Grenada sentinel (Grenada, Miss.)","Mississippi","1899-11-11",1899,11,11,"seq-2","ed-1",1,6991,17596,1,"sn85034375","https://articleextractor.org/pages/17596/msar_eyelet_ver02/sn85034375/1899/11/11/ed-1/seq-2/0?user_id=6",NA,"17596_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528",1981,"17596_2","The Grenada sentinel (Grenada, Miss.)","Mississippi","1899-11-11",1899,11,11,"seq-2","ed-1",1,6992,17596,2,"sn85034375","https://articleextractor.org/pages/17596/msar_eyelet_ver02/sn85034375/1899/11/11/ed-1/seq-2/0?user_id=6",NA,"17596_2.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529",1982,"17596_3","The Grenada sentinel (Grenada, Miss.)","Mississippi","1899-11-11",1899,11,11,"seq-2","ed-1",1,6993,17596,3,"sn85034375","https://articleextractor.org/pages/17596/msar_eyelet_ver02/sn85034375/1899/11/11/ed-1/seq-2/0?user_id=6",NA,"17596_3.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530",1994,"17605_0","The weekly Corinthian. (Corinth, Miss.)","Mississippi","1901-08-07",1901,8,7,"seq-6","ed-1",5,7129,17605,0,"sn87065046","https://articleextractor.org/pages/17605/msar_karakul_ver02/sn87065046/1901/08/07/ed-1/seq-6/0?user_id=6",NA,"17605_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531",1997,"17608_0","The semi-weekly messenger (Wilmington, N.C...)","North Carolina","1899-05-02",1899,5,2,"seq-4","ed-1",1,8105,17608,0,"sn91068367","https://articleextractor.org/pages/17608/ncu_green_ver01/sn91068367/1899/05/02/ed-1/seq-4/0?user_id=6",NA,"17608_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532",2007,"17616_0","The Greenville times (Greenville, Mis...)","Mississippi","1899-11-04",1899,11,4,"seq-6","ed-1",1,6833,17616,0,"sn85034374","https://articleextractor.org/pages/17616/msar_braeburn_ver01/sn85034374/1899/11/04/ed-1/seq-6/0?user_id=6",NA,"17616_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533",2008,"17616_1","The Greenville times (Greenville, Mis...)","Mississippi","1899-11-04",1899,11,4,"seq-6","ed-1",1,6832,17616,1,"sn85034374","https://articleextractor.org/pages/17616/msar_braeburn_ver01/sn85034374/1899/11/04/ed-1/seq-6/0?user_id=6",NA,"17616_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534",2012,"17619_0","Richmond dispatch (Richmond, Va.)","Virginia","1900-08-29",1900,8,29,"seq-6","ed-1",1,11876,17619,0,"sn85038614","https://articleextractor.org/pages/17619/vi_darwin_ver01/sn85038614/1900/08/29/ed-1/seq-6/0?user_id=6",NA,"17619_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535",2013,"17620_0","The gold leaf (Henderson, N.C.)","North Carolina","1900-12-27",1900,12,27,"seq-2","ed-1",1,8192,17620,0,"sn91068402","https://articleextractor.org/pages/17620/ncu_haw_ver01/sn91068402/1900/12/27/ed-1/seq-2/0?user_id=6",NA,"17620_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536",2035,"17637_0","The Brunswick times (Brunswick, Ga.)","Georgia","1899-06-06",1899,6,6,"seq-4","ed-1",1,2765,17637,0,"sn90052410","https://articleextractor.org/pages/17637/gu_inspector_ver01/sn90052410/1899/06/06/ed-1/seq-4/0?user_id=6",NA,"17637_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537",2036,"17638_0","Alexandria gazette (Alexandria, D.C...)","District of Columbia","1909-11-05",1909,11,5,"seq-2","ed-1",1,11984,17638,0,"sn85025007","https://articleextractor.org/pages/17638/vi_greenday_ver01/sn85025007/1909/11/05/ed-1/seq-2/0?user_id=6",NA,"17638_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538",2037,"17638_1","Alexandria gazette (Alexandria, D.C...)","District of Columbia","1909-11-05",1909,11,5,"seq-2","ed-1",1,11985,17638,1,"sn85025007","https://articleextractor.org/pages/17638/vi_greenday_ver01/sn85025007/1909/11/05/ed-1/seq-2/0?user_id=6",NA,"17638_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539",2039,"17640_0","The Ocala evening star (Ocala, Fla.)","Florida","1909-06-07",1909,6,7,"seq-2","ed-1",1,2527,17640,0,"sn84027621","https://articleextractor.org/pages/17640/fu_fifteen_ver01/sn84027621/1909/06/07/ed-1/seq-2/0?user_id=6",NA,"17640_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540",2043,"17646_0","Alexandria gazette (Alexandria, D.C...)","District of Columbia","1909-04-06",1909,4,6,"seq-2","ed-1",1,11982,17646,0,"sn85025007","https://articleextractor.org/pages/17646/vi_greenday_ver01/sn85025007/1909/04/06/ed-1/seq-2/0?user_id=6",NA,"17646_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541",2044,"17646_1","Alexandria gazette (Alexandria, D.C...)","District of Columbia","1909-04-06",1909,4,6,"seq-2","ed-1",1,11983,17646,1,"sn85025007","https://articleextractor.org/pages/17646/vi_greenday_ver01/sn85025007/1909/04/06/ed-1/seq-2/0?user_id=6",NA,"17646_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542",2055,"17660_0","The news & observer (Raleigh, N.C.)","North Carolina","1900-03-29",1900,3,29,"seq-4","ed-1",1,8158,17660,0,"sn85042104","https://articleextractor.org/pages/17660/ncu_griffin_ver01/sn85042104/1900/03/29/ed-1/seq-4/0?user_id=6",NA,"17660_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543",2057,"17662_0","Alexandria gazette (Alexandria, D.C...)","District of Columbia","1912-03-26",1912,3,26,"seq-3","ed-1",1,12026,17662,0,"sn85025007","https://articleextractor.org/pages/17662/vi_isogawa_ver01/sn85025007/1912/03/26/ed-1/seq-3/0?user_id=6",NA,"17662_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544",2058,"17663_0","The Bossier banner (Bellevue, Bossi...)","Louisiana","1901-08-22",1901,8,22,"seq-2","ed-1",2,5095,17663,0,"sn85034235","https://articleextractor.org/pages/17663/lu_ninetails_ver01/sn85034235/1901/08/22/ed-1/seq-2/0?user_id=6",NA,"17663_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545",2067,"17673_0","Atlanta Georgian (Atlanta, Ga.)","Georgia","1912-06-25",1912,6,25,"seq-2","ed-1",1,2760,17673,0,"sn89053729","https://articleextractor.org/pages/17673/gu_hydrus_ver01/sn89053729/1912/06/25/ed-1/seq-2/0?user_id=6",NA,"17673_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546",2081,"17687_0","The Houston daily post (Houston, Tex.)","Texas","1901-06-17",1901,6,17,"seq-3","ed-1",2,11345,17687,0,"sn86071197","https://articleextractor.org/pages/17687/txdn_delta_ver01/sn86071197/1901/06/17/ed-1/seq-3/0?user_id=6",NA,"17687_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547",2082,"17688_0","The news & observer (Raleigh, N.C.)","North Carolina","1901-01-18",1901,1,18,"seq-2","ed-1",1,8163,17688,0,"sn85042104","https://articleextractor.org/pages/17688/ncu_griffin_ver01/sn85042104/1901/01/18/ed-1/seq-2/0?user_id=6",NA,"17688_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548",2083,"17688_1","The news & observer (Raleigh, N.C.)","North Carolina","1901-01-18",1901,1,18,"seq-2","ed-1",1,8164,17688,1,"sn85042104","https://articleextractor.org/pages/17688/ncu_griffin_ver01/sn85042104/1901/01/18/ed-1/seq-2/0?user_id=6",NA,"17688_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549",2084,"17688_2","The news & observer (Raleigh, N.C.)","North Carolina","1901-01-18",1901,1,18,"seq-2","ed-1",1,8165,17688,2,"sn85042104","https://articleextractor.org/pages/17688/ncu_griffin_ver01/sn85042104/1901/01/18/ed-1/seq-2/0?user_id=6",NA,"17688_2.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550",2094,"17698_0","Oxford eagle. (Oxford, Lafayet...)","Mississippi","1911-01-19",1911,1,19,"seq-1","ed-1",1,6948,17698,0,"sn87065469","https://articleextractor.org/pages/17698/msar_diamond_ver01/sn87065469/1911/01/19/ed-1/seq-1/0?user_id=6",NA,"17698_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551",2100,"17702_0","The Washington herald (Washington, D.C...)","District of Columbia","1910-03-10",1910,3,10,"seq-1","ed-1",1,2308,17702,0,"sn83045433","https://articleextractor.org/pages/17702/dlc_lima_ver01/sn83045433/1910/03/10/ed-1/seq-1/0?user_id=6",NA,"17702_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552",2105,"17706_0","The times dispatch (Richmond, Va.)","Virginia","1910-05-01",1910,5,1,"seq-5","ed-1",1,11986,17706,0,"sn85038615","https://articleextractor.org/pages/17706/vi_grundy_ver01/sn85038615/1910/05/01/ed-1/seq-5/0?user_id=6",NA,"17706_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553",2111,"17713_0","Bryan daily eagle and pilot (Bryan, Tex.)","Texas","1912-02-15",1912,2,15,"seq-1","ed-1",1,11585,17713,0,"sn86088651","https://articleextractor.org/pages/17713/txdn_jaguar_ver01/sn86088651/1912/02/15/ed-1/seq-1/0?user_id=6",NA,"17713_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554",2112,"17714_0","Atlanta semi-weekly journal. (Atlanta, Ga.)","Georgia","1910-06-03",1910,6,3,"seq-8","ed-1",1,2727,17714,0,"sn86090947","https://articleextractor.org/pages/17714/gu_graco_ver01/sn86090947/1910/06/03/ed-1/seq-8/0?user_id=6",NA,"17714_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555",2119,"17722_0","Americus times-recorder (Americus, Ga.)","Georgia","1901-09-03",1901,9,3,"seq-2","ed-1",1,2596,17722,0,"sn89053204","https://articleextractor.org/pages/17722/gu_ara_ver01/sn89053204/1901/09/03/ed-1/seq-2/0?user_id=6",NA,"17722_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556",2120,"17723_0","The times (Richmond, Va.)","Virginia","1901-07-06",1901,7,6,"seq-1","ed-1",1,11961,17723,0,"sn85034438","https://articleextractor.org/pages/17723/vi_felix_ver01/sn85034438/1901/07/06/ed-1/seq-1/0?user_id=6",NA,"17723_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557",2124,"17728_0","Knoxville Whig and chronicle (Knoxville, Tenn...)","Tennessee","1875-09-15",1875,9,15,"seq-2","ed-1",1,10957,17728,0,"sn85042534","https://articleextractor.org/pages/17728/tu_furry_ver01/sn85042534/1875/09/15/ed-1/seq-2/0?user_id=6",NA,"17728_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558",2130,"17736_0","National Republican. (Washington City...))","District of Columbia","1875-07-22",1875,7,22,"seq-1","ed-1",1,2051,17736,0,"sn86053573","https://articleextractor.org/pages/17736/dlc_eastern_ver01/sn86053573/1875/07/22/ed-1/seq-1/0?user_id=6",NA,"17736_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559",2133,"17744_0","The Ocala evening star (Ocala, Fla.)","Florida","1904-03-14",1904,3,14,"seq-2","ed-1",2,2526,17744,0,"sn84027621","https://articleextractor.org/pages/17744/fu_fifteen_ver01/sn84027621/1904/03/14/ed-1/seq-2/0?user_id=6",NA,"17744_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560",2139,"17748_0","The morning news (Savannah, Ga.)","Georgia","1898-06-23",1898,6,23,"seq-6","ed-1",1,2684,17748,0,"sn86063034","https://articleextractor.org/pages/17748/gu_fletcher_ver01/sn86063034/1898/06/23/ed-1/seq-6/0?user_id=6",NA,"17748_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561",2141,"17750_0","St. Landry democrat. (Opelousas, La.)","Louisiana","1882-05-27",1882,5,27,"seq-2","ed-1",1,5026,17750,0,"sn88064537","https://articleextractor.org/pages/17750/lu_blastoise_ver01/sn88064537/1882/05/27/ed-1/seq-2/0?user_id=6",NA,"17750_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562",2148,"17758_0","Atlanta Georgian (Atlanta, Ga.)","Georgia","1912-12-31",1912,12,31,"seq-4","ed-4",1,2762,17758,0,"sn89053729","https://articleextractor.org/pages/17758/gu_indus_ver01/sn89053729/1912/12/31/ed-4/seq-4/0?user_id=6",NA,"17758_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563",2154,"17766_0","The Bolivar bulletin. (Bolivar, Tenn.)","Tennessee","1903-08-07",1903,8,7,"seq-4","ed-1",1,10900,17766,0,"sn89058007","https://articleextractor.org/pages/17766/tu_dottie_ver01/sn89058007/1903/08/07/ed-1/seq-4/0?user_id=6",NA,"17766_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564",2170,"17780_0","The news & observer (Raleigh, N.C.)","North Carolina","1904-07-10",1904,7,10,"seq-11","ed-1",1,8184,17780,0,"sn85042104","https://articleextractor.org/pages/17780/ncu_hamm_ver01/sn85042104/1904/07/10/ed-1/seq-11/0?user_id=6",NA,"17780_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565",2184,"17796_0","The Atlanta constitution (Atlanta, Ga.)","Georgia","1893-08-15",1893,8,15,"seq-5","ed-1",1,2700,17796,0,"sn89053706","https://articleextractor.org/pages/17796/gu_fornax_ver01/sn89053706/1893/08/15/ed-1/seq-5/0?user_id=6",NA,"17796_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566",2185,"17796_1","The Atlanta constitution (Atlanta, Ga.)","Georgia","1893-08-15",1893,8,15,"seq-5","ed-1",1,2701,17796,1,"sn89053706","https://articleextractor.org/pages/17796/gu_fornax_ver01/sn89053706/1893/08/15/ed-1/seq-5/0?user_id=6",NA,"17796_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567",2186,"17796_2","The Atlanta constitution (Atlanta, Ga.)","Georgia","1893-08-15",1893,8,15,"seq-5","ed-1",1,2702,17796,2,"sn89053706","https://articleextractor.org/pages/17796/gu_fornax_ver01/sn89053706/1893/08/15/ed-1/seq-5/0?user_id=6",NA,"17796_2.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568",2187,"17796_3","The Atlanta constitution (Atlanta, Ga.)","Georgia","1893-08-15",1893,8,15,"seq-5","ed-1",1,2703,17796,3,"sn89053706","https://articleextractor.org/pages/17796/gu_fornax_ver01/sn89053706/1893/08/15/ed-1/seq-5/0?user_id=6",NA,"17796_3.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569",2191,"17803_0","The progress-advertiser. (Lexington, Miss...)","Mississippi","1903-04-30",1903,4,30,"seq-2","ed-1",1,6890,17803,0,"sn87065338","https://articleextractor.org/pages/17803/msar_damask_ver02/sn87065338/1903/04/30/ed-1/seq-2/0?user_id=6",NA,"17803_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570",2192,"17803_1","The progress-advertiser. (Lexington, Miss...)","Mississippi","1903-04-30",1903,4,30,"seq-2","ed-1",1,6891,17803,1,"sn87065338","https://articleextractor.org/pages/17803/msar_damask_ver02/sn87065338/1903/04/30/ed-1/seq-2/0?user_id=6",NA,"17803_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571",2196,"17808_0","Shiner gazette (Shiner, Tex.)","Texas","1901-08-28",1901,8,28,"seq-6","ed-1",1,11590,17808,0,"sn86090270","https://articleextractor.org/pages/17808/txdn_juliet_ver02/sn86090270/1901/08/28/ed-1/seq-6/0?user_id=6",NA,"17808_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572",2204,"17816_0","The evening times (Washington, D.C...)","District of Columbia","1901-03-11",1901,3,11,"seq-6","ed-1",1,2363,17816,0,"sn84024441","https://articleextractor.org/pages/17816/dlc_november_ver01/sn84024441/1901/03/11/ed-1/seq-6/0?user_id=6",NA,"17816_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573",2207,"17820_0","Bryan morning eagle (Bryan, Tex.)","Texas","1901-08-23",1901,8,23,"seq-4","ed-1",1,11578,17820,0,"sn86088652","https://articleextractor.org/pages/17820/txdn_infiniti_ver03/sn86088652/1901/08/23/ed-1/seq-4/0?user_id=6",NA,"17820_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574",2208,"17820_1","Bryan morning eagle (Bryan, Tex.)","Texas","1901-08-23",1901,8,23,"seq-4","ed-1",1,11577,17820,1,"sn86088652","https://articleextractor.org/pages/17820/txdn_infiniti_ver03/sn86088652/1901/08/23/ed-1/seq-4/0?user_id=6",NA,"17820_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575",2212,"17824_0","The Savannah morning news. (Savannah, Ga.)","Georgia","1901-07-20",1901,7,20,"seq-2","ed-1",1,2717,17824,0,"sn89053684","https://articleextractor.org/pages/17824/gu_gadget_ver01/sn89053684/1901/07/20/ed-1/seq-2/0?user_id=6",NA,"17824_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",2214,"17826_0","The news & observer (Raleigh, N.C.)","North Carolina","1901-01-05",1901,1,5,"seq-2","ed-1",1,8161,17826,0,"sn85042104","https://articleextractor.org/pages/17826/ncu_griffin_ver01/sn85042104/1901/01/05/ed-1/seq-2/0?user_id=6",NA,"17826_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",2215,"17826_1","The news & observer (Raleigh, N.C.)","North Carolina","1901-01-05",1901,1,5,"seq-2","ed-1",1,8162,17826,1,"sn85042104","https://articleextractor.org/pages/17826/ncu_griffin_ver01/sn85042104/1901/01/05/ed-1/seq-2/0?user_id=6",NA,"17826_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",2218,"17831_0","The news & observer (Raleigh, N.C.)","North Carolina","1901-03-24",1901,3,24,"seq-38","ed-1",1,8167,17831,0,"sn85042104","https://articleextractor.org/pages/17831/ncu_griffin_ver01/sn85042104/1901/03/24/ed-1/seq-38/0?user_id=6",NA,"17831_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579",2220,"17834_0","The semi-weekly messenger (Wilmington, N.C...)","North Carolina","1901-09-06",1901,9,6,"seq-2","ed-1",2,8115,17834,0,"sn91068367","https://articleextractor.org/pages/17834/ncu_green_ver01/sn91068367/1901/09/06/ed-1/seq-2/0?user_id=6",NA,"17834_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",2225,"17840_0","Richmond dispatch (Richmond, Va.)","Virginia","1901-01-17",1901,1,17,"seq-2","ed-1",1,11879,17840,0,"sn85038614","https://articleextractor.org/pages/17840/vi_darwin_ver01/sn85038614/1901/01/17/ed-1/seq-2/0?user_id=6",NA,"17840_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581",2227,"17842_0","The times (Richmond, Va.)","Virginia","1901-08-31",1901,8,31,"seq-5","ed-1",1,11962,17842,0,"sn85034438","https://articleextractor.org/pages/17842/vi_felix_ver01/sn85034438/1901/08/31/ed-1/seq-5/0?user_id=6",NA,"17842_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582",2228,"17847_0","The semi-weekly messenger (Wilmington, N.C...)","North Carolina","1901-08-23",1901,8,23,"seq-2","ed-1",1,8114,17847,0,"sn91068367","https://articleextractor.org/pages/17847/ncu_green_ver01/sn91068367/1901/08/23/ed-1/seq-2/0?user_id=6",NA,"17847_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583",2241,"17855_0","The news & observer (Raleigh, N.C.)","North Carolina","1904-09-28",1904,9,28,"seq-2","ed-1",1,8186,17855,0,"sn85042104","https://articleextractor.org/pages/17855/ncu_hamm_ver01/sn85042104/1904/09/28/ed-1/seq-2/0?user_id=6",NA,"17855_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584",2252,"17866_0","Oxford eagle. (Oxford, Lafayet...)","Mississippi","1893-07-20",1893,7,20,"seq-1","ed-1",1,6900,17866,0,"sn87065469","https://articleextractor.org/pages/17866/msar_diamond_ver01/sn87065469/1893/07/20/ed-1/seq-1/0?user_id=6",NA,"17866_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585",2257,"17871_0","The Tupelo journal. (Tupelo, Miss.)","Mississippi","1906-08-31",1906,8,31,"seq-6","ed-1",1,6870,17871,0,"sn87065632","https://articleextractor.org/pages/17871/msar_chert_ver01/sn87065632/1906/08/31/ed-1/seq-6/0?user_id=6",NA,"17871_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586",2258,"17871_1","The Tupelo journal. (Tupelo, Miss.)","Mississippi","1906-08-31",1906,8,31,"seq-6","ed-1",1,6871,17871,1,"sn87065632","https://articleextractor.org/pages/17871/msar_chert_ver01/sn87065632/1906/08/31/ed-1/seq-6/0?user_id=6",NA,"17871_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",2262,"17875_0","Goldsboro weekly argus (Goldsboro, N.C.)","North Carolina","1904-06-09",1904,6,9,"seq-1","ed-1",1,7869,17875,0,"sn84020751","https://articleextractor.org/pages/17875/ncu_black_ver02/sn84020751/1904/06/09/ed-1/seq-1/0?user_id=6",NA,"17875_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588",2264,"17879_0","St. Landry clarion. (Opelousas, La.)","Louisiana","1906-08-04",1906,8,4,"seq-1","ed-1",1,5083,17879,0,"sn88064250","https://articleextractor.org/pages/17879/lu_jacobi_ver01/sn88064250/1906/08/04/ed-1/seq-1/0?user_id=6",NA,"17879_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589",2270,"17886_0","The weekly Corinthian. (Corinth, Miss.)","Mississippi","1904-10-12",1904,10,12,"seq-5","ed-1",1,7136,17886,0,"sn87065046","https://articleextractor.org/pages/17886/msar_karakul_ver02/sn87065046/1904/10/12/ed-1/seq-5/0?user_id=6",NA,"17886_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590",2277,"17893_0","The semi-weekly messenger (Wilmington, N.C...)","North Carolina","1904-09-13",1904,9,13,"seq-5","ed-1",1,8135,17893,0,"sn91068367","https://articleextractor.org/pages/17893/ncu_green_ver01/sn91068367/1904/09/13/ed-1/seq-5/0?user_id=6",NA,"17893_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
