file_id2,newspaper_name,year,date,newspaper_state,URL
9577_0,"The Birmingham age-herald (Birmingham, Ala...)",1905,1905-11-16,Alabama,https://articleextractor.org/pages/9577/au_davis_ver01/sn85038485/1905/11/16/ed-1/seq-1/1
9578_0,The sun (New York [N.Y.]) 1833-1916,1905,1905-06-30,New York,https://articleextractor.org/pages/9578/nn_feyerabend_ver01/sn83030272/1905/06/30/ed-1/seq-3/1
9579_0,"The evening bulletin (Maysville, Ky.)",1893,1893-09-02,Kentucky,https://articleextractor.org/pages/9579/kyu_ishtar_ver01/sn87060190/1893/09/02/ed-1/seq-3/1
9580_0,"Wheeling register (Wheeling, W. Va...)",1893,1893-04-20,West Virginia,https://articleextractor.org/pages/9580/wvu_holt_ver01/sn86092518/1893/04/20/ed-1/seq-4/1
9580_1,"Wheeling register (Wheeling, W. Va...)",1893,1893-04-20,West Virginia,https://articleextractor.org/pages/9580/wvu_holt_ver01/sn86092518/1893/04/20/ed-1/seq-4/1
9581_0,NA,1905,1905-08-10,South Dakota,https://articleextractor.org/pages/9581/sdhi_interceptor_ver01/sn98062890/1905/08/10/ed-1/seq-2/1
9582_0,"The Stark County Democrat (Canton, Ohio)",1893,1893-03-30,Ohio,https://articleextractor.org/pages/9582/ohi_golf_ver04/sn84028490/1893/03/30/ed-1/seq-5/1
9585_0,"The Wichita daily eagle (Wichita, Kan.)",1904,1904-03-22,Kansas,https://articleextractor.org/pages/9585/khi_landon_ver01/sn82014635/1904/03/22/ed-1/seq-4/1
9586_0,"The news & observer (Raleigh, N.C.)",1903,1903-10-29,North Carolina,https://articleextractor.org/pages/9586/ncu_hamm_ver01/sn85042104/1903/10/29/ed-1/seq-2/1
9588_0,"Richmond planet (Richmond, Va.)",1920,1920-01-03,Virginia,https://articleextractor.org/pages/9588/vi_lauren_ver02/sn84025841/1920/01/03/ed-1/seq-10/1
9590_0,"The Durham recorder (Durham, N.C.)",1908,1908-10-16,North Carolina,https://articleextractor.org/pages/9590/ncu_hawk_ver02/sn84020731/1908/10/16/ed-1/seq-2/1
9591_0,"The Brunswick news (Brunswick, Ga.)",1920,1920-11-25,Georgia,https://articleextractor.org/pages/9591/gu_marple_ver01/sn90052143/1920/11/25/ed-1/seq-1/1
9593_0,NA,1946,1946-11-16,Michigan,https://articleextractor.org/pages/9593/mimtptc_albion_ver01/sn92063852/1946/11/16/ed-1/seq-16/1
9594_0,"The daily worker (Chicago, Ill.)",1933,1933-09-26,Illinois,https://articleextractor.org/pages/9594/iune_fluorite_ver01/sn84020097/1933/09/26/ed-1/seq-6/1
9596_0,NA,1917,1917-05-30,Virginia,https://articleextractor.org/pages/9596/vi_noriker_ver01/sn90052005/1917/05/30/ed-1/seq-2/1
9597_0,"The Wheeling intelligencer (Wheeling, W. Va...)",1922,1922-07-19,West Virginia,https://articleextractor.org/pages/9597/wvu_klingon_ver01/sn86092536/1922/07/19/ed-1/seq-1/1
9599_0,The Indianapolis journal (Indianapolis [I...),1886,1886-01-21,Indiana,https://articleextractor.org/pages/9599/in_asimov_ver02/sn82015679/1886/01/21/ed-1/seq-5/1
9600_0,"The Bossier banner (Bellevue, Bossi...)",1909,1909-04-29,Louisiana,https://articleextractor.org/pages/9600/lu_ninetails_ver01/sn85034235/1909/04/29/ed-1/seq-2/1
9601_0,NA,1909,1909-09-01,Mississippi,https://articleextractor.org/pages/9601/msar_gabardine_ver01/sn87065167/1909/09/01/ed-1/seq-4/1
9602_0,NA,1909,1909-04-19,Illinois,https://articleextractor.org/pages/9602/iune_heraldry_ver01/sn92053934/1909/04/19/ed-1/seq-1/1
9604_0,"The Salt Lake herald-Republican (Salt Lake City,...)",1909,1909-11-26,Utah,https://articleextractor.org/pages/9604/uuml_seven_ver01/sn85058140/1909/11/26/ed-1/seq-1/1
9609_0,"The Kadoka press (Kadoka, S.D.)",1910,1910-06-10,South Dakota,https://articleextractor.org/pages/9609/sdhi_honeydew_ver01/sn88063157/1910/06/10/ed-1/seq-6/1
9610_0,"The daily worker (Chicago, Ill.)",1931,1931-04-20,Illinois,https://articleextractor.org/pages/9610/iune_fluorite_ver01/sn84020097/1931/04/20/ed-1/seq-2/1
9613_0,NA,1910,1910-04-14,Maryland,https://articleextractor.org/pages/9613/mdu_jacobsen_ver01/sn88065731/1910/04/14/ed-1/seq-5/1
9615_0,NA,1931,1931-12-11,Maryland,https://articleextractor.org/pages/9615/mdu_cumberland_ver01/sn89060136/1931/12/11/ed-1/seq-4/1
9616_0,"Tonopah daily bonanza (Tonopah, Nev.)",1910,1910-03-22,Nevada,https://articleextractor.org/pages/9616/nvln_aurora_ver02/sn86076142/1910/03/22/ed-1/seq-3/1
9617_0,"The Hartford herald (Hartford, Ky.)",1913,1913-10-08,Kentucky,https://articleextractor.org/pages/9617/kyu_fernico_ver01/sn84037890/1913/10/08/ed-1/seq-3/1
9618_0,"Alexandria gazette (Alexandria, D.C...)",1913,1913-06-20,District of Columbia,https://articleextractor.org/pages/9618/vi_isogawa_ver01/sn85025007/1913/06/20/ed-1/seq-5/1
9620_0,NA,1913,1913-05-17,Mississippi,https://articleextractor.org/pages/9620/msar_hemp_ver01/sn87065167/1913/05/17/ed-1/seq-5/1
9622_0,NA,1910,1910-07-21,South Dakota,https://articleextractor.org/pages/9622/sdhi_interceptor_ver01/sn98062890/1910/07/21/ed-1/seq-2/1
9624_0,NA,1912,1912-03-22,Mississippi,https://articleextractor.org/pages/9624/msar_hemp_ver01/sn87065167/1912/03/22/ed-1/seq-1/1
9625_0,"Santa Fe new Mexican (Santa Fe, N.M.)",1912,1912-08-01,New Mexico,https://articleextractor.org/pages/9625/nmu_irving_ver01/sn84020630/1912/08/01/ed-1/seq-6/1
9626_0,"The Birmingham age-herald (Birmingham, Ala...)",1912,1912-09-08,Alabama,https://articleextractor.org/pages/9626/au_huie_ver01/sn85038485/1912/09/08/ed-1/seq-10/1
9627_0,"Bismarck daily tribune (Bismarck, Dakot...)",1916,1916-10-22,North Dakota,https://articleextractor.org/pages/9627/ndhi_fargo_ver01/sn85042242/1916/10/22/ed-1/seq-2/1
9628_0,The Washington times (Washington [D.C...),1908,1908-08-19,District of Columbia,https://articleextractor.org/pages/9628/dlc_tango_ver01/sn84026749/1908/08/19/ed-1/seq-1/1
9629_0,NA,1907,1907-08-16,South Dakota,https://articleextractor.org/pages/9629/sdhi_kangaroo_ver01/sn99062049/1907/08/16/ed-1/seq-2/1
9631_0,NA,1908,1908-01-22,Nebraska,https://articleextractor.org/pages/9631/nbu_pound_ver01/sn99021999/1908/01/22/ed-1/seq-9/1
9632_0,NA,1907,1907-04-12,Nebraska,https://articleextractor.org/pages/9632/nbu_harrison_ver01/2010270508/1907/04/12/ed-1/seq-6/1
9633_0,"The Montgomery advertiser (Montgomery, Ala...)",1907,1907-06-24,Alabama,https://articleextractor.org/pages/9633/au_ingram_ver01/sn84020645/1907/06/24/ed-1/seq-8/1
9634_0,"The morning news (Savannah, Ga.)",1893,1893-11-06,Georgia,https://articleextractor.org/pages/9634/gu_drew_ver02/sn86063034/1893/11/06/ed-1/seq-8/1
9635_0,"Americus times-recorder (Americus, Ga.)",1907,1907-01-22,Georgia,https://articleextractor.org/pages/9635/gu_ara_ver01/sn89053204/1907/01/22/ed-1/seq-1/1
9638_0,"The Hope pioneer (Hope, N.D.)",1908,1908-03-12,North Dakota,https://articleextractor.org/pages/9638/ndhi_loma_ver01/sn87096037/1908/03/12/ed-1/seq-1/1
9640_0,"Carson City daily appeal (Carson City, Ne...)",1908,1908-07-30,Nevada,https://articleextractor.org/pages/9640/nvln_idlewild_ver01/sn86076241/1908/07/30/ed-1/seq-1/2
9640_1,"Carson City daily appeal (Carson City, Ne...)",1908,1908-07-30,Nevada,https://articleextractor.org/pages/9640/nvln_idlewild_ver01/sn86076241/1908/07/30/ed-1/seq-1/2
9643_0,"The Utah County Democrat (Provo City, Uta...)",1908,1908-09-10,Utah,https://articleextractor.org/pages/9643/uuml_dewaele_ver01/sn86091039/1908/09/10/ed-1/seq-4/1
9643_1,"The Utah County Democrat (Provo City, Uta...)",1908,1908-09-10,Utah,https://articleextractor.org/pages/9643/uuml_dewaele_ver01/sn86091039/1908/09/10/ed-1/seq-4/1
9644_0,"The Washington herald (Washington, D.C...)",1908,1908-07-21,District of Columbia,https://articleextractor.org/pages/9644/dlc_india_ver01/sn83045433/1908/07/21/ed-1/seq-1/1
9645_0,Deseret evening news (Great Salt Lake...),1906,1906-01-29,Utah,https://articleextractor.org/pages/9645/uuml_ten_ver01/sn83045555/1906/01/29/ed-1/seq-1/1
9647_0,New-York tribune (New York [N.Y.]),1908,1908-11-11,New York,https://articleextractor.org/pages/9647/dlc_haiti_ver01/sn83030214/1908/11/11/ed-1/seq-10/1
9648_0,"The Seattle post-intelligencer (Seattle, Wash. ...)",1893,1893-08-23,Washington,https://articleextractor.org/pages/9648/wa_forks_ver01/sn83045604/1893/08/23/ed-1/seq-2/1
9649_0,"Idaho County free press (Grangeville, Id...)",1893,1893-04-14,Idaho,https://articleextractor.org/pages/9649/idhi_cornwell_ver02/sn86091100/1893/04/14/ed-1/seq-2/1
9649_1,"Idaho County free press (Grangeville, Id...)",1893,1893-04-14,Idaho,https://articleextractor.org/pages/9649/idhi_cornwell_ver02/sn86091100/1893/04/14/ed-1/seq-2/1
9649_2,"Idaho County free press (Grangeville, Id...)",1893,1893-04-14,Idaho,https://articleextractor.org/pages/9649/idhi_cornwell_ver02/sn86091100/1893/04/14/ed-1/seq-2/1
9649_3,"Idaho County free press (Grangeville, Id...)",1893,1893-04-14,Idaho,https://articleextractor.org/pages/9649/idhi_cornwell_ver02/sn86091100/1893/04/14/ed-1/seq-2/1
9651_0,NA,1907,1907-01-03,South Dakota,https://articleextractor.org/pages/9651/sdhi_interceptor_ver01/sn98062890/1907/01/03/ed-1/seq-2/1
9651_1,NA,1907,1907-01-03,South Dakota,https://articleextractor.org/pages/9651/sdhi_interceptor_ver01/sn98062890/1907/01/03/ed-1/seq-2/1
9652_0,NA,1908,1908-09-11,Missouri,https://articleextractor.org/pages/9652/mohi_flash_ver02/sn89066996/1908/09/11/ed-1/seq-2/1
9654_0,"The Salt Lake tribune (Salt Lake City,...)",1913,1913-11-06,Utah,https://articleextractor.org/pages/9654/uuml_sastre_ver01/sn83045396/1913/11/06/ed-1/seq-1/1
9656_0,"The Colville examiner (Colville, Wash.)",1913,1913-02-22,Washington,https://articleextractor.org/pages/9656/wa_alder_ver01/sn88085318/1913/02/22/ed-1/seq-7/1
9657_0,"The Greenville journal (Greenville, Ohi...)",1913,1913-11-13,Ohio,https://articleextractor.org/pages/9657/ohi_gann_ver01/sn83035565/1913/11/13/ed-1/seq-2/1
9658_0,NA,1913,1913-08-28,West Virginia,https://articleextractor.org/pages/9658/wvu_dolphy_ver01/sn86092557/1913/08/28/ed-1/seq-1/1
9659_0,"The Detroit times (Detroit, Mich.)",1913,1913-10-27,Michigan,https://articleextractor.org/pages/9659/mimtptc_ingalls_ver01/sn83016689/1913/10/27/ed-1/seq-2/1
9660_0,"The gold leaf (Henderson, N.C.)",1903,1903-06-25,North Carolina,https://articleextractor.org/pages/9660/ncu_haw_ver01/sn91068402/1903/06/25/ed-1/seq-2/1
9661_0,"Vilas County news (Eagle River, Vi...)",1910,1910-02-23,Wisconsin,https://articleextractor.org/pages/9661/whi_clearwater_ver01/sn85040613/1910/02/23/ed-1/seq-2/1
9662_0,"The Morris County chronicle (Morristown, N.J...)",1910,1910-08-16,New Jersey,https://articleextractor.org/pages/9662/njr_furio_ver01/sn85035816/1910/08/16/ed-1/seq-4/1
9663_0,"Watertown leader (Watertown, Jeff...)",1910,1910-04-15,Wisconsin,https://articleextractor.org/pages/9663/whi_elizabeth_ver01/sn85040722/1910/04/15/ed-1/seq-2/1
9664_0,"The daily worker (Chicago, Ill.)",1932,1932-11-25,Illinois,https://articleextractor.org/pages/9664/iune_fluorite_ver01/sn84020097/1932/11/25/ed-1/seq-4/1
9665_0,NA,1909,1909-11-25,South Dakota,https://articleextractor.org/pages/9665/sdhi_interceptor_ver01/sn98062890/1909/11/25/ed-1/seq-2/1
9665_1,NA,1909,1909-11-25,South Dakota,https://articleextractor.org/pages/9665/sdhi_interceptor_ver01/sn98062890/1909/11/25/ed-1/seq-2/1
9666_0,"Albuquerque citizen (Albuquerque, N....)",1909,1909-04-30,New Mexico,https://articleextractor.org/pages/9666/nmu_ironweed_ver01/sn84020616/1909/04/30/ed-1/seq-1/1
9667_0,NA,1909,1909-05-29,Ohio,https://articleextractor.org/pages/9667/ohi_juliet_ver01/sn88077573/1909/05/29/ed-1/seq-2/1
9668_0,"The Birmingham age-herald (Birmingham, Ala...)",1909,1909-01-24,Alabama,https://articleextractor.org/pages/9668/au_flagg_ver01/sn85038485/1909/01/24/ed-1/seq-2/1
9669_0,New-York tribune (New York [N.Y.]),1908,1908-01-21,New York,https://articleextractor.org/pages/9669/dlc_jamaica_ver01/sn83030214/1908/01/21/ed-1/seq-1/1
9670_0,"The Ogden standard (Ogden City, Utah) 1902-1910",1909,1909-08-21,Utah,https://articleextractor.org/pages/9670/uuml_fourteen_ver01/sn85058398/1909/08/21/ed-1/seq-5/1
9671_0,"The progressive farmer (Winston, N.C.)",1903,1903-06-30,North Carolina,https://articleextractor.org/pages/9671/ncu_johns_ver01/sn92073049/1903/06/30/ed-1/seq-8/1
9672_0,"Spirit of the age (Woodstock, Vt.)",1908,1908-11-28,Vermont,https://articleextractor.org/pages/9672/vtu_killington_ver02/sn84023296/1908/11/28/ed-1/seq-1/1
9672_1,"Spirit of the age (Woodstock, Vt.)",1908,1908-11-28,Vermont,https://articleextractor.org/pages/9672/vtu_killington_ver02/sn84023296/1908/11/28/ed-1/seq-1/1
9673_0,NA,1912,1912-08-14,Texas,https://articleextractor.org/pages/9673/txdn_denmark_ver01/sn88084272/1912/08/14/ed-1/seq-5/1
9674_0,"The Waxahachie daily light (Waxahachie, Tex...)",1917,1917-06-26,Texas,https://articleextractor.org/pages/9674/txdn_ash_ver01/sn86090369/1917/06/26/ed-1/seq-4/1
9675_0,New-York tribune (New York [N.Y.]),1903,1903-12-21,New York,https://articleextractor.org/pages/9675/dlc_norway_ver01/sn83030214/1903/12/21/ed-1/seq-1/1
9678_0,"The searchlight (Culbertson, Mon...)",1910,1910-12-23,Montana,https://articleextractor.org/pages/9678/mthi_flyingsquirrel_ver02/sn85053089/1910/12/23/ed-1/seq-4/1
9679_0,NA,1883,1883-09-20,Nebraska,https://articleextractor.org/pages/9679/nbu_emerson_ver01/sn99021999/1883/09/20/ed-1/seq-2/1
9680_0,NA,1883,1883-11-24,South Dakota,https://articleextractor.org/pages/9680/sdhi_mustang_ver01/sn99067997/1883/11/24/ed-1/seq-2/1
9680_1,NA,1883,1883-11-24,South Dakota,https://articleextractor.org/pages/9680/sdhi_mustang_ver01/sn99067997/1883/11/24/ed-1/seq-2/1
9680_2,NA,1883,1883-11-24,South Dakota,https://articleextractor.org/pages/9680/sdhi_mustang_ver01/sn99067997/1883/11/24/ed-1/seq-2/1
9681_0,"Daily globe (St. Paul, Minn.)",1883,1883-05-22,Minnesota,https://articleextractor.org/pages/9681/mnhi_anoka_ver02/sn83025287/1883/05/22/ed-1/seq-1/1
9682_0,"The news & observer (Raleigh, N.C.)",1896,1896-10-16,North Carolina,https://articleextractor.org/pages/9682/ncu_ford_ver02/sn85042104/1896/10/16/ed-1/seq-1/1
9683_0,NA,1883,1883-12-13,Texas,https://articleextractor.org/pages/9683/txdn_audi_ver01/sn86088296/1883/12/13/ed-1/seq-1/1
9683_1,NA,1883,1883-12-13,Texas,https://articleextractor.org/pages/9683/txdn_audi_ver01/sn86088296/1883/12/13/ed-1/seq-1/1
9685_0,"Daily globe (St. Paul, Minn.)",1882,1882-12-28,Minnesota,https://articleextractor.org/pages/9685/mnhi_chaska_ver01/sn83025287/1882/12/28/ed-1/seq-5/1
9685_1,"Daily globe (St. Paul, Minn.)",1882,1882-12-28,Minnesota,https://articleextractor.org/pages/9685/mnhi_chaska_ver01/sn83025287/1882/12/28/ed-1/seq-5/1
9685_2,"Daily globe (St. Paul, Minn.)",1882,1882-12-28,Minnesota,https://articleextractor.org/pages/9685/mnhi_chaska_ver01/sn83025287/1882/12/28/ed-1/seq-5/1
9686_0,"Brenham weekly banner (Brenham, Tex.)",1881,1881-02-10,Texas,https://articleextractor.org/pages/9686/txdn_argentina_ver01/sn86089443/1881/02/10/ed-1/seq-1/1
9686_1,"Brenham weekly banner (Brenham, Tex.)",1881,1881-02-10,Texas,https://articleextractor.org/pages/9686/txdn_argentina_ver01/sn86089443/1881/02/10/ed-1/seq-1/1
9688_0,"Helena weekly herald (Helena, Mont.)",1889,1889-06-27,Montana,https://articleextractor.org/pages/9688/mthi_leopardfrog_ver01/sn84036143/1889/06/27/ed-1/seq-2/1
9689_0,Savannah morning news (Savannah),1881,1881-03-07,Georgia,https://articleextractor.org/pages/9689/gu_ace_ver02/sn82015137/1881/03/07/ed-1/seq-2/1
9690_0,The weekly messenger La.),1889,1889-08-24,Louisiana,https://articleextractor.org/pages/9690/lu_strongguy_ver01/sn88064454/1889/08/24/ed-1/seq-1/1
9691_0,"The Republican (Oakland, Md.)",1889,1889-06-29,Maryland,https://articleextractor.org/pages/9691/mdu_goatsbeard_ver01/sn88065202/1889/06/29/ed-1/seq-2/1
9692_0,"The Grenada sentinel (Grenada, Miss.)",1889,1889-07-20,Mississippi,https://articleextractor.org/pages/9692/msar_eyelet_ver02/sn85034375/1889/07/20/ed-1/seq-6/1
9693_0,NA,1911,1911-10-12,Alaska,https://articleextractor.org/pages/9693/ak_iceworm_ver02/sn87062011/1911/10/12/ed-1/seq-1/1
9694_0,"The Big Sandy news (Louisa, Ky.)",1890,1890-04-14,Kentucky,https://articleextractor.org/pages/9694/kyu_flamingo_ver01/sn83004226/1890/04/14/ed-1/seq-1/1
9694_1,"The Big Sandy news (Louisa, Ky.)",1890,1890-04-14,Kentucky,https://articleextractor.org/pages/9694/kyu_flamingo_ver01/sn83004226/1890/04/14/ed-1/seq-1/1
9695_0,NA,1911,1911-04-29,Missouri,https://articleextractor.org/pages/9695/mohi_dorothea_ver01/sn89066234/1911/04/29/ed-1/seq-2/1
9696_0,NA,1910,1910-08-17,Virginia,https://articleextractor.org/pages/9696/vi_noriker_ver01/sn90052005/1910/08/17/ed-1/seq-6/1
9697_0,NA,1912,1912-04-27,Vermont,https://articleextractor.org/pages/9697/vtu_daikon_ver01/sn91066782/1912/04/27/ed-1/seq-3/1
9698_0,NA,1911,1911-05-08,Maryland,https://articleextractor.org/pages/9698/mdu_jacobsen_ver01/sn88065731/1911/05/08/ed-1/seq-1/1
9700_0,NA,1911,1911-05-25,Mississippi,https://articleextractor.org/pages/9700/msar_diamond_ver01/sn87065469/1911/05/25/ed-1/seq-1/1
9702_0,"Albuquerque morning journal (Albuquerque, N....)",1911,1911-01-17,New Mexico,https://articleextractor.org/pages/9702/nmu_javelina_ver01/sn84031081/1911/01/17/ed-1/seq-1/1
9704_0,NA,1917,1917-03-03,Vermont,https://articleextractor.org/pages/9704/vtu_eggplant_ver01/sn91066782/1917/03/03/ed-1/seq-3/1
9707_0,"Washington standard (Olympia, Wash. ...)",1895,1895-07-26,Washington,https://articleextractor.org/pages/9707/wa_kittitas_ver01/sn84022770/1895/07/26/ed-1/seq-3/2
9708_0,"Waterbury evening Democrat (Waterbury, Conn...)",1891,1891-10-12,Connecticut,https://articleextractor.org/pages/9708/ct_gum_ver01/sn94053256/1891/10/12/ed-1/seq-3/2
9712_0,"Wheeling register (Wheeling, W. Va...)",1895,1895-06-22,West Virginia,https://articleextractor.org/pages/9712/wvu_isner_ver01/sn86092518/1895/06/22/ed-1/seq-1/2
9714_0,"The Red Cloud chief (Red Cloud, Webs...)",1901,1901-08-16,Nebraska,https://articleextractor.org/pages/9714/nbu_dunning_ver01/sn84022835/1901/08/16/ed-1/seq-7/2
9715_0,"Democratic Northwest and Henry County news (Napoleon, O. [O...)",1894,1894-12-13,Ohio,https://articleextractor.org/pages/9715/ohi_ingstad_ver01/sn84028297/1894/12/13/ed-1/seq-4/2
9717_0,"The Topeka state journal (Topeka, Kansas)",1899,1899-08-02,Kansas,https://articleextractor.org/pages/9717/khi_jesse_ver01/sn82016014/1899/08/02/ed-1/seq-3/2
9718_0,"Great Falls tribune (Great Falls, Mo...)",1922,1922-12-13,Montana,https://articleextractor.org/pages/9718/mthi_crane_ver01/sn83045217/1922/12/13/ed-1/seq-1/2
9719_0,"The Northwest enterprise (Seattle, Wash.)",1932,1932-02-04,Washington,https://articleextractor.org/pages/9719/wa_canvasback_ver02/sn87093377/1932/02/04/ed-1/seq-1/2
9721_0,"River Falls journal (River Falls, Pi...)",1912,1912-03-28,Wisconsin,https://articleextractor.org/pages/9721/whi_hegmeister_ver01/sn85033255/1912/03/28/ed-1/seq-2/2
9723_0,"Barbour County index (Medicine Lodge,...)",1909,1909-01-13,Kansas,https://articleextractor.org/pages/9723/khi_harvey_ver03/sn82015080/1909/01/13/ed-1/seq-6/2
9723_1,"Barbour County index (Medicine Lodge,...)",1909,1909-01-13,Kansas,https://articleextractor.org/pages/9723/khi_harvey_ver03/sn82015080/1909/01/13/ed-1/seq-6/2
9723_2,"Barbour County index (Medicine Lodge,...)",1909,1909-01-13,Kansas,https://articleextractor.org/pages/9723/khi_harvey_ver03/sn82015080/1909/01/13/ed-1/seq-6/2
9723_3,"Barbour County index (Medicine Lodge,...)",1909,1909-01-13,Kansas,https://articleextractor.org/pages/9723/khi_harvey_ver03/sn82015080/1909/01/13/ed-1/seq-6/2
9724_0,"The Birmingham age-herald (Birmingham, Ala...)",1912,1912-04-05,Alabama,https://articleextractor.org/pages/9724/au_huie_ver01/sn85038485/1912/04/05/ed-1/seq-10/2
9726_0,"The daily worker (Chicago, Ill.)",1930,1930-02-08,Illinois,https://articleextractor.org/pages/9726/iune_fluorite_ver01/sn84020097/1930/02/08/ed-1/seq-2/3
9731_0,"The Daily Missoulian (Missoula, Mont.)",1918,1918-04-23,Montana,https://articleextractor.org/pages/9731/mthi_indigobunting_ver02/sn83025316/1918/04/23/ed-1/seq-1/2
9733_0,"Minneapolis spokesman (Minneapolis, Mi...)",1943,1943-05-14,Minnesota,https://articleextractor.org/pages/9733/mnhi_croquet_ver01/sn83025247/1943/05/14/ed-1/seq-2/2
9733_1,"Minneapolis spokesman (Minneapolis, Mi...)",1943,1943-05-14,Minnesota,https://articleextractor.org/pages/9733/mnhi_croquet_ver01/sn83025247/1943/05/14/ed-1/seq-2/2
9733_2,"Minneapolis spokesman (Minneapolis, Mi...)",1943,1943-05-14,Minnesota,https://articleextractor.org/pages/9733/mnhi_croquet_ver01/sn83025247/1943/05/14/ed-1/seq-2/2
9734_0,"The Houston daily post (Houston, Tex.)",1902,1902-08-08,Texas,https://articleextractor.org/pages/9734/txdn_echo_ver03/sn86071197/1902/08/08/ed-1/seq-2/2
9735_0,The Washington times (Washington [D.C...),1903,1903-06-09,District of Columbia,https://articleextractor.org/pages/9735/dlc_tango_ver01/sn84026749/1903/06/09/ed-1/seq-5/4
9735_1,The Washington times (Washington [D.C...),1903,1903-06-09,District of Columbia,https://articleextractor.org/pages/9735/dlc_tango_ver01/sn84026749/1903/06/09/ed-1/seq-5/4
9736_0,"The Montgomery advertiser (Montgomery, Ala...)",1902,1902-12-27,Alabama,https://articleextractor.org/pages/9736/au_groom_ver01/sn84020645/1902/12/27/ed-1/seq-4/2
9737_0,Wood County reporter (Grand Rapids [i...),1903,1903-06-16,Wisconsin,https://articleextractor.org/pages/9737/whi_belle_ver01/sn85033078/1903/06/16/ed-1/seq-3/2
9739_0,"The times dispatch (Richmond, Va.)",1903,1903-09-20,Virginia,https://articleextractor.org/pages/9739/vi_gualala_ver01/sn85038615/1903/09/20/ed-1/seq-20/2
9741_0,"The Penn's Grove record (Penn's Grove, S...)",1904,1904-03-25,New Jersey,https://articleextractor.org/pages/9741/njr_irene_ver02/sn85035524/1904/03/25/ed-1/seq-1/2
9744_0,NA,1903,1903-08-08,Colorado,https://articleextractor.org/pages/9744/uuml_kirilenko_ver01/sn93062856/1903/08/08/ed-1/seq-4/2
9745_0,The Salt Lake herald (Salt Lake City ...),1905,1905-12-27,Utah,https://articleextractor.org/pages/9745/uuml_four_ver01/sn85058130/1905/12/27/ed-1/seq-5/2
9746_0,NA,1894,1894-04-26,Mississippi,https://articleextractor.org/pages/9746/msar_lapis_ver01/sn87065215/1894/04/26/ed-1/seq-2/2
9746_1,NA,1894,1894-04-26,Mississippi,https://articleextractor.org/pages/9746/msar_lapis_ver01/sn87065215/1894/04/26/ed-1/seq-2/2
9747_0,NA,1905,1905-01-11,Mississippi,https://articleextractor.org/pages/9747/msar_karakul_ver02/sn87065046/1905/01/11/ed-1/seq-10/2
9749_0,NA,1906,1906-12-07,Maryland,https://articleextractor.org/pages/9749/mdu_belair_ver01/sn89060136/1906/12/07/ed-1/seq-2/2
9749_1,NA,1906,1906-12-07,Maryland,https://articleextractor.org/pages/9749/mdu_belair_ver01/sn89060136/1906/12/07/ed-1/seq-2/2
9758_0,"St. Paul daily globe (Saint Paul, Min...)",1889,1889-01-18,Minnesota,https://articleextractor.org/pages/9758/mnhi_jeffers_ver01/sn90059522/1889/01/18/ed-1/seq-1/5
9758_1,"St. Paul daily globe (Saint Paul, Min...)",1889,1889-01-18,Minnesota,https://articleextractor.org/pages/9758/mnhi_jeffers_ver01/sn90059522/1889/01/18/ed-1/seq-1/5
9760_0,"The evening times (Washington, D.C...)",1901,1901-01-25,District of Columbia,https://articleextractor.org/pages/9760/dlc_november_ver01/sn84024441/1901/01/25/ed-1/seq-7/2
9761_1,"The Cecil Whig (Elkton, Md.)",1891,1891-05-16,Maryland,https://articleextractor.org/pages/9761/mdu_glass_ver02/sn83016348/1891/05/16/ed-1/seq-3/5
9761_2,"The Cecil Whig (Elkton, Md.)",1891,1891-05-16,Maryland,https://articleextractor.org/pages/9761/mdu_glass_ver02/sn83016348/1891/05/16/ed-1/seq-3/5
9765_1,"Iron County register (Ironton, Iron C...)",1907,1907-01-03,Missouri,https://articleextractor.org/pages/9765/mohi_igoo_ver01/sn84024283/1907/01/03/ed-1/seq-6/2
9766_0,"St. Paul daily globe (Saint Paul, Min...)",1895,1895-11-28,Minnesota,https://articleextractor.org/pages/9766/mnhi_sebeka_ver01/sn90059522/1895/11/28/ed-1/seq-4/4
9768_0,NA,1910,1910-08-17,Mississippi,https://articleextractor.org/pages/9768/msar_gabardine_ver01/sn87065167/1910/08/17/ed-1/seq-1/2
9772_0,"The citizen (Berea, Ky.)",1903,1903-10-29,Kentucky,https://articleextractor.org/pages/9772/kyu_fleetwoodmac_ver01/sn85052076/1903/10/29/ed-1/seq-6/3
9772_1,"The citizen (Berea, Ky.)",1903,1903-10-29,Kentucky,https://articleextractor.org/pages/9772/kyu_fleetwoodmac_ver01/sn85052076/1903/10/29/ed-1/seq-6/3
9773_0,NA,1908,1908-10-22,New Jersey,https://articleextractor.org/pages/9773/njr_ketchup_ver01/sn87068192/1908/10/22/ed-1/seq-8/2
9773_1,NA,1908,1908-10-22,New Jersey,https://articleextractor.org/pages/9773/njr_ketchup_ver01/sn87068192/1908/10/22/ed-1/seq-8/2
9777_0,"The Dolores star (Dolores, Montez...)",1908,1908-10-30,Colorado,https://articleextractor.org/pages/9777/cohi_alta_ver01/sn86002159/1908/10/30/ed-1/seq-4/2
9780_0,"The leader (Brookhaven, Mis...)",1898,1898-01-19,Mississippi,https://articleextractor.org/pages/9780/msar_agate_ver01/sn86074063/1898/01/19/ed-1/seq-1/2
