"","...1","...2","file_id","article_id","sn","newspaper_name1","city1","crap","state","year","month","day","page","edition","mod_id","URL","newspaper_state","file_id2","index","news_address","news_location.lon","news_location.lat"
"369", 369,293953, 8646,0,"sn85025431","Mower County transcript ","Lansing",NA," Minn.)",1897, 1,27,"seq-2","ed-1",1,"https://articleextractor.org/pages/8646/mnhi_rolls_ver01/sn85025431/1897/01/27/ed-1/seq-2/1","Minnesota","8646_0",2873,"Lansing, Minnesota", -92.970192,  43.745240
"370", 370,153374, 8647,0,"sn88056158",NA,NA,NA,NA,1894, 9,18,"seq-1","ed-1",1,"https://articleextractor.org/pages/8647/idhi_james_ver01/sn88056158/1894/09/18/ed-1/seq-1/1","Idaho","8647_0",2874,"NA, Idaho",-116.559780,  43.578817
"371", 371,477371, 8648,0,"sn85038119","The Hocking sentinel ","Logan",NA," Ohio)",1897,12, 2,"seq-2","ed-1",1,"https://articleextractor.org/pages/8648/ohi_delta_ver01/sn85038119/1897/12/02/ed-1/seq-2/1","Ohio","8648_0",2875,"Logan, Ohio", -82.407099,  39.540067
"372", 372, 20151, 8649,0,"sn94053256","Waterbury evening Democrat ","Waterbury",NA," Conn...)",1894, 9, 6,"seq-1","ed-1",1,"https://articleextractor.org/pages/8649/ct_gum_ver01/sn94053256/1894/09/06/ed-1/seq-1/1","Connecticut","8649_0",2876,"Waterbury, Connecticut", -73.051496,  41.558152
"373", 373,221315, 8650,0,"sn86069117","Daily public ledger ","Maysville",NA," Ky.)",1895, 6, 6,"seq-3","ed-1",1,"https://articleextractor.org/pages/8650/kyu_gandhi_ver01/sn86069117/1895/06/06/ed-1/seq-3/1","Kentucky","8650_0",2877,"Maysville, Kentucky", -83.744365,  38.641185
"374", 374,487764, 8651,0,"sn85026241","Belmont chronicle ","St. Clairsville",NA,NA,1894, 1,25,"seq-1","ed-1",1,"https://articleextractor.org/pages/8651/ohi_feste_ver01/sn85026241/1894/01/25/ed-1/seq-1/1","Ohio","8651_0",2878,"St. Clairsville, Ohio", -80.901760,  40.080320
"375", 375,487766, 8651,1,"sn85026241","Belmont chronicle ","St. Clairsville",NA,NA,1894, 1,25,"seq-1","ed-1",1,"https://articleextractor.org/pages/8651/ohi_feste_ver01/sn85026241/1894/01/25/ed-1/seq-1/1","Ohio","8651_1",2879,"St. Clairsville, Ohio", -80.901760,  40.080320
"376", 376, 10388, 8653,0,"sn83025516","The statesman ","Denver",NA," Colo.)",1906, 4,20,"seq-8","ed-1",1,"https://articleextractor.org/pages/8653/cohi_abbeyville_ver01/sn83025516/1906/04/20/ed-1/seq-8/1","Colorado","8653_0",2880,"Denver, Colorado",-104.990251,  39.739236
"377", 377,348275, 8655,0,"sn99021999",NA,NA,NA,NA,1893, 5, 7,"seq-8","ed-1",1,"https://articleextractor.org/pages/8655/nbu_alliance_ver01/sn99021999/1893/05/07/ed-1/seq-8/1","Nebraska","8655_0",2881,"NA, Nebraska", -99.901813,  41.492537
"378", 378,688152, 8657,0,"sn84022770","Washington standard ","Olympia",NA," Wash. ...)",1906,12,14,"seq-2","ed-1",1,"https://articleextractor.org/pages/8657/wa_kittitas_ver01/sn84022770/1906/12/14/ed-1/seq-2/1","Washington","8657_0",2882,"Olympia, Washington",-122.900695,  47.037874
"379", 379,688171, 8657,1,"sn84022770","Washington standard ","Olympia",NA," Wash. ...)",1906,12,14,"seq-2","ed-1",1,"https://articleextractor.org/pages/8657/wa_kittitas_ver01/sn84022770/1906/12/14/ed-1/seq-2/1","Washington","8657_1",2883,"Olympia, Washington",-122.900695,  47.037874
"380", 380,698652, 8663,0,"sn84026844","The Wheeling daily intelligencer ","Wheeling",NA," W. Va...)",1893, 7,29,"seq-4","ed-1",1,"https://articleextractor.org/pages/8663/wvu_france_ver01/sn84026844/1893/07/29/ed-1/seq-4/1","West Virginia","8663_0",2884,"Wheeling, West Virginia", -80.720915,  40.063962
"381", 381,686894, 8664,0,"sn87093407","The Seattle star ","Seattle",NA," Wash.)",1906, 9,24,"seq-7","ed-1",1,"https://articleextractor.org/pages/8664/wa_indianplum_ver02/sn87093407/1906/09/24/ed-1/seq-7/1","Washington","8664_0",2885,"Seattle, Washington",-122.332848,  47.606139
"382", 382, 35375, 8665,0,"sn85042354","Evening journal ","Wilmington",NA," Del...)",1895, 4,22,"seq-2","ed-1",1,"https://articleextractor.org/pages/8665/deu_arden_ver01/sn85042354/1895/04/22/ed-1/seq-2/1","Delaware","8665_0",2886,"Wilmington, Delaware", -75.548391,  39.744655
"383", 383,372767, 8668,0,"sn91068084","Fisherman & farmer ","Edenton",NA," N.C.)",1891, 4, 3,"seq-6","ed-1",1,"https://articleextractor.org/pages/8668/ncu_elk_ver01/sn91068084/1891/04/03/ed-1/seq-6/1","North Carolina","8668_0",2887,"Edenton, North Carolina", -76.607721,  36.057938
"384", 384, 48951, 8669,0,"sn84025891","The Washington bee ","Washington",NA," D.C...)",1892, 7, 9,"seq-2","ed-1",1,"https://articleextractor.org/pages/8669/dlc_harry_ver01/sn84025891/1892/07/09/ed-1/seq-2/1","District of Columbia","8669_0",2888,"Washington, District of Columbia", -77.036871,  38.907192
"385", 385, 48953, 8669,1,"sn84025891","The Washington bee ","Washington",NA," D.C...)",1892, 7, 9,"seq-2","ed-1",1,"https://articleextractor.org/pages/8669/dlc_harry_ver01/sn84025891/1892/07/09/ed-1/seq-2/1","District of Columbia","8669_1",2889,"Washington, District of Columbia", -77.036871,  38.907192
"386", 386, 48956, 8669,2,"sn84025891","The Washington bee ","Washington",NA," D.C...)",1892, 7, 9,"seq-2","ed-1",1,"https://articleextractor.org/pages/8669/dlc_harry_ver01/sn84025891/1892/07/09/ed-1/seq-2/1","District of Columbia","8669_2",2890,"Washington, District of Columbia", -77.036871,  38.907192
"387", 387, 48959, 8669,3,"sn84025891","The Washington bee ","Washington",NA," D.C...)",1892, 7, 9,"seq-2","ed-1",1,"https://articleextractor.org/pages/8669/dlc_harry_ver01/sn84025891/1892/07/09/ed-1/seq-2/1","District of Columbia","8669_3",2891,"Washington, District of Columbia", -77.036871,  38.907192
"388", 388, 48962, 8669,4,"sn84025891","The Washington bee ","Washington",NA," D.C...)",1892, 7, 9,"seq-2","ed-1",1,"https://articleextractor.org/pages/8669/dlc_harry_ver01/sn84025891/1892/07/09/ed-1/seq-2/1","District of Columbia","8669_4",2892,"Washington, District of Columbia", -77.036871,  38.907192
"389", 389, 48965, 8669,5,"sn84025891","The Washington bee ","Washington",NA," D.C...)",1892, 7, 9,"seq-2","ed-1",1,"https://articleextractor.org/pages/8669/dlc_harry_ver01/sn84025891/1892/07/09/ed-1/seq-2/1","District of Columbia","8669_5",2893,"Washington, District of Columbia", -77.036871,  38.907192
"390", 390,683691, 8670,0,"sn83045604","The Seattle post-intelligencer ","Seattle",NA," Wash. ...)",1893,10,22,"seq-4","ed-1",1,"https://articleextractor.org/pages/8670/wa_forks_ver01/sn83045604/1893/10/22/ed-1/seq-4/1","Washington","8670_0",2894,"Seattle, Washington",-122.332848,  47.606139
"391", 391,234215, 8671,0,"sn98066392",NA,NA,NA,NA,1891, 6, 9,"seq-1","ed-1",1,"https://articleextractor.org/pages/8671/mimtptc_adrian_ver01/sn98066392/1891/06/09/ed-1/seq-1/1","Michigan","8671_0",2895,"NA, Michigan", -85.602364,  44.314844
"392", 392, 63814, 8673,0,"sn86063034","The morning news ","Savannah",NA," Ga.)",1894,10,27,"seq-1","ed-1",1,"https://articleextractor.org/pages/8673/gu_drew_ver02/sn86063034/1894/10/27/ed-1/seq-1/1","Georgia","8673_0",2896,"Savannah, Georgia", -81.091203,  32.080899
"393", 393, 63816, 8673,1,"sn86063034","The morning news ","Savannah",NA," Ga.)",1894,10,27,"seq-1","ed-1",1,"https://articleextractor.org/pages/8673/gu_drew_ver02/sn86063034/1894/10/27/ed-1/seq-1/1","Georgia","8673_1",2897,"Savannah, Georgia", -81.091203,  32.080899
"394", 394,228366, 8676,0,"sn82006687","Saint Mary's beacon ","Leonard Town",NA," M...)",1894, 3, 1,"seq-2","ed-1",1,"https://articleextractor.org/pages/8676/mdu_cain_ver02/sn82006687/1894/03/01/ed-1/seq-2/1","Maryland","8676_0",2898,"Leonard Town, Maryland", -76.635794,  38.291238
"395", 395,284615, 8677,0,"sn89064526",NA,NA,NA,NA,1894,11,23,"seq-1","ed-1",1,"https://articleextractor.org/pages/8677/mnhi_neon_ver01/sn89064526/1894/11/23/ed-1/seq-1/1","Minnesota","8677_0",2899,"NA, Minnesota", -94.685900,  46.729553
"396", 396,456331, 8679,0,"sn83030193","The evening world ","New York",NA," N.Y.)",1894, 4,21,"seq-4","ed-3",1,"https://articleextractor.org/pages/8679/nn_joyce_ver01/sn83030193/1894/04/21/ed-3/seq-4/1","New York","8679_0",2900,"New York, New York", -74.005973,  40.712775
"397", 397, 84188, 8683,0,"sn83025186","Iowa state bystander ","Des Moines",NA," Iow...)",1894,10,26,"seq-1","ed-1",1,"https://articleextractor.org/pages/8683/iahi_ames_ver01/sn83025186/1894/10/26/ed-1/seq-1/1","Iowa","8683_0",2901,"Des Moines, Iowa", -93.624959,  41.586835
"398", 398, 84094, 8683,1,"sn83025186","Iowa state bystander ","Des Moines",NA," Iow...)",1894,10,26,"seq-1","ed-1",1,"https://articleextractor.org/pages/8683/iahi_ames_ver01/sn83025186/1894/10/26/ed-1/seq-1/1","Iowa","8683_1",2902,"Des Moines, Iowa", -93.624959,  41.586835
"399", 399, 84114, 8683,2,"sn83025186","Iowa state bystander ","Des Moines",NA," Iow...)",1894,10,26,"seq-1","ed-1",1,"https://articleextractor.org/pages/8683/iahi_ames_ver01/sn83025186/1894/10/26/ed-1/seq-1/1","Iowa","8683_2",2903,"Des Moines, Iowa", -93.624959,  41.586835
"400", 400,186435, 8685,0,"sn82016419","The Emporia news ","Emporia",NA," Kan.)",1878,12,13,"seq-2","ed-1",1,"https://articleextractor.org/pages/8685/khi_brown_ver01/sn82016419/1878/12/13/ed-1/seq-2/1","Kansas","8685_0",2904,"Emporia, Kansas", -96.181663,  38.403903
"401", 401,221736, 8688,0,"sn86069117","Daily public ledger ","Maysville",NA," Ky.)",1898,11,28,"seq-4","ed-1",1,"https://articleextractor.org/pages/8688/kyu_gandhi_ver01/sn86069117/1898/11/28/ed-1/seq-4/1","Kentucky","8688_0",2905,"Maysville, Kentucky", -83.744365,  38.641185
"402", 402,402109, 8691,0,"sn87096037","The Hope pioneer ","Hope",NA," N.D.)",1899, 3,30,"seq-2","ed-1",1,"https://articleextractor.org/pages/8691/ndhi_argon_ver01/sn87096037/1899/03/30/ed-1/seq-2/1","North Dakota","8691_0",2907,"Hope, North Dakota", -97.722320,  47.322210
"403", 403,315998, 8697,0,"sn84020274","The St. Louis Republic ","St. Louis",NA," Mo.)",1900, 3,27,"seq-3","ed-1",1,"https://articleextractor.org/pages/8697/mohi_kersee_ver01/sn84020274/1900/03/27/ed-1/seq-3/1","Missouri","8697_0",2908,"St. Louis, Missouri", -90.199404,  38.627003
"404", 404,307914, 8700,0,"sn84020274","The St. Louis Republic ","St. Louis",NA," Mo.)",1900, 1, 3,"seq-7","ed-1",1,"https://articleextractor.org/pages/8700/mohi_gaines_ver01/sn84020274/1900/01/03/ed-1/seq-7/1","Missouri","8700_0",2909,"St. Louis, Missouri", -90.199404,  38.627003
"405", 405,701744, 8702,0,"sn86072160","Casper daily tribune ","Casper",NA," Wyo.)",1922, 5,26,"seq-12","ed-1",1,"https://articleextractor.org/pages/8702/wyu_greybull_ver01/sn86072160/1922/05/26/ed-1/seq-12/1","Wyoming","8702_0",2910,"Casper, Wyoming",-106.298082,  42.848709
"406", 406,387583, 8703,0,"sn92073049","The progressive farmer ","Winston",NA," N.C.)",1901, 9,10,"seq-3","ed-1",1,"https://articleextractor.org/pages/8703/ncu_johns_ver01/sn92073049/1901/09/10/ed-1/seq-3/1","North Carolina","8703_0",2911,"Winston, North Carolina", -80.254435,  36.103964
"407", 407, 46254, 8704,0,"sn85054468","The times ","Washington ","D.C...)",NA,1899, 7,28,"seq-1","ed-1",1,"https://articleextractor.org/pages/8704/dlc_franklin_ver01/sn85054468/1899/07/28/ed-1/seq-1/1","District of Columbia","8704_0",2912,"Washington , District of Columbia", -77.036871,  38.907192
"408", 408,212634, 8707,0,"sn86069201",NA,NA,NA,NA,1901, 8,22,"seq-4","ed-1",1,"https://articleextractor.org/pages/8707/kyu_charo_ver01/sn86069201/1901/08/22/ed-1/seq-4/1","Kentucky","8707_0",2914,"NA, Kentucky", 106.150007,  22.726562
"409", 409,465732, 8709,0,"sn86076200","Eureka weekly sentinel ","Eureka",NA," Nev.)",1901, 6,29,"seq-1","ed-1",1,"https://articleextractor.org/pages/8709/nvln_quartz_ver01/sn86076200/1901/06/29/ed-1/seq-1/1","Nevada","8709_0",2915,"Eureka, Nevada",-115.960780,  39.512486
"410", 410,338841, 8710,0,"sn87065046",NA,NA,NA,NA,1901, 2,14,"seq-4","ed-1",1,"https://articleextractor.org/pages/8710/msar_karakul_ver02/sn87065046/1901/02/14/ed-1/seq-4/1","Mississippi","8710_0",2916,"NA, Mississippi", -89.398528,  32.354668
"411", 411, 24968, 8711,0,"sn85066387","The San Francisco call ","San Francisco ","...)",NA,1901, 6, 8,"seq-1","ed-1",1,"https://articleextractor.org/pages/8711/curiv_brea_ver01/sn85066387/1901/06/08/ed-1/seq-1/1","California","8711_0",2917,"San Francisco , California",-122.419415,  37.774929
"412", 412, 26040, 8714,0,"sn85066387","The San Francisco call ","San Francisco ","...)",NA,1897, 7,11,"seq-4","ed-1",2,"https://articleextractor.org/pages/8714/curiv_fredsplace_ver01/sn85066387/1897/07/11/ed-1/seq-4/2","California","8714_0",2918,"San Francisco , California",-122.419415,  37.774929
"413", 413,342933, 8715,0,"sn86075021","Daily Yellowstone journal ","Miles City",NA," Mon...)",1887, 4, 7,"seq-1","ed-1",1,"https://articleextractor.org/pages/8715/mthi_bobcat_ver02/sn86075021/1887/04/07/ed-1/seq-1/1","Montana","8715_0",2919,"Miles City, Montana",-105.840558,  46.408336
"414", 414,166442, 8716,0,"sn82015679","The Indianapolis journal ","Indianapolis ","I...)",NA,1887, 3, 4,"seq-4","ed-1",1,"https://articleextractor.org/pages/8716/in_indianapolisolympians_ver02/sn82015679/1887/03/04/ed-1/seq-4/1","Indiana","8716_0",2920,"Indianapolis , Indiana", -86.158068,  39.768403
"415", 415,  3853, 8717,0,"sn84020151","Huntsville gazette ","Huntsville",NA," Ala...)",1887, 3,12,"seq-1","ed-1",1,"https://articleextractor.org/pages/8717/au_inman_ver01/sn84020151/1887/03/12/ed-1/seq-1/1","Alabama","8717_0",2921,"Huntsville, Alabama", -86.586104,  34.730369
"416", 416,  3859, 8717,1,"sn84020151","Huntsville gazette ","Huntsville",NA," Ala...)",1887, 3,12,"seq-1","ed-1",1,"https://articleextractor.org/pages/8717/au_inman_ver01/sn84020151/1887/03/12/ed-1/seq-1/1","Alabama","8717_1",2922,"Huntsville, Alabama", -86.586104,  34.730369
"417", 417,472842, 8720,0,"sn85038115","The spirit of democracy ","Woodsfield",NA," Ohi...)",1849,12,29,"seq-1","ed-1",1,"https://articleextractor.org/pages/8720/ohi_byrd_ver01/sn85038115/1849/12/29/ed-1/seq-1/1","Ohio","8720_0",2923,"Woodsfield, Ohio", -81.115384,  39.762573
"418", 418,636638, 8721,0,"sn85025697","The day book ","Norfolk",NA," Va.)",1859,10,17,"seq-2","ed-1",1,"https://articleextractor.org/pages/8721/vi_icelandic_ver01/sn85025697/1859/10/17/ed-1/seq-2/1","Virginia","8721_0",2924,"Norfolk, Virginia", -76.285873,  36.850769
"419", 419,186244, 8722,0,"sn82015486","White Cloud Kansas chief ","White Cloud",NA," Ka...)",1859,12,29,"seq-2","ed-1",1,"https://articleextractor.org/pages/8722/khi_brown_ver01/sn82015486/1859/12/29/ed-1/seq-2/1","Kansas","8722_0",2925,"White Cloud, Kansas", -95.296922,  39.976388
"420", 420,467937, 8724,0,"sn84028385","Western Reserve chronicle ","Warren",NA," Ohio)",1858, 6,30,"seq-1","ed-1",1,"https://articleextractor.org/pages/8724/ohi_ariel_ver02/sn84028385/1858/06/30/ed-1/seq-1/1","Ohio","8724_0",2926,"Warren, Ohio", -80.818417,  41.237557
"421", 421,238200, 8725,0,"sn96076998",NA,NA,NA,NA,1886, 4, 1,"seq-4","ed-1",1,"https://articleextractor.org/pages/8725/mimtptc_douglas_ver01/sn96076998/1886/04/01/ed-1/seq-4/1","Michigan","8725_0",2927,"NA, Michigan", -85.602364,  44.314844
"422", 422,383866, 8726,0,"sn84020750","The North-Carolinian ","Fayetteville ","N...)",NA,1860, 5, 5,"seq-3","ed-1",1,"https://articleextractor.org/pages/8726/ncu_jefferson_ver02/sn84020750/1860/05/05/ed-1/seq-3/1","North Carolina","8726_0",2928,"Fayetteville , North Carolina", -78.878377,  35.052367
"423", 423,621422, 8727,0,"sn85058130","The Salt Lake herald ","Salt Lake City ",NA,NA,1905,10,10,"seq-4","ed-1",1,"https://articleextractor.org/pages/8727/uuml_four_ver01/sn85058130/1905/10/10/ed-1/seq-4/1","Utah","8727_0",2929,"Salt Lake City , Utah",-111.891047,  40.760779
"424", 424,  3155, 8728,0,"sn85038485","The Birmingham age-herald ","Birmingham",NA," Ala...)",1906, 8,27,"seq-1","ed-1",1,"https://articleextractor.org/pages/8728/au_evans_ver01/sn85038485/1906/08/27/ed-1/seq-1/1","Alabama","8728_0",2930,"Birmingham, Alabama", -86.810357,  33.518589
"425", 425,691567, 8729,0,"sn85040724","Watertown weekly leader ","Watertown",NA," Jeff...)",1906, 5,25,"seq-7","ed-1",1,"https://articleextractor.org/pages/8729/whi_elizabeth_ver01/sn85040724/1906/05/25/ed-1/seq-7/1","Wisconsin","8729_0",2931,"Watertown, Wisconsin", -88.728992,  43.194721
"426", 426,332990, 8730,0,"sn85034375","The Grenada sentinel ","Grenada",NA," Miss.)",1883, 4,21,"seq-6","ed-1",1,"https://articleextractor.org/pages/8730/msar_eyelet_ver02/sn85034375/1883/04/21/ed-1/seq-6/1","Mississippi","8730_0",2932,"Grenada, Mississippi", -89.808419,  33.769005
"427", 427,332993, 8730,1,"sn85034375","The Grenada sentinel ","Grenada",NA," Miss.)",1883, 4,21,"seq-6","ed-1",1,"https://articleextractor.org/pages/8730/msar_eyelet_ver02/sn85034375/1883/04/21/ed-1/seq-6/1","Mississippi","8730_1",2933,"Grenada, Mississippi", -89.808419,  33.769005
"428", 428,332996, 8730,2,"sn85034375","The Grenada sentinel ","Grenada",NA," Miss.)",1883, 4,21,"seq-6","ed-1",1,"https://articleextractor.org/pages/8730/msar_eyelet_ver02/sn85034375/1883/04/21/ed-1/seq-6/1","Mississippi","8730_2",2934,"Grenada, Mississippi", -89.808419,  33.769005
"429", 429,332999, 8730,3,"sn85034375","The Grenada sentinel ","Grenada",NA," Miss.)",1883, 4,21,"seq-6","ed-1",1,"https://articleextractor.org/pages/8730/msar_eyelet_ver02/sn85034375/1883/04/21/ed-1/seq-6/1","Mississippi","8730_3",2935,"Grenada, Mississippi", -89.808419,  33.769005
"430", 430,333002, 8730,4,"sn85034375","The Grenada sentinel ","Grenada",NA," Miss.)",1883, 4,21,"seq-6","ed-1",1,"https://articleextractor.org/pages/8730/msar_eyelet_ver02/sn85034375/1883/04/21/ed-1/seq-6/1","Mississippi","8730_4",2936,"Grenada, Mississippi", -89.808419,  33.769005
"431", 431,695277, 8731,0,"sn86086852","Iowa County democrat ","Mineral Point",NA," ...)",1882, 9, 1,"seq-2","ed-1",1,"https://articleextractor.org/pages/8731/whi_lucretia_ver01/sn86086852/1882/09/01/ed-1/seq-2/1","Wisconsin","8731_0",2937,"Mineral Point, Wisconsin", -90.179847,  42.859997
"432", 432,193398, 8732,0,"sn82016014","The Topeka state journal ","Topeka",NA," Kansas)",1900,12,29,"seq-3","ed-1",1,"https://articleextractor.org/pages/8732/khi_higuchi_ver01/sn82016014/1900/12/29/ed-1/seq-3/1","Kansas","8732_0",2938,"Topeka, Kansas", -95.675158,  39.047345
"433", 433, 38308, 8734,0,"sn82014511","The press and tribune ","Chicago",NA," Ill.)",1859,11, 1,"seq-2","ed-1",1,"https://articleextractor.org/pages/8734/dlc_belmont_ver02/sn82014511/1859/11/01/ed-1/seq-2/1","Illinois","8734_0",2939,"Chicago, Illinois", -87.629798,  41.878114
"434", 434,343119, 8738,0,"sn85053323","The Neihart herald ","Neihart",NA," Mont.)",1894, 7,21,"seq-3","ed-1",1,"https://articleextractor.org/pages/8738/mthi_crane_ver01/sn85053323/1894/07/21/ed-1/seq-3/1","Montana","8738_0",2940,"Neihart, Montana",-110.735771,  46.933296
"435", 435,567530, 8739,0,"sn85038518","Nashville union and American ","Nashville",NA," Tenn...)",1860, 9,19,"seq-3","ed-1",1,"https://articleextractor.org/pages/8739/tu_dolly_ver01/sn85038518/1860/09/19/ed-1/seq-3/1","Tennessee","8739_0",2941,"Nashville, Tennessee", -86.781602,  36.162664
"436", 436,   947, 8740,0,"sn84022960","The Forrest City times ","Forrest City",NA," A...)",1891, 1,23,"seq-7","ed-1",1,"https://articleextractor.org/pages/8740/arhi_bulbasaur_ver01/sn84022960/1891/01/23/ed-1/seq-7/1","Arkansas","8740_0",2942,"Forrest City, Arkansas", -90.785231,  35.009258
"437", 437,521718, 8741,0,"sn84027008","The daily phoenix ","Columbia",NA," S.C.)",1872, 1,10,"seq-2","ed-1",1,"https://articleextractor.org/pages/8741/scu_alexiavalentine_ver01/sn84027008/1872/01/10/ed-1/seq-2/1","South Carolina","8741_0",2943,"Columbia, South Carolina", -81.034814,  34.000710
"438", 438,195718, 8742,0,"sn82014635","The Wichita daily eagle ","Wichita",NA," Kan.)",1897, 7, 4,"seq-3","ed-1",1,"https://articleextractor.org/pages/8742/khi_jennison_ver01/sn82014635/1897/07/04/ed-1/seq-3/1","Kansas","8742_0",2944,"Wichita, Kansas", -97.330053,  37.687176
"439", 439, 65706, 8744,0,"sn85047097","The Independent ","Honolulu",NA," H.I.)",1899, 8,14,"seq-2","ed-1",1,"https://articleextractor.org/pages/8744/hihouml_butterfly_ver01/sn85047097/1899/08/14/ed-1/seq-2/1","Hawaii","8744_0",2945,"Honolulu, Hawaii",-157.858140,  21.309884
"440", 440,352975, 8745,0,"sn99021999",NA,NA,NA,NA,1899,12,24,"seq-6","ed-1",1,"https://articleextractor.org/pages/8745/nbu_emerson_ver01/sn99021999/1899/12/24/ed-1/seq-6/1","Nebraska","8745_0",2946,"NA, Nebraska", -99.901813,  41.492537
"441", 441, 63871, 8746,0,"sn86063034","The morning news ","Savannah",NA," Ga.)",1895, 8,19,"seq-1","ed-1",1,"https://articleextractor.org/pages/8746/gu_endeavour_ver01/sn86063034/1895/08/19/ed-1/seq-1/1","Georgia","8746_0",2947,"Savannah, Georgia", -81.091203,  32.080899
"442", 442,   820, 8747,0,"sn84022960","The Forrest City times ","Forrest City",NA," A...)",1899, 3,24,"seq-1","ed-1",1,"https://articleextractor.org/pages/8747/arhi_alakazam_ver01/sn84022960/1899/03/24/ed-1/seq-1/1","Arkansas","8747_0",2948,"Forrest City, Arkansas", -90.785231,  35.009258
"443", 443,188663, 8748,0,"sn85030687","Hutchinson gazette ","Hutchinson",NA," Kan...)",1899, 7,27,"seq-2","ed-1",1,"https://articleextractor.org/pages/8748/khi_curry_ver01/sn85030687/1899/07/27/ed-1/seq-2/1","Kansas","8748_0",2949,"Hutchinson, Kansas", -97.929774,  38.060845
"444", 444,188652, 8748,1,"sn85030687","Hutchinson gazette ","Hutchinson",NA," Kan...)",1899, 7,27,"seq-2","ed-1",1,"https://articleextractor.org/pages/8748/khi_curry_ver01/sn85030687/1899/07/27/ed-1/seq-2/1","Kansas","8748_1",2950,"Hutchinson, Kansas", -97.929774,  38.060845
"445", 445,188666, 8748,2,"sn85030687","Hutchinson gazette ","Hutchinson",NA," Kan...)",1899, 7,27,"seq-2","ed-1",1,"https://articleextractor.org/pages/8748/khi_curry_ver01/sn85030687/1899/07/27/ed-1/seq-2/1","Kansas","8748_2",2951,"Hutchinson, Kansas", -97.929774,  38.060845
"446", 446,188648, 8748,3,"sn85030687","Hutchinson gazette ","Hutchinson",NA," Kan...)",1899, 7,27,"seq-2","ed-1",1,"https://articleextractor.org/pages/8748/khi_curry_ver01/sn85030687/1899/07/27/ed-1/seq-2/1","Kansas","8748_3",2952,"Hutchinson, Kansas", -97.929774,  38.060845
"447", 447,400711, 8750,0,"sn87096037","The Hope pioneer ","Hope",NA," N.D.)",1895,12,27,"seq-2","ed-1",1,"https://articleextractor.org/pages/8750/ndhi_argon_ver01/sn87096037/1895/12/27/ed-1/seq-2/1","North Dakota","8750_0",2953,"Hope, North Dakota", -97.722320,  47.322210
"448", 448,400679, 8750,1,"sn87096037","The Hope pioneer ","Hope",NA," N.D.)",1895,12,27,"seq-2","ed-1",1,"https://articleextractor.org/pages/8750/ndhi_argon_ver01/sn87096037/1895/12/27/ed-1/seq-2/1","North Dakota","8750_1",2954,"Hope, North Dakota", -97.722320,  47.322210
"449", 449,605233, 8752,0,"sn86064199",NA,NA,NA,NA,1900, 8,29,"seq-1","ed-1",2,"https://articleextractor.org/pages/8752/txdn_gmc_ver02/sn86064199/1900/08/29/ed-1/seq-1/2","Texas","8752_0",2955,"NA, Texas", -99.901813,  31.968599
"450", 450,605222, 8752,1,"sn86064199",NA,NA,NA,NA,1900, 8,29,"seq-1","ed-1",2,"https://articleextractor.org/pages/8752/txdn_gmc_ver02/sn86064199/1900/08/29/ed-1/seq-1/2","Texas","8752_1",2956,"NA, Texas", -99.901813,  31.968599
"451", 451,698826, 8753,0,"sn84026844","The Wheeling daily intelligencer ","Wheeling",NA," W. Va...)",1900, 5, 7,"seq-5","ed-1",1,"https://articleextractor.org/pages/8753/wvu_germany_ver01/sn84026844/1900/05/07/ed-1/seq-5/1","West Virginia","8753_0",2957,"Wheeling, West Virginia", -80.720915,  40.063962
"452", 452,474071, 8754,0,"sn87075213",NA,NA,NA,NA,1899, 6,23,"seq-2","ed-1",1,"https://articleextractor.org/pages/8754/ohi_charlie_ver01/sn87075213/1899/06/23/ed-1/seq-2/1","Ohio","8754_0",2958,"NA, Ohio", -82.907123,  40.417287
"453", 453,357145, 8755,0,"sn99021999",NA,NA,NA,NA,1900, 4,29,"seq-2","ed-1",1,"https://articleextractor.org/pages/8755/nbu_julius_ver01/sn99021999/1900/04/29/ed-1/seq-2/1","Nebraska","8755_0",2959,"NA, Nebraska", -99.901813,  41.492537
"454", 454,693372, 8757,0,"sn85033255","River Falls journal ","River Falls",NA," Pi...)",1900, 2,22,"seq-2","ed-1",1,"https://articleextractor.org/pages/8757/whi_hegmeister_ver01/sn85033255/1900/02/22/ed-1/seq-2/1","Wisconsin","8757_0",2960,"River Falls, Wisconsin", -92.623808,  44.861356
"455", 455,693374, 8757,1,"sn85033255","River Falls journal ","River Falls",NA," Pi...)",1900, 2,22,"seq-2","ed-1",1,"https://articleextractor.org/pages/8757/whi_hegmeister_ver01/sn85033255/1900/02/22/ed-1/seq-2/1","Wisconsin","8757_1",2961,"River Falls, Wisconsin", -92.623808,  44.861356
"456", 456,351609, 8759,0,"sn84022835","The Red Cloud chief ","Red Cloud",NA," Webs...)",1900, 2,16,"seq-6","ed-1",1,"https://articleextractor.org/pages/8759/nbu_dunning_ver01/sn84022835/1900/02/16/ed-1/seq-6/1","Nebraska","8759_0",2962,"Red Cloud, Nebraska", -98.519589,  40.089005
"457", 457,188683, 8761,0,"sn85030687","Hutchinson gazette ","Hutchinson",NA," Kan...)",1899, 8,10,"seq-6","ed-1",1,"https://articleextractor.org/pages/8761/khi_curry_ver01/sn85030687/1899/08/10/ed-1/seq-6/1","Kansas","8761_0",2963,"Hutchinson, Kansas", -97.929774,  38.060845
